species,tissue_type,cell_name,marker,pmid
Human,blood,"macrophage
```",PPA1,33293583
Human,blood,"macrophage
```",CST3,33293583
Human,blood,"macrophage
```",LYZ,33293583
Human,blood,"macrophage
```",APOE,33293583
Human,blood,"macrophage
```",S100A8,33293583
Human,lymph_node,"cd1c-positive myeloid dendritic cell
```",IL1RA4,33293583
Human,lymph_node,"plasmacytoid dendritic cell
```",PTGDS,33293583
Human,fat,"mast cell
```",CPA3,33293583
Human,fat,"mast cell
```",TPSB2,33293583
Human,fat,"mast cell
```",TPSAB1,33293583
Human,lung,"cd4-positive alpha-beta t cell
```",FOXP3,33293583
Human,escc (esophageal squamous cell carcinoma) tissue,"cd8-positive
```",PDCD1,33293583
Human,esophageal squamous cell carcinoma tissue,"nk cell
```",NKG2A,33293583
Human,esophageal squamous cell carcinoma tissue,"tregs
```",TNFSF1B,33293583
Human,esophageal squamous cell carcinoma tissue,"tregs
```",CCR8,33293583
Human,esophageal squamous cell carcinoma tissue,"tregs
```",IL1R2,33293583
Human,tongue,"epithelial cell
```",IL1R2,33293583
Human,tongue,"epithelial cell
```",HLA-A,33293583
Human,tongue,"epithelial cell
```",HLA-B,33293583
Human,tongue,"epithelial cell
```",HLA-C,33293583
Human,trachea,"macrophage
```",LILRB1,33293583
Human,trachea,"macrophage
```",CD163,33293583
Human,trachea,"macrophage
```",CD274,33293583
Human,liver,"cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'
```",THBS1,33293583
Human,lymph_node,"cd1c-positive myeloid dendritic cell
```",C1QC,33293583
Human,liver,"macrophage
```",APOE,33293583
Human,liver,"macrophage
```",C1QA,33293583
Human,esophageal squamous cell carcinoma (escc),"macrophage (macro-c3-csf1)
```",CSF1,33293583
Human,lymph_node,"cd1c-positive myeloid dendritic cell
```",CLEC9A,33293583
Human,bone_marrow,"cd8-positive
```",CLEC10A,33293583
Human,skin,"cell_ontology_class='dendritic cell', free_annotation='lamp3+ dendritic cell'
```",LAMP3,33293583
Human,tumor microenvironment (TME),"monocyte
```",FCER1A,33293583
Human,skin,"cell_ontology_class='t cell', free_annotation='t cells'
```",IL1R2,33293583
Human,tumor microenvironment,"macrophage
```",LILRB1,33293583
Human,vasculature,"epithelial cell
```",LAMP3,33293583
Human,vasculature,"epithelial cell
```",CD274,33293583
Human,vasculature,"epithelial cell
```",CCR7,33293583
Human,vasculature,"epithelial cell
```",CD83,33293583
Human,vasculature,"epithelial cell
```",ITGAX,33293583
Human,vasculature,"epithelial cell
```",IDO1,33293583
Human,esophagus,"regulatory T cell
```",FOXP3,33293583
Human,vasculature,"macrophage
```",CD68,33293583
Human,vasculature,"macrophage
```",LILRB1,33293583
Human,eye,"retinal pigment epithelial cell
```",CST3,33307245
Human,eye,"retinal pigment epithelial cell
```",EFEMP1,33307245
Human,eye,"retinal pigment epithelial cell
```",ITGAV,33307245
Human,eye,"retinal pigment epithelial cell
```",CRISPLD1,33307245
Human,eye,"retinal pigment epithelial cell
```",ITGB8,33307245
Human,eye,"retinal pigment epithelial cell
```",PMEL,33307245
Human,eye,"retinal pigment epithelial cell
```",TTR,33307245
Human,eye,"retinal pigment epithelial cell
```",TYRP1,33307245
Human,eye,"retinal pigment epithelial cell
```",TYR,33307245
Human,eye,"retinal pigment epithelial cell
```",DCT,33307245
Human,eye,"retinal pigment epithelial cell
```",PTGDS,33307245
Human,eye,"retinal pigment epithelial cell
```",INPP5K,33307245
Human,eye,"retinal pigment epithelial cell
```",LRAT,33307245
Human,eye,"retinal pigment epithelial cell
```",PLTP,33307245
Human,eye,"retinal pigment epithelial cell
```",ABHD2/RLBP1,33307245
Human,eye,"retinal pigment epithelial cell
```",RPE65,33307245
Human,eye,"retinal pigment epithelial cell
```",RGR,33307245
Human,eye,"retinal pigment epithelial cell
```",RBP1,33307245
Human,eye,"retinal pigment epithelial cell
```",BEST1,33307245
Human,eye,"retinal pigment epithelial cell
```",SERPINF1,33307245
Human,eye,"retinal pigment epithelial cell
```",CST3,33307245
Human,eye,"retinal pigment epithelial cell
```",EFEMP1,33307245
Human,eye,"retinal pigment epithelial cell
```",ITGAV,33307245
Human,eye,"retinal pigment epithelial cell
```",CRISPLD1,33307245
Human,eye,"retinal pigment epithelial cell
```",ITGB8,33307245
Human,eye,"retinal pigment epithelial cell
```",PMEL,33307245
Human,eye,"retinal pigment epithelial cell
```",TTR,33307245
Human,eye,"retinal pigment epithelial cell
```",TYRP1,33307245
Human,eye,"retinal pigment epithelial cell
```",TYR,33307245
Human,eye,"retinal pigment epithelial cell
```",DCT,33307245
Human,eye,"retinal pigment epithelial cell
```",PTGDS,33307245
Human,eye,"retinal pigment epithelial cell
```",INPP5K,33307245
Human,eye,"retinal pigment epithelial cell
```",LRAT,33307245
Human,eye,"retinal pigment epithelial cell
```",PLTP,33307245
Human,eye,"retinal pigment epithelial cell
```",RLBP1,33307245
Human,eye,"retinal pigment epithelial cell
```",RPE65,33307245
Human,eye,"retinal pigment epithelial cell
```",RGR,33307245
Human,eye,"retinal pigment epithelial cell
```",RBP1,33307245
Human,eye,"retinal pigment epithelial cell
```",BEST1,33307245
Human,eye,"retinal pigment epithelial cell
```",SERPINF1,33307245
Human,eye,"retinal pigment epithelial cell
```",LRAT,33307245
Human,eye,"retinal pigment epithelial cell
```",RPE65,33307245
Human,eye,"retinal pigment epithelial cell
```",DCT,33307245
Human,eye,"retinal pigment epithelial cell
```",PAX6,33307245
Human,eye,"retinal pigment epithelial cell
```",SOX1,33307245
Human,eye,"retinal pigment epithelial cell
```",MDK,33307245
Human,eye,"retinal pigment epithelial cell
```",CST3,33307245
Human,eye,"retinal pigment epithelial cell
```",EFEMP1,33307245
Human,eye,"retinal pigment epithelial cell
```",ITGAV,33307245
Human,eye,"retinal pigment epithelial cell
```",CRISPLD1,33307245
Human,eye,"retinal pigment epithelial cell
```",NDUFA4L2,33307245
Human,eye,"retinal pigment epithelial cell
```",CA9,33307245
Human,eye,"retinal pigment epithelial cell
```",PMEL,33307245
Human,eye,"retinal pigment epithelial cell
```",MITF,33307245
Human,eye,"retinal pigment epithelial cell
```",TYR,33307245
Human,eye,"retinal pigment epithelial cell
```",TYRP1,33307245
Human,eye,"retinal pigment epithelial cell
```",SOX4,33307245
Human,eye,"retinal pigment epithelial cell
```",BMP7,33307245
Human,eye,"retinal pigment epithelial cell
```",VIM,33307245
Human,eye,"retinal pigment epithelial cell
```",GJA1,33307245
Human,eye,"retinal pigment epithelial cell
```",PTN,33307245
Human,eye,"retinal pigment epithelial cell
```",RLBP1,33307245
Human,eye,"retinal pigment epithelial cell
```",BEST1,33307245
Human,eye,"retinal pigment epithelial cell
```",VEGFA,33307245
Human,eye,"retinal pigment epithelial cell
```",ENPP2,33307245
Human,eye,"retinal pigment epithelial cell
```",TIMP3,33307245
Human,eye,"retinal pigment epithelial cell
```",TYRP1,33307245
Human,eye,"retinal pigment epithelial cell
```",SOX11,33307245
Human,eye,"retinal pigment epithelial cell
```",PMEL,33307245
Human,eye,"retinal pigment epithelial cell
```",EFEMP1,33307245
Human,eye,"retinal pigment epithelial cell
```",BMP7,33307245
Human,eye,"retinal pigment epithelial cell
```",VIM,33307245
Human,eye,"retinal pigment epithelial cell
```",GJA1,33307245
Human,eye,"retinal pigment epithelial cell
```",PTN,33307245
Human,eye,"retinal pigment epithelial cell
```",INPP5K,33307245
Human,eye,"retinal pigment epithelial cell
```",RLBP1,33307245
Human,eye,"retinal pigment epithelial cell
```",TTR,33307245
Human,eye,"retinal pigment epithelial cell
```",DCT,33307245
Human,eye,"retinal pigment epithelial cell
```",SERPINF1,33307245
Human,eye,"retinal pigment epithelial cell
```",CST3,33307245
Human,eye,"retinal pigment epithelial cell
```",CRISPLD1,33307245
Human,eye,"retinal pigment epithelial cell
```",WFDC1,33307245
Human,eye,"retinal pigment epithelial cell
```",SH3BGRL3,33307245
Human,eye,"retinal pigment epithelial cell
```",TMSB4X,33307245
Human,eye,"retinal pigment epithelial cell
```",HSD17B2,33307245
Human,eye,"retinal pigment epithelial cell
```",TPM1,33307245
Human,eye,"retinal pigment epithelial cell
```",MYL9,33307245
Human,eye,"retinal pigment epithelial cell
```",NDUFA4L2,33307245
Human,eye,"retinal pigment epithelial cell
```",BNIP3,33307245
Human,eye,"retinal pigment epithelial cell
```",CALD1,33307245
Human,eye,"retinal pigment epithelial cell
```",FTH1,33307245
Human,eye,"retinal pigment epithelial cell
```",CRYAB,33307245
Human,eye,"retinal pigment epithelial cell
```",MT-CYB,33307245
Human,eye,"retinal pigment epithelial cell
```",PCCA,33307245
Human,eye,"retinal pigment epithelial cell
```",WFDC1,33307245
Human,eye,"retinal pigment epithelial cell
```",SERPINE2,33307245
Human,eye,"retinal pigment epithelial cell
```",TMSB4X,33307245
Human,eye,"retinal pigment epithelial cell
```",TTR,33307245
Human,eye,"retinal pigment epithelial cell
```",SPON2,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",DCT,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",CALD1,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",TTR,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",SOX9,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",RBP1,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",SERPINF1,33307245
Human,eye,"retinal pigment epithelial cell
```",VEGFA,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",TMSB4X,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",CRYAB,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",MT1E,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",MT1F,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",MT1G,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",MT2A,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",DCT,33307245
Human,eye,"retinal pigment epithelial cell
```",MKI67,33307245
Human,eye,"retinal pigment epithelial cell
```",TOP2A,33307245
Human,eye,"retinal pigment epithelial cell
```",TPX2,33307245
Human,eye,"retinal pigment epithelial cell
```",PTTG1,33307245
Human,eye,"retinal pigment epithelial cell
```",PCLAF,33307245
Human,eye,"retinal pigment epithelial cell
```",RRM2,33307245
Human,eye,"retinal pigment epithelial cell
```",PAX6,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",TYR,33307245
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",PMEL,33307245
Human,retina,"retinal pigment epithelial cell
```",TTR,33307245
Human,retina,"retinal pigment epithelial cell
```",RPE65,33307245
Human,retina,"retinal pigment epithelial cell
```",BEST1,33307245
Human,retina,"retinal pigment epithelial cell
```",CHRNA3,33307245
Human,retina,"retinal pigment epithelial cell
```",RBP1,33307245
Human,retina,"retinal pigment epithelial cell
```",MYRIP,33307245
Human,retina,"retinal pigment epithelial cell
```",TFPI2,33307245
Human,retina,"retinal pigment epithelial cell
```",PTGDS,33307245
Human,retina,"retinal pigment epithelial cell
```",SERPINF1,33307245
Human,retina,"retinal pigment epithelial cell
```",DUSP4,33307245
Human,retina,"retinal pigment epithelial cell
```",GEM,33307245
Human,retina,"retinal pigment epithelial cell
```",CRX,33307245
Human,retina,"retinal pigment epithelial cell
```",DCT,33307245
Human,retina,"retinal pigment epithelial cell
```",SFRP5,33307245
Human,retina,"retinal pigment epithelial cell
```",TYRP1,33307245
Human,retina,"retinal pigment epithelial cell
```",SLC6A15,33307245
Human,retina,"retinal pigment epithelial cell
```",PMEL,33307245
Human,retina,"retinal pigment epithelial cell
```",CST3,33307245
Human,retina,"retinal pigment epithelial cell
```",CRISPLD1,33307245
Human,eye,"retinal pigment epithelial cell
```",MT1E,33307245
Human,eye,"retinal pigment epithelial cell
```",MT1F,33307245
Human,eye,"retinal pigment epithelial cell
```",MT1G,33307245
Human,eye,"retinal pigment epithelial cell
```",MT2A,33307245
Human,eye,"retinal pigment epithelial cell
```",MT1X,33307245
Human,eye,"retinal pigment epithelial cell
```",DCT,33307245
Human,eye,"retinal pigment epithelial cell
```",MITF,33307245
Human,eye,"retinal pigment epithelial cell
```",OTX2,33307245
Human,eye,"retinal pigment epithelial cell
```",CTNNB1,33307245
Human,eye,"retinal pigment epithelial cell
```",SOX11,33307245
Human,eye,"retinal pigment epithelial cell
```",CST3,33307245
Human,retina,"retinal pigment epithelial cell
```",SERPINF1,33307245
Human,retina,"retinal pigment epithelial cell
```",BEST1,33307245
Human,retina,"retinal pigment epithelial cell
```",TYR,33307245
Human,retina,"retinal pigment epithelial cell
```",TTR,33307245
Human,retina,"retinal pigment epithelial cell
```",RPE65,33307245
Human,retina,"retinal pigment epithelial cell
```",SFRP2,33307245
Human,retina,"retinal pigment epithelial cell
```",MKI67,33307245
Human,retina,"retinal pigment epithelial cell
```",DCT,33307245
Human,retina,"retinal pigment epithelial cell
```",PLTP,33307245
Human,retina,"retinal pigment epithelial cell
```",RGR,33307245
Human,retina,"retinal pigment epithelial cell
```",RLBP1,33307245
Human,retina,"retinal pigment epithelial cell
```",LRAT,33307245
Human,retina,"retinal pigment epithelial cell
```",PMEL,33307245
Human,retina,"retinal pigment epithelial cell
```",TYRP1,33307245
Human,retina,"retinal pigment epithelial cell
```",PTGDS,33307245
Human,retina,"retinal pigment epithelial cell
```",INPP5K,33307245
Human,retina,"retinal pigment epithelial cell
```",CST3,33307245
Human,retina,"retinal pigment epithelial cell
```",ITGB8,33307245
Human,retina,"retinal pigment epithelial cell
```",EFEMP1,33307245
Human,retina,"retinal pigment epithelial cell
```",ITGAV,33307245
Human,retina,"retinal pigment epithelial cell
```",CRISPLD1,33307245
Human,retina,"retinal pigment epithelial cell
```",GULP1,33307245
Human,retina,"retinal pigment epithelial cell
```",VEGFA,33307245
Human,retina,"retinal pigment epithelial cell
```",CHRNA3,33307245
Human,retina,"retinal pigment epithelial cell
```",RBP1,33307245
Human,retina,"retinal pigment epithelial cell
```",MYRIP,33307245
Human,retina,"retinal pigment epithelial cell
```",DUSP4,33307245
Human,retina,"retinal pigment epithelial cell
```",GEM,33307245
Human,retina,"retinal pigment epithelial cell
```",CRX,33307245
Human,retina,"retinal pigment epithelial cell
```",TFPI2,33307245
Human,retina,"retinal pigment epithelial cell
```",SFRP5,33307245
Human,retina,"retinal pigment epithelial cell
```",SLC6A15,33307245
Human,lymph_node,"cd4-positive alpha-beta t cell
```",PDCD1,33332284
Human,lymph_node,"cd4-positive alpha-beta t cell
```",ENTPD1,33332284
Human,lymph_node,"cd4-positive alpha-beta t cell
```",TOX,33332284
Human,lymph_node,"cd4-positive alpha-beta t cell
```",CXCL13,33332284
Human,lymph_node,"cd4-positive alpha-beta t cell
```",TIGIT,33332284
Human,lymph_node,"cd4-positive alpha-beta t cell
```",CTLA4,33332284
Human,lymph_node,"cd4-positive alpha-beta t cell
```",HAVCR2,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",HAVCR2,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",PDCD1,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",TIGIT,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",CTLA4,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",ENTPD1,33332284
Human,tumor,"cd4-positive helper t cell
```",HAVCR2,33332284
Human,tumor,"cd4-positive helper t cell
```",PDCD1,33332284
Human,tumor,"cd4-positive helper t cell
```",TIGIT,33332284
Human,tumor,"cd4-positive helper t cell
```",CTLA4,33332284
Human,tumor,"cd4-positive helper t cell
```",ENTPD1,33332284
Human,trachea,"cd4-positive helper t cell
```",PDCD1,33332284
Human,trachea,"cd4-positive helper t cell
```",ENTPD1,33332284
Human,trachea,"cd4-positive helper t cell
```",HAVCR2,33332284
Human,trachea,"cd4-positive helper t cell
```",TIGIT,33332284
Human,trachea,"cd4-positive helper t cell
```",CTLA4,33332284
Human,blood,"cd4-positive conventional t cell
```",ENTPD1 (CD39),33332284
Human,blood,"cd4-positive conventional t cell
```",CTLA4,33332284
Human,blood,"cd4-positive conventional t cell
```",HAVCR2 (TIM-3),33332284
Human,blood,"cd4-positive conventional t cell
```",LAG3,33332284
Human,blood,"cd4-positive conventional t cell
```",PDCD1,33332284
Human,blood,"cd4-positive conventional t cell
```",TOX,33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",ENTPD1,33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",CTLA4,33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",HAVCR2,33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",LAG3,33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",IL2RA,33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",MHC class II presentation pathway genes,33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",Metabolic pathway genes,33332284
Human,lung,"cd4-positive alpha-beta t cell
```",CCR7,33332284
Human,lung,"cd4-positive alpha-beta t cell
```",TCF7 (TCF-1),33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",S1PR1 (downmodulated),33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",CXCR6,33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",SOX4,33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",CXCL13,33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",TOX,33332284
Human,head and neck cancer,"cd4-positive helper t cell
```",CD69,33332284
Human,ovarian cancer,"cd4-positive helper t cell (TILs)
```",PDCD1,33332284
Human,ovarian cancer,"cd4-positive helper t cell (TILs)
```",ENTPD1,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",PDCD1,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",ENTPD1,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",HAVCR2,33332284
Human,skin,"cd4-positive helper t cell
```",PDCD1,33332284
Human,skin,"cd4-positive helper t cell
```",ENTPD1,33332284
Human,skin,"cd4-positive helper t cell
```",HAVCR2,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",TOX,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",SOX10,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",CXCL13,33332284
Human,skin,"cd4-positive helper t cell
```",TOX,33332284
Human,skin,"cd4-positive helper t cell
```",SOX10,33332284
Human,skin,"cd4-positive helper t cell
```",CXCL13,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",ITGAE,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",CD69,33332284
Human,tumor,"cd8-positive tumor-infiltrating lymphocytes
```",ITGA1,33332284
Human,skin,"cd4-positive helper t cell
```",CD69,33332284
Human,skin,"cd4-positive helper t cell
```",CXCR6,33332284
Human,skin,"cd4-positive helper t cell
```",S1PR1,33332284
Human,skin,"cd4-positive helper t cell
```",CD4,33332284
Human,blood,"cd8-positive
```",CD8A,33332284
Human,skin,"t cell
```",CD3,33332284
Human,skin,"t cell
```",CD45RA,33332284
Human,skin,"t cell
```",PDCD1,33332284
Human,skin,"t cell
```",TIGIT,33332284
Human,skin,"t cell
```",HAVCR2,33332284
Human,skin,"t cell
```",ITGAE,33332284
Human,skin,"t cell
```",ITGA1,33332284
Human,skin,"t cell
```",CD69,33332284
Human,skin,"t cell
```",ENTPD1,33332284
Human,skin,"t cell
```",CTLA4,33332284
Human,skin,"t cell
```",FOXP3,33332284
Human,skin,"t cell
```",TOX,33332284
Human,skin,"cd4-positive helper t cell
```",IL2RA,33332284
Human,skin,"cd4-positive helper t cell
```",IL7R,33332284
Human,retina,"eye photoreceptor cell
```",Rhodopsin (RHO),33513359
Human,eye,"eye photoreceptor cell
```",S Opsin,33513359
Human,eye,"eye photoreceptor cell
```",L/M Opsin (OPN1MW),33513359
Human,retina,"eye photoreceptor cell
```",Peripherin2,33513359
Human,retina,"eye photoreceptor cell
```",RCVRN,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",GNGT1,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",GNAT1,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",ARR3,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",PDE6H,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",CRX,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",RCVRN,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",RHO,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",OPN1MW3,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",RHO,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",L/M Opsin,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",S Opsin,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",RCVRN,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",CRX,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",CRX,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",RCVRN,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",GNGT1,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",GNAT1,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",ARR3,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",PDE6H,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",RHO,33513359
Human,eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```",L/M Opsin,33513359
Human,skin,"mast cells
```",TNF,33545035
Human,skin,"mast cells
```",VEGFA,33545035
Human,skin,"cd1c-positive myeloid dendritic cell
```",LAMP3,33545035
Human,liver,"cd1c-positive myeloid dendritic cell
```",MP3,33545035
Human,multiple tissues,"tissue resident macrophage
```",LYVE1,33545035
Human,colon cancer,"tumor-associated macrophages (TAMs)
```",SPP1,33545035
Human,liver,"mast cell
```",FOLR2,33545035
Human,uterus,"epithelial cell
```",TNF,33545035
Human,uterus,"epithelial cell
```",VEGFA,33545035
Human,未匹配,"mast cell
```",TNF,33545035
Human,未匹配,"mast cell
```",VEGFA,33545035
Human,lung,"macrophage
```",IL1B,33545035
Human,skin,"cd1c-positive myeloid dendritic cell
```",LAMP3,33545035
Human,blood,"monocyte
```",S100A8,33545035
Human,blood,"monocyte
```",S100A9,33545035
Human,blood,"monocyte
```",CSF3R,33545035
Human,blood,"cell_ontology_class='monocyte', free_annotation='monocytes'
```",HLA-DQA1,33545035
Human,blood,"cell_ontology_class='monocyte', free_annotation='monocytes'
```",HLA-DQB1,33545035
Human,blood,"cell_ontology_class='monocyte', free_annotation='monocytes'
```",CD163,33545035
Human,blood,"cell_ontology_class='monocyte', free_annotation='monocytes'
```",CD68,33545035
Human,blood,"monocyte
```",IL1B,33545035
Human,blood,"monocyte
```",CCL4,33545035
Human,blood,"monocyte
```",CXCL2,33545035
Human,blood,"monocyte
```",CXCR4,33545035
Human,blood,"monocyte
```",AREG,33545035
Human,blood,"monocyte
```",EGR1,33545035
Human,blood,"monocyte
```",NR4A1,33545035
Human,blood,"monocyte
```",NR4A2,33545035
Human,blood,"monocyte
```",NLRP3,33545035
Human,blood,"monocyte
```",NFKB1,33545035
Human,blood,"monocyte
```",NFKBIA,33545035
Human,skin,"macrophage
```",SPP1,33545035
Human,skin,"macrophage
```",C1QC,33545035
Human,lymph_node,"cell_ontology_class='macrophage', free_annotation='macrophages'
```",LYVE1,33545035
Human,lymph_node,"macrophage
```",NLRP3,33545035
Human,thymus,"macrophage
```",SPP1,33545035
Human,tumor,"macrophage (C1QC+ TAMs)
```",C1QC,33545035
Human,tumor,"tumor-associated macrophage
```",ISG15,33545035
Human,fat,"fn1+ tams
```",FN1,33545035
Human,thymus,"mast cell
```",LYVE1,33545035
Human,tumor,"tumor-associated macrophages
```",C1QC,33545035
Human,tumor,"tumor-associated macrophages
```",FOLR2,33545035
Human,blood,"macrophage
```",SPP1,33545035
Human,kidney,"无法确定（建议补充候选匹配以准确定义 ""tams""）
```",FN1,33545035
Human,kidney,"无法确定（建议补充候选匹配以准确定义 ""tams""）
```",CD52,33545035
Human,skin,"macrophages
```",VCAN,33545035
Human,skin,"cd1c-positive myeloid dendritic cell
```",LAMP3,33545035
Human,lung,"cell_ontology_class='macrophage', free_annotation='tissue resident macrophage'
```",PPARG,33545035
Human,lung,"cell_ontology_class='macrophage', free_annotation='tissue resident macrophage'
```",MARCO,33545035
Human,lung,"cell_ontology_class='macrophage', free_annotation='tissue resident macrophage'
```",MRC1,33545035
Human,lung,"cell_ontology_class='macrophage', free_annotation='tissue resident macrophage'
```",MSR1,33545035
Human,retina,"retinal ganglion cell
```",CD171(L1CAM),33712461
Human,eye,"lacrimal gland functional unit cell
```",PAX6,33730555
Human,eye,"lacrimal gland functional unit cell
```",FOXC1,33730555
Human,eye,"lacrimal gland functional unit cell
```",AQP5,33730555
Human,salivary_gland,"myoepithelial cell
```",ACTA2,33730555
Human,salivary_gland,"myoepithelial cell
```",MYH11,33730555
Human,salivary_gland,"myoepithelial cell
```",MYLK,33730555
Human,salivary_gland,"myoepithelial cell
```",TPM2,33730555
Human,eye,"endothelial cell
```",CDH5,33730555
Human,eye,"endothelial cell
```",PECAM1,33730555
Human,eye,"lacrimal cells - unspecified
```",PTPRC,33730555
Human,eye,"lacrimal cells - unspecified
```",CD2,33730555
Human,eye,"lacrimal gland functional unit cell
```",TP63,33730555
Human,eye,"lacrimal gland functional unit cell
```",LTF,33730555
Human,eye,"lacrimal gland functional unit cell
```",LCN1,33730555
Human,eye,"lacrimal gland functional unit cell
```",LYZ,33730555
Human,eye,"lacrimal gland functional unit cell
```",PRR27,33730555
Human,eye,"lacrimal gland functional unit cell
```",LACRT,33730555
Human,eye,"lacrimal gland functional unit cell
```",SCGB1D1,33730555
Human,eye,"lacrimal gland functional unit cell
```",SCGB2A1,33730555
Human,eye,"lacrimal gland functional unit cell
```",CST1,33730555
Human,eye,"lacrimal gland functional unit cell
```",CST4,33730555
Human,eye,"lacrimal gland functional unit cell
```",HTN1,33730555
Human,eye,"lacrimal gland functional unit cell
```",SMR3A,33730555
