ori_tissue,ori_cell_type,corrected_tissue,corrected_cell_type,corrected
peripheral blood,cd4 ctl,,,False
yolk sac,ysmps (yolk sac myeloid-biased progenitors),,,False
yolk sac,ysmps (yolk sac myeloid-biased progenitors),,,False
yolk sac,ysmps (yolk sac myeloid-biased progenitors),,,False
yolk sac,ysmps (yolk sac myeloid-biased progenitors),,,False
peripheral blood,treg,,,False
peripheral blood,non-treg,,,False
peripheral blood,non-treg,,,False
peripheral blood,non-treg,,,False
peripheral blood,treg,,,False
peripheral blood,treg,,,False
peripheral blood,treg,,,False
peripheral blood,treg,,,False
blood,nkt cell,blood,type i nk t cell,True
blood,mait cell,,,False
blood,mait cell,,,False
blood,mait cell,,,False
blood,mait cell,,,False
blood,mait cell,,,False
blood,monocyte,blood,monocyte,True
blood,monocyte,blood,monocyte,True
blood,monocyte,blood,monocyte,True
blood,monocyte,blood,monocyte,True
blood,monocyte,blood,monocyte,True
blood,non-classical monocyte,blood,non-classical monocyte,True
smg,"duct cells, oncocytes, mucous cells, myoepithelial cells",,,False
smg,"duct cells, oncocytes, mucous cells, myoepithelial cells",,,False
smg,"duct cells, oncocytes, mucous cells, myoepithelial cells",,,False
smg,"duct cells, oncocytes, mucous cells, myoepithelial cells",,,False
smg,transitional basal progenitors,,,False
smg,transitional basal progenitors,,,False
smg,transitional basal progenitors,,,False
smg,epithelial cells,,,False
smg,epithelial cells,,,False
smg,epithelial cells,,,False
smg,quiescent cells,,,False
n-scj,transitional basal cells (c1 and c2),,,False
n-scj,transitional basal cells (c1 and c2),,,False
n-scj,transitional basal cells (c1 and c2),,,False
n-scj,residual embryonic cells (c3),,,False
n-scj,residual embryonic cells (c3),,,False
n-scj,muc5bhigh cell type (c4),,,False
submandibular gland (smg),intercalated and main duct cells,,,False
submandibular gland (smg),intercalated and main duct cells,,,False
submandibular gland (smg),intercalated and main duct cells,,,False
barrett's esophagus (be),columnar cells,,,False
barrett's esophagus (be),columnar cells,,,False
barrett's esophagus (be),goblet cells,,,False
barrett's esophagus (be),goblet cells,,,False
barrett's esophagus (be),enteroendocrine-like cells,,,False
barrett's esophagus (be),enteroendocrine-like cells,,,False
barrett's esophagus (be),undifferentiated cells,,,False
esophagus,barrett's esophagus cell,,,False
esophagus,barrett's esophagus cell,,,False
esophagus,pathogenic effector th2 cells,,,False
peripheral blood,memory cd4+ t cells,,,False
esophagus,th17 cells,,,False
esophagus,th17 cells,,,False
esophagus,th17 cells,,,False
esophagus,cd8+ cells,,,False
esophagus,cd8+ cells,,,False
esophagus,cd8+ cells,,,False
esophagus and duodenum,t cells,,,False
esophagus and duodenum,t cells,,,False
duodenum,t cells,,,False
esophagus,cd4+ t cells,,,False
esophagus,peth2 cell,,,False
peripheral blood,peth2 cell,,,False
peripheral blood,peth2 cell,,,False
peripheral blood,cd4+ t cell,,,False
peripheral blood,peth2 cell,,,False
esophagus,peth2 cell,,,False
esophagus,peth2 cell,,,False
esophagus,peth2 cell,,,False
esophagus,peth2 cell,,,False
esophagus,peth2 cell,,,False
esophagus,peth2 cell,,,False
esophagus,peth2 cell,,,False
esophagus,peth2 cell,,,False
peripheral blood,memory cd4+ t cell,,,False
peripheral blood,memory cd4+ t cell,,,False
peripheral blood,memory cd4+ t cell,,,False
peripheral blood,memory cd4+ t cell,,,False
peripheral blood,memory cd4+ t cell,,,False
peripheral blood,t cell,,,False
peripheral blood,t cell,,,False
esophageal tissue,stratified esophageal cells,,,False
esophageal tissue,glandular be cells,,,False
esophageal tissue,goblet cells,,,False
esophageal tissue,goblet cells,,,False
esophageal tissue,goblet cells,,,False
esophageal tissue,goblet cells,,,False
esophageal tissue,goblet cells,,,False
esophageal tissue,immune cells,,,False
esophageal tissue,immune cells,,,False
esophageal tissue,immune cells,,,False
esophageal tissue,columnar-epithelial cells (intestinal-like),,,False
esophageal tissue,columnar-epithelial cells (cardia-like),,,False
esophageal tissue,columnar-epithelial cells (cardia-like),,,False
esophageal tissue,columnar-epithelial cells (cardia-like),,,False
esophageal tissue,epithelial cell,,,False
esophageal tissue,lamina propria cell,,,False
squamous epithelium (se) epithelium,se-specific cell,,,False
barrett's esophagus (be),be-specific cell,,,False
barrett's esophagus (be),be-specific cell,,,False
barrett's esophagus (be),be-specific cell,,,False
barrett's esophagus (be),be-specific cell,,,False
squamous epithelium (se),se-specific cell,,,False
squamous epithelium (se),se-specific cell,,,False
esophageal tissue,squamous epithelial cell,,,False
esophageal tissue,columnar epithelial cell,,,False
esophageal tissue,intestinal-type cell,,,False
esophageal tissue,intestinal-type cell,,,False
esophageal tissue,cardia-stomach cell,,,False
esophageal tissue,cardia-stomach cell,,,False
pbmc,platelet,,,False
pbmc,b-cell,,,False
pbmc,monocyte,,,False
escc tumors,mucosal cells,,,False
escc tumors,mucosal cells,,,False
escc tumors,mucosal cells,,,False
escc tumors,mucosal cells,,,False
escc tumors,stress cells,,,False
escc tumors,stress cells,,,False
escc tumors,stress cells,,,False
escc tumors,antigen presentation (ap) cells,,,False
escc tumors,antigen presentation (ap) cells,,,False
escc tumors,antigen presentation (ap) cells,,,False
escc tumors,cycling cells,,,False
escc tumors,cycling cells,,,False
escc tumors,cycling cells,,,False
escc tumors,epi1 cells,,,False
escc tumors,epi1 cells,,,False
escc tumors,epi1 cells,,,False
escc tumors,epi2 cells,,,False
escc tumors,epi2 cells,,,False
escc tumors,epi2 cells,,,False
escc tumors,epi2 cells,,,False
escc tumors,mesenchymal-like cells,,,False
escc tumors,mesenchymal-like cells,,,False
escc tumor,t follicular helper 1 (tfh1) cell,,,False
escc tumor,exhausted t (tex) cell,,,False
escc tumor,exhausted t (tex) cell,,,False
escc tumor,exhausted t (tex) cell,,,False
escc tumor and adjacent normal tissues,germinal center b2 (gc b2) cells,,,False
escc tumor and adjacent normal tissues,germinal center b2 (gc b2) cells,,,False
escc tumor and adjacent normal tissues,monocytes and tumor-associated macrophages (tams),,,False
escc tumor and adjacent normal tissues,monocytes and tumor-associated macrophages (tams),,,False
escc tumor and adjacent normal tissues,monocytes,,,False
escc tumor and adjacent normal tissues,tumor-associated macrophages (tams),,,False
escc tumor and adjacent normal tissues,tumor-associated macrophages (tams),,,False
escc tumor and adjacent normal tissues,conventional dc (cdc),,,False
escc tumor and adjacent normal tissues,conventional dc (cdc),,,False
escc tumor and adjacent normal tissues,conventional dc (cdc),,,False
escc tumor and adjacent normal tissues,conventional dc (cdc),,,False
escc tumor and adjacent normal tissues,conventional dc (cdc),,,False
escc tumor and adjacent normal tissues,tolerogenic dc (tdc),,,False
escc tumor and adjacent normal tissues,tolerogenic dc (tdc),,,False
escc tumor and adjacent normal tissues,tolerogenic dc (tdc),,,False
escc tumor and adjacent normal tissues,tolerogenic dc (tdc),,,False
escc tumor and adjacent normal tissues,plasmacytoid dc (pdc),,,False
escc (esophageal squamous cell carcinoma) tissue,tdc (tumor-associated dendritic cells),,,False
escc (esophageal squamous cell carcinoma) tissue,tdc (tumor-associated dendritic cells),,,False
escc (esophageal squamous cell carcinoma) tissue,tdc (tumor-associated dendritic cells),,,False
escc tumor,tumor-infiltrating tdcs,,,False
escc tumor,tumor-infiltrating tdcs,,,False
escc tumor,tumor-infiltrating tdcs,,,False
peripheral blood,cd8+ t cells,,,False
escc tumor,tumor-infiltrating tdcs,,,False
escc tumor,tumor-infiltrating tdcs,,,False
escc tumor,tumor-infiltrating tdcs,,,False
peripheral blood,cd8+ t cells,,,False
retinoblastoma,cone cells,,,False
retinoblastoma,cone cells,,,False
retinoblastoma,cone cells,,,False
retinoblastoma,cone cells,,,False
retinoblastoma,cone cells,,,False
retinoblastoma,cone cells,,,False
retinoblastoma,cone cells,,,False
retinoblastoma,cone cells,,,False
retinoblastoma,cone cells,,,False
retinoblastoma,neuronal/ganglion cells,,,False
retinoblastoma,neuronal/ganglion cells,,,False
retinoblastoma,neuronal/ganglion cells,,,False
retinoblastoma,neuronal/ganglion cells,,,False
retinoblastoma,neuronal/ganglion cells,,,False
retinoblastoma,neuronal/ganglion cells,,,False
retinoblastoma,neuronal/ganglion cells,,,False
retinoblastoma,neuronal/ganglion cells,,,False
retinoblastoma,neuronal/ganglion cells,,,False
retinoblastoma,neuronal/ganglion cells,,,False
retinoblastoma,neuronal stem cell,,,False
retinoblastoma,ganglion cell,,,False
retinoblastoma,ganglion cell,,,False
retinoblastoma,ganglion cell,,,False
retinoblastoma,ganglion cell,,,False
retinoblastoma,ganglion cell,,,False
retinoblastoma,ganglion cell,,,False
retinoblastoma,ganglion cell,,,False
retinoblastoma,ganglion cell,,,False
retina,photoreceptor/cone cells (early stage),,,False
retina,photoreceptor/cone cells (early stage),,,False
retina,photoreceptor/cone cells (early stage),,,False
retina,photoreceptor/cone cells (early stage),,,False
retina,cone cells (late stage),,,False
retina,cone cells (late stage),,,False
retina,cone cells (late stage),,,False
retina,cone cells (late stage),,,False
retina,ganglion cell,,,False
retina,ganglion cell,,,False
retina,photoreceptor cell,,,False
retina,cone photoreceptor cell,,,False
retina,amacrine cell,,,False
retina,early photoreceptor/cone cells,,,False
retina,early photoreceptor/cone cells,,,False
retina,early photoreceptor/cone cells,,,False
retina,early photoreceptor/cone cells,,,False
retina,neuronal/ganglion cells,,,False
retina,neuronal/ganglion cells,,,False
retina,neuronal/ganglion cells,,,False
retina,neuronal/ganglion cells,,,False
retina,neuronal/ganglion cells,,,False
retina,late cone cells,,,False
retina,late cone cells,,,False
retina,proliferating cells,,,False
retina,hypoxic cells,,,False
retina,monocyte/microglia cells,,,False
retina,monocyte/microglia cells,,,False
retina,t-lymphocytes,,,False
retina,t-lymphocytes,,,False
retina,ganglion cell,,,False
retina,cone cell,,,False
retina,cone cell,,,False
retina,cone cell,,,False
retina,cone cell,,,False
retina,cone cell,,,False
retina,cone cell,,,False
retina,cone cell,,,False
retina,cone cell,,,False
retina,ganglion cell,,,False
retina,ganglion cell,,,False
retina,ganglion cell,,,False
retina,early photoreceptor,,,False
retina,early photoreceptor,,,False
retina,late cone,,,False
retina,late cone,,,False
retina,neuronal/ganglion,,,False
retina,neuronal/ganglion,,,False
retina,neuronal/ganglion,,,False
retina,proliferation,,,False
retina,pro-apoptotic,,,False
retina,macrophage,,,False
retina,t-cell,,,False
retina,photoreceptor cells,,,False
retina,photoreceptor cells,,,False
retina,photoreceptor cells,,,False
retina,photoreceptor cells,,,False
retina,photoreceptor cells,,,False
retina,photoreceptor cells,,,False
retina,photoreceptor cells,,,False
retinoblastoma,tumor cells,,,False
retinoblastoma,tumor cells,,,False
retinoblastoma,tumor cells,,,False
retina,muller glial cell,,,False
retina,muller glial cell,,,False
retina,bipolar cell,,,False
retina,bipolar cell,,,False
retina,cone photoreceptor cell,,,False
retina,cone photoreceptor cell,,,False
cornea,conjunctival cells,,,False
cornea,conjunctival cells,,,False
cornea,conjunctival cells,,,False
cornea,conjunctival cells,,,False
cornea,conjunctival cells,,,False
eye (iris),putative stem cells,,,False
eye (iris),ciliary body cells,,,False
eye (iris),pigmented ciliary body cells,,,False
eye,putative stem cell,,,False
eye,col9a1 high cbcs,,,False
eye,putative stem cell,,,False
eye,putative stem cell,,,False
eye,col9a1 high cbcs,,,False
eye,col9a1 high cbcs,,,False
eye,cbcs,,,False
eye,cbcs,,,False
eye,putative stem cell,,,False
eye,col9a1 high cbcs,,,False
eye,putative stem cell,,,False
eye,putative stem cell,,,False
eye,col9a1 high cbcs,,,False
eye,col9a1 high cbcs,,,False
eye,cbcs,,,False
eye,cbcs,,,False
aqueous humor,cdca,,,False
aqueous humor,cdca,,,False
aqueous humor,cdcb,,,False
aqueous humor,cdcb,,,False
aqueous humor,pdc,,,False
aqueous humor,pdc,,,False
aqueous humor,matdc,,,False
aqueous humor,matdc,,,False
aqueous humor,matdc,,,False
aqueous humor,matdc,,,False
aqueous humor,matdc,,,False
aqueous humor,granulo,,,False
aqueous humor,granulo,,,False
aqueous humor,granulo,,,False
aqueous humor,myeloid,,,False
aqueous humor,myeloid,,,False
aqueous humor,myeloid,,,False
cerebrospinal fluid,cdc type 1,,,False
cerebrospinal fluid,cdc type 1,,,False
cerebrospinal fluid,cdc type 1,,,False
cerebrospinal fluid,cdc type 2,,,False
cerebrospinal fluid,cdc type 2,,,False
cerebrospinal fluid,cdc type 2,,,False
peripheral blood,cdc type 1,,,False
peripheral blood,cdc type 1,,,False
peripheral blood,cdc type 1,,,False
peripheral blood,cdc type 1,,,False
peripheral blood,cdc type 1,,,False
peripheral blood,cdc type 2,,,False
peripheral blood,cdc type 2,,,False
peripheral blood,cdc type 2,,,False
peripheral blood,cdc type 2,,,False
aqueous humor (aqh),cd14+ monocytes/macrophages,,,False
aqueous humor (aqh),bdca-1+ (cd1c) myeloid dc,,,False
intraocular tissue,matdc cluster,,,False
intraocular tissue,matdc cluster,,,False
intraocular tissue,matdc cluster,,,False
intraocular tissue,dc5 cells,,,False
intraocular tissue,dc5 cells,,,False
intraocular tissue,granulocytes and other phagocytes,,,False
aqueous humor (aqh),cd14+ monocytes/macrophages,,,False
aqueous humor (aqh),bdca-1+ (cd1c) myeloid dc,,,False
intraocular tissue,matdc cluster,,,False
intraocular tissue,matdc cluster,,,False
intraocular tissue,matdc cluster,,,False
intraocular tissue,dc5 cells,,,False
intraocular tissue,dc5 cells,,,False
intraocular tissue,granulocytes and other phagocytes,,,False
retinal pigment epithelium (rpe),irpe,,,False
retinal pigment epithelium (rpe),irpe,,,False
fibroblast,fibroblast,,,False
retinal pigment epithelium (rpe),ipsc.rpe,,,False
retina,irpe/irpenc,,,False
retina,irpe/irpenc,,,False
retina,irpe/irpenc,,,False
retina,irpe/irpenc,,,False
retina,irpe/irpenc,,,False
retina,irpe/irpenc,,,False
retina,irpe/irpenc,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,irpenc cell,,,False
esophageal epithelium,epithelial progenitor cells,,,False
esophageal epithelium,epithelial progenitor cells,,,False
esophageal epithelium,basal cell,,,False
esophageal epithelium,basal cell,,,False
esophageal epithelium,basal cell,,,False
esophageal epithelium,proliferative cell,,,False
esophageal epithelium,basal cell,,,False
esophageal epithelium,proliferative cell,,,False
esophagus,basaloid cell,,,False
esophagus,basaloid cell,,,False
esophageal epithelium,basal-1 cell,,,False
esophageal epithelium,basal-2 cell,,,False
esophageal epithelium,basal-2 cell,,,False
esophageal epithelium,suprabasal cell,,,False
esophageal epithelium,suprabasal cell,,,False
esophageal epithelium,superficial cell,,,False
esophageal epithelium,superficial cell,,,False
esophageal epithelium,basal-1 cell,,,False
esophageal epithelium,basal-1 cell,,,False
esophageal epithelium,basal-2 cell,,,False
esophageal epithelium,basal-1 cell,,,False
esophageal epithelium,basal-2 cell,,,False
esophageal epithelium,cd73+cd104+ cells,,,False
esophageal epithelium,cd73-cd104+ cells,,,False
esophageal tissue,basaloid cell,,,False
esophageal tissue,basaloid cell,,,False
esophageal epithelium,basaloid population,,,False
esophageal epithelium,basaloid population,,,False
esophagus,basal epithelium,,,False
esophagus,basal epithelium,,,False
esophageal epithelium,basal cell,,,False
esophageal epithelium,progenitor or proliferative cell,,,False
esophagus,epithelial cell,,,False
esophagus,epithelial cell,,,False
esophagus,epithelial cell,,,False
esophagus,epithelial cell,,,False
corneal endothelium,endothelial cell (c0-c2),,,False
corneal endothelium,endothelial cell (c0-c2),,,False
corneal endothelium,endothelial cell (c0-c2),,,False
corneal endothelium,endothelial cell (c0-c2),,,False
corneal endothelium,endothelial cell (c0-c2),,,False
corneal endothelium,endothelial cell (c0-c2),,,False
corneal endothelium,effector cell (c0),,,False
corneal endothelium,effector cell (c0),,,False
corneal endothelium,effector cell (c0),,,False
corneal endothelium,effector cell (c0),,,False
corneal endothelium,effector cell (c0),,,False
corneal endothelium,endothelial cell (c2),,,False
corneal endothelium,endothelial cell (c2),,,False
corneal endothelium,endothelial cell (c2),,,False
corneal endothelium,endothelial cell (c3),,,False
corneal endothelium,endothelial cell (c3),,,False
corneal endothelium,endothelial cell (c3),,,False
corneal endothelium,c2 (cencs subtype),,,False
corneal endothelium,c2 (cencs subtype),,,False
corneal endothelium,c2 (cencs subtype),,,False
corneal endothelium,c3 (cencs subtype),,,False
corneal endothelium,c1 (cencs subtype),,,False
cornea,endothelial cell,,,False
cornea,endothelial cell,,,False
cornea,endothelial cell,,,False
corneal tissue,hematopoietic cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,t cells,,,False
corneal tissue,innate immune cells,,,False
corneal limbus,macrophages and monocytes,,,False
corneal limbus,dendritic cells (dcs),,,False
corneal limbus,dendritic cells (dcs),,,False
corneal limbus,t lymphocytes,,,False
corneal limbus,t lymphocytes,,,False
corneal limbus,t lymphocytes,,,False
corneal limbus,naive t cells,,,False
corneal limbus,naive t cells,,,False
corneal limbus,naive t cells,,,False
corneal limbus,naive t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
corneal limbus,cd8+ t cells,,,False
cornea,innate immune cells (granulocytes),,,False
cornea,dendritic cells (mregdcs),,,False
cornea,dendritic cells (mregdcs),,,False
cornea,mregdcs,,,False
cornea,mregdcs,,,False
cornea,mregdcs,,,False
cornea,mregdcs,,,False
cornea,mregdcs,,,False
cornea,mregdcs,,,False
cornea,mregdcs,,,False
cornea,mregdcs,,,False
cornea,mregdcs,,,False
cornea,mregdcs,,,False
cornea,mregdcs,,,False
cornea,mregdcs,,,False
cornea,cd4+ t cells,,,False
cornea,naive t cells,,,False
cornea,cd8+ t cells,,,False
cornea,cd8+ t cells,,,False
cornea,cd8+ t cells,,,False
cornea,dendritic cells (dcs),,,False
cornea,dendritic cells (dcs),,,False
cornea,dendritic cells (dcs),,,False
cornea,mregdcs (subset of dcs),,,False
cornea,mregdcs (subset of dcs),,,False
cornea,mregdcs (subset of dcs),,,False
cornea,mregdcs (subset of dcs),,,False
cornea,mregdcs (subset of dcs),,,False
cornea,mregdcs (subset of dcs),,,False
liver metastasis (liv.mets),spp1+ tams,,,False
liver metastasis (liv.mets),spp1+ tams,,,False
liver metastasis (liv.mets),spp1+ tams,,,False
liver metastasis (liv.mets),c1qc+ tams,,,False
liver metastasis (liv.mets),c1qc+ tams,,,False
liver metastasis (liv.mets),c1qc+ tams,,,False
liver metastasis (liv.mets),mki67+ tams,,,False
tumor microenvironment,tams (c1qc+),,,False
tumor microenvironment,tams (spp1+),,,False
tumor microenvironment,cdc2s (c1qc+),,,False
liver,nk cells (liver-resident),,,False
tumor,spp1+ tam,,,False
tumor,spp1+ tam,,,False
tumor,dc3,,,False
tumor,dc3,,,False
tumor,dc3,,,False
conjunctiva,ilc2,,,False
conjunctiva,ilc2,,,False
conjunctiva,goblet cells,,,False
conjunctiva,macrophages (retnla+ mrc1+),,,False
conjunctiva,macrophages (retnla+ mrc1+),,,False
conjunctiva,mdc (ccr7+ mhcii+),,,False
conjunctiva,mdc (ccr7+ mhcii+),,,False
conjunctiva,superficial stromal cells,,,False
conjunctiva,lymphatic vessels,,,False
conjunctiva,macrophage mhciilo,,,False
conjunctiva,macrophage mhciilo,,,False
conjunctiva,macrophage mhciilow,,,False
conjunctiva,monocyte,,,False
conjunctiva,mdc,,,False
