species,tissue_class,tissue_type,cell_name,marker,pmid
Human,Blood,blood,"cd4-positive helper t cell
```",TNFAIP3,34324441
Human,Blood,blood,"cell_ontology_class='nk cell', free_annotation='natural killer cell'
```",CD7,34324441
Human,Blood,blood,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",S100A6,34324441
Human,Blood,blood,"cd4-positive helper t cell
```",CD4,34324441
Human,Blood,blood,"cell_ontology_class='nk cell', free_annotation='natural killer cell'
```",GZMB,34324441
Human,Blood,blood,"cd4-positive helper t cell
```",IL7R,34324441
Human,Blood,blood,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",TYROBP,34324441
Human,Blood,blood,"activated cd8-positive T cell
```",CD8A,34324441
Human,Blood,blood,"memory b cell
```",CD37,34324441
Human,Blood,blood,"cd4-positive
```",ICOS,34324441
Human,Blood,blood,"naive b cell
```",HLA-DRB1,34324441
Human,Blood,blood,"cell_ontology_class='nk cell', free_annotation='natural killer cell'
```",NCAM1,34324441
Human,Blood,blood,"gamma-delta T cell
```",GNLY,34324441
Human,Blood,blood,"regulatory t cell
```",CTLA4,34324441
Human,Blood,blood,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",CST3,34324441
Human,Blood,blood,"naive b cell
```",HLA-DRA,34324441
Human,Blood,blood,"gamma-delta T cell
```",NKG7,34324441
Human,Blood,blood,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",OAZ1,34324441
Human,Blood,blood,"gamma-delta T cell
```",TRGV9,34324441
Human,Blood,blood,"naive b cell
```",CD79A,34324441
Human,Blood,blood,"cell_ontology_class='nk cell', free_annotation='natural killer cell'
```",CCL5,34324441
Human,Blood,blood,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",LYZ,34324441
Human,Blood,blood,"naive b cell
```",CD74,34324441
Human,Blood,blood,"activated cd8-positive T cell
```",GZMB,34324441
Human,Blood,blood,"cell_ontology_class='nk cell', free_annotation='natural killer cell'
```",GNLY,34324441
Human,Blood,blood,"activated cd8-positive T cell
```",NKG7,34324441
Human,Blood,blood,"memory b cell
```",CD74,34324441
Human,Blood,blood,"activated cd8-positive T cell
```",GZMH,34324441
Human,Blood,blood,"regulatory t cell
```",IL32,34324441
Human,Blood,blood,"gamma-delta T cell
```",CCL5,34324441
Human,Blood,blood,"regulatory t cell
```",FOXP3,34324441
Human,Blood,blood,"memory b cell
```",HLA-DRA,34324441
Human,Blood,blood,"memory b cell
```",CD79A,34324441
Human,Blood,blood,"activated cd8-positive T cell
```",CCL5,34324441
Human,Blood,blood,"memory b cell
```",IGHM,34324441
Human,Blood,blood,"naive b cell
```",CD83,34324441
Human,Blood,blood,"regulatory t cell
```",IL10RA,34324441
Human,Blood,blood,"regulatory t cell
```",IL2RA,34324441
Human,Blood,Blood,Natural killer cell,KLRC2,34326311
Human,Blood,Blood,Natural killer cell,FGFBP2,34326311
Human,Esophagus,esophagus,"basal cell
```",TP63,34385390
Human,Esophagus,esophagus,"residual embryonic cell
```",KRT7,34385390
Human,Esophagus,esophagus,"basal cell
```",KRT7,34385390
Human,Esophagus,esophagus,"residual embryonic cell
```",MUC4,34385390
Human,Esophagus,esophagus,"stem cell
```",OLFM4,34385390
Human,Esophagus,esophagus,"basal cell
```",KRT5,34385390
Human,Intestine,large_intestine,"intestinal crypt stem cell
```",OLFM4,34385390
Human,Esophagus,kidney,"kidney epithelial cell
```",PIGR,34389613
Human,Esophagus,blood,"granulocyte
```",CLC,34389613
Human,Esophagus,esophagus,"macrophage
```",CSF1R,34389613
Human,Esophagus,fat,"fibroblast
```",COL3A1,34389613
Human,Esophagus,esophagus,"t cell
```",TRBC2,34389613
Human,Esophagus,esophagus,"mast cell
```",CPA3,34389613
Human,Esophagus,esophagus,"esophageal epithelial cell
```",KRT5,34389613
Human,Esophagus,esophagus,"plasma cell
```",IGHA1,34389613
Human,Esophagus,fat,"endothelial cell
```",VWF,34389613
Human,Esophagus,tongue,"cell_ontology_class='epithelial cell', free_annotation='epithelial cell'
```",EPCAM,34416429
Human,Esophagus,small_intestine,"small intestine goblet cell
```",TFF2,34416429
Human,Esophagus,small_intestine,"small intestine goblet cell
```",MUC5AC,34416429
Human,Esophagus,esophagus,"glandular barrett's esophagus cell
```",TFF3,34416429
Human,Esophagus,small_intestine,"small intestine goblet cell
```",TFF1,34416429
Human,Esophagus,tongue,"cell_ontology_class='epithelial cell', free_annotation='epithelial cell'
```",CDH1,34416429
Human,Esophagus,small_intestine,"small intestine goblet cell
```",MUC2,34416429
Human,Esophagus,tongue,"cell_ontology_class='epithelial cell', free_annotation='epithelial cell'
```",TFF3,34416429
Human,Esophagus,esophagus,"stratified epithelial cell
``` 

注：将“stratified esophageal cell”修正为“stratified epithelial cell”，以使用更标准的术语描述食管上皮的分层细胞类型，同时保持与原始数据的一致性。",TP63,34416429
Human,Esophagus,small_intestine,"small intestine goblet cell
```",TFF3,34416429
Human,Eye,Blood,Monocyte,LYZ,34488842
Human,Eye,blood,"naive b cell
```",Cd79a,34488842
Human,Eye,Blood,Platelet,Tubb1,34488842
Human,Gastrointestinal tract,esophagus,"b cell
```",MS4A1,34489433
Human,Gastrointestinal tract,esophagus,"b cell
```",CD79A,34489433
Human,Gastrointestinal tract,esophagus,"b cell
```",MZB1,34489433
Human,Gastrointestinal tract,esophagus,"b cell
```",JCHAIN,34489433
Human,Gastrointestinal tract,esophagus,"b cell
```",CD19,34489433
Human,Gastrointestinal tract,fat,"endothelial cell
```",PECAM1,34489433
Human,Gastrointestinal tract,tongue,"cell_ontology_class='epithelial cell', free_annotation='epithelial cell'
```",SFN,34489433
Human,Gastrointestinal tract,fat,"fibroblast
```",COL1A2,34489433
Human,Gastrointestinal tract,tongue,"cell_ontology_class='epithelial cell', free_annotation='epithelial cell'
```",EPCAM,34489433
Human,Gastrointestinal tract,esophagus,"macrophage
```",IL3RA,34489433
Human,Gastrointestinal tract,fat,"endothelial cell
```",CDH5,34489433
Human,Gastrointestinal tract,fat,"endothelial cell
```",ENG,34489433
Human,Gastrointestinal tract,tongue,"cell_ontology_class='epithelial cell', free_annotation='epithelial cell'
```",KRT5,34489433
Human,Gastrointestinal tract,fat,"fibroblast
```",COL1A1,34489433
Human,Gastrointestinal tract,esophagus,"macrophage
```",LYZ,34489433
Human,Gastrointestinal tract,esophagus,"macrophage
```",LAMP3,34489433
Human,Gastrointestinal tract,esophagus,"t cell
```",CD3E,34489433
Human,Gastrointestinal tract,lung,"pericyte
```",RGS5,34489433
Human,Gastrointestinal tract,esophagus,"macrophage
```",CLEC4C,34489433
Human,Gastrointestinal tract,lung,"pericyte
```",ACTA2,34489433
Human,Gastrointestinal tract,fat,"endothelial cell
```",VWF,34489433
Human,Gastrointestinal tract,esophagus,"fibroblast
```",PDPN,34489433
Human,Gastrointestinal tract,esophagus,"macrophage
```",CD14,34489433
Human,Gastrointestinal tract,fat,"fibroblast
```",COL3A1,34489433
Human,Gastrointestinal tract,tongue,"cell_ontology_class='epithelial cell', free_annotation='epithelial cell'
```",KRT14,34489433
Human,Gastrointestinal tract,esophagus,"t cell
```",CD3D,34489433
Human,Gastrointestinal tract,fat,"fibroblast
```",DCN,34489433
Human,Gastrointestinal tract,esophagus,"t cell
```",CD3G,34489433
Human,Gastrointestinal tract,esophagus,"fibroblast
```",CCL21,34489433
Human,Gastrointestinal tract,esophagus,"macrophage
```",TPSAB1,34489433
Human,Gastrointestinal tract,fat,"fibroblast
```",FN1,34489433
Human,Gastrointestinal tract,lung,"pericyte
```",MCAM,34489433
Human,Gastrointestinal tract,esophagus,"t cell
```",CD2,34489433
Human,Gastrointestinal tract,fat,"fibroblast
```",COL6A1,34489433
Human,Gastrointestinal tract,esophagus,"macrophage
```",CD68,34489433
Human,Eye,eye,"t cell
```",TRAC,34552068
Human,Eye,eye,"t cell
```",CD3D,34552068
Human,Eye,eye,"limbal stem cell
```",ZIC2,34584087
Human,Eye,muscle,"smooth muscle cell
```",MYH11,34584087
Human,Eye,eye,"limbal stem cell
```",LHX2,34584087
Human,Eye,Eye,Corneal epithelial cell,KRT12,34584087
Human,Eye,Eye,Corneal epithelial cell,KRT14,34584087
Human,Eye,eye,"limbal stem cell
```",RAX,34584087
Human,Eye,eye,"retinal ganglion cell
```",POU4F1,34584087
Human,Eye,eye,"rod cell
```",RHO,34584087
Human,Eye,Eye,Monocyte,CD74,34584087
Human,Eye,eye,"t cell
```",CD69,34584087
Human,Eye,eye,"mast cell
```",CD9,34584087
Human,Eye,Eye,Melanocyte,MLANA,34584087
Human,Eye,Eye,Monocyte,CD14,34584087
Human,Eye,eye,"retinal bipolar neuron
```",GRM6,34584087
Human,Eye,Eye,Fibroblast,MYOC,34584087
Human,Eye,eye,"mast cell
```",PLP1,34584087
Human,Eye,eye,"muller cell
```",DKK3,34584087
Human,Eye,eye,"rod cell
```",SAG,34584087
Human,Eye,eye,"retinal ganglion cell
```",SNCG,34584087
Human,Eye,eye,"rod cell
```",GNAT1,34584087
Human,Eye,Eye,Retinal pigment epithelial cell,BEST1,34584087
Human,Eye,Eye,Retinal pigment epithelial cell,RPE65,34584087
Human,Eye,eye,"ciliary body cell
```",AQP1,34584087
Human,Eye,Eye,Fibroblast,MGP,34584087
Human,Eye,eye,"muller cell
```",CRABP1,34584087
Human,Eye,muscle,"smooth muscle cell
```",MYL9,34584087
Human,Eye,eye,"retinal bipolar neuron
```",PCP2,34584087
Human,Eye,eye,"cone cell
```",PDE5H,34584087
Human,Eye,Eye,Melanocyte,PMEL,34584087
Human,Eye,eye,"cone cell
```",ARR3,34584087
Human,Eye,eye,"amacrine cell
```",TFAP2B,34584087
Human,Eye,eye,"amacrine cell
```",GAD2,34584087
Human,Eye,eye,"mast cell
```",LGI4,34584087
Human,Eye,Eye,Corneal epithelial cell,TGFBI,34584087
Human,Eye,eye,"cell_ontology_class='dendritic cell', free_annotation='dendritic cell'
```",ITGAX,34783307
Human,Eye,eye,"cell_ontology_class='dendritic cell', free_annotation='dendritic cell'
```",AXL,34783307
Human,Eye,blood,"granulocyte
```",CD33,34783307
Human,Eye,eye,"dendritic cell
```",CD83,34783307
Human,Eye,eye,"gamma delta t cell
```",TRDC,34783307
Human,Eye,eye,"gamma delta t cell
```",NKG7,34783307
Human,Eye,eye,"dendritic cell
```",LAMP3,34783307
Human,Eye,eye,"cell_ontology_class='t cell', free_annotation='t cells'
```",IL2RA,34783307
Human,Eye,eye,"cd8-positive
```",CD8A,34783307
Human,Eye,eye,"macrophage
```",S100A8,34783307
Human,Eye,eye,"cd4-positive
```",CD4,34783307
Human,Eye,blood,"granulocyte
```",S100A12,34783307
Human,Eye,eye,"cell_ontology_class='dendritic cell', free_annotation='dendritic cells'
```",CLEC4C,34783307
Human,Eye,blood,"natural killer cell
```",GNLY,34783307
Human,Eye,eye,"cell_ontology_class='dendritic cell', free_annotation='dendritic cell'
```",MRC1,34783307
Human,Eye,eye,"macrophage
```",CCL2,34783307
Human,Eye,eye,"cd8-positive
```",TRBC2,34783307
Human,Eye,blood,"natural killer cell
```",IL7R,34783307
Human,Eye,Eye,Plasma cell,IGHG1,34783307
Human,Eye,eye,"cell_ontology_class='dendritic cell', free_annotation='dendritic cell'
```",CLEC10A,34783307
Human,Eye,eye,"cell_ontology_class='b cell', free_annotation='b cells'
```",MS4A1,34783307
Human,Eye,eye,"cd4-positive
```",CD3G,34783307
Human,Eye,eye,"cell_ontology_class='t cell', free_annotation='t cells'
```",FOXP3,34783307
Human,Eye,eye,"cell_ontology_class='dendritic cell', free_annotation='dendritic cells'
```",IL3RA,34783307
Human,Esophagus,esophagus,"cancer cell
```",CD274,34938292
Human,Gall bladder,gall bladder,"cancer cell
```",APOBEC3A,35020946
Human,Eye,eye,"retinal pigment epithelial cell
```",RPE65,35030321
Human,Eye,eye,"retinal pigment epithelial cell
```",BEST1,35030321
Human,Eye,eye,"retinal pigment epithelial cell
```",TYR,35030321
Human,Eye,eye,"retinal pigment epithelial cell
```",RLBP1,35030321
Human,Eye,eye,"retinal pigment epithelial cell
```",CRX,35030321
Human,Eye,eye,"retinal pigment epithelial cell
```",RAX,35030321
Human,Esophagus,trachea,"basal cell
```",ITGB4,35108658
Human,Esophagus,trachea,"basal cell
```",SHOC2,35108658
Human,Esophagus,trachea,"basal cell
```",NT5E,35108658
Human,Eye,eye,"endothelial cell (free_annotation='endothelium')
```",SLC4A11,35141048
Human,Eye,eye,"endothelial cell (free_annotation='endothelium')
```",AQP1,35141048
Human,Eye,eye,"endothelial cell (free_annotation='endothelium')
```",TJP1,35141048
Human,Eye,eye,"endothelial cell (free_annotation='endothelium')
```",CDH2,35141048
Human,Eye,eye,"endothelial cell (free_annotation='endothelium')
```",ATP1A1,35141048
Human,Eye,eye,"endothelial cell (free_annotation='endothelium')
```",COL8A1,35141048
Human,Eye,eye,"t lymphocytes
```",PDL-1,35242144
Human,Eye,eye,"t lymphocytes
```",TNFRSF1A,35242144
Human,Eye,eye,"t lymphocytes
```",PDCD1,35242144
Human,Eye,eye,"t lymphocytes
```",CTLA4,35242144
Human,Eye,eye,"t lymphocytes
```",RIPK3,35242144
Human,Eye,eye,"t lymphocytes
```",RIPK1,35242144
Human,Eye,eye,"t cell
```",CD3D,35280984
Human,Eye,eye,"t cell
```",LCK,35280984
Human,Eye,eye,"t cell
```",CD3E,35280984
Human,Gut,spleen,"regulatory T cell
```",IL10,35303421
Human,Gut,spleen,"regulatory T cell
```",IL23R,35303421
Human,Gut,spleen,"regulatory T cell
```",IL1R1,35303421
