ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
esophagus,myofibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: myofibroblast

    候选匹配:
候选组织 1: fat
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'
  候选细胞 2: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblasts'

候选组织 2: lung
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'
  候选细胞 2: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblasts'

候选组织 3: bladder
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"myofibroblast cell
```",原始数据中组织类型为食管（esophagus），而候选匹配中的组织类型包括脂肪组织（fat）、肺（lung）和膀胱（bladder）。这些候选组织与原始组织不一致，因此需要进一步确认。然而，细胞类型“myofibroblast”在所有候选匹配中均一致，并且符合原始数据的描述。由于没有更具体的上下文信息表明组织类型的错误标注，最合理的做法是保留原始组织类型并采用标准化的细胞类型描述。,found
esophagus,myofibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: myofibroblast

    候选匹配:
候选组织 1: fat
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'
  候选细胞 2: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblasts'

候选组织 2: lung
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'
  候选细胞 2: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblasts'

候选组织 3: bladder
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"myofibroblast cell
```",原始数据中组织类型为'esophagus'，而候选匹配中的组织类型（fat、lung、bladder）均与'esophagus'不一致。因此，无法从候选组织中选择合适的匹配，需保留原始组织类型。对于细胞类型，所有候选细胞的cell_ontology_class均为'myofibroblast cell'，与原始细胞类型一致，因此细胞类型无需修正。,found
esophagus,myofibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: myofibroblast

    候选匹配:
候选组织 1: fat
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'
  候选细胞 2: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblasts'

候选组织 2: lung
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'
  候选细胞 2: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblasts'

候选组织 3: bladder
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"myofibroblast cell
```",原始数据中组织类型为'esophagus'，而候选匹配中的组织类型（fat、lung、bladder）均与'esophagus'不一致。因此，原始组织类型应保留为'esophagus'，而不采用候选组织。对于细胞类型，候选匹配中的所有选项均为'myofibroblast cell'，这与原始细胞类型'myofibroblast'一致，因此细胞类型可标准化为'myofibroblast cell'。,found
esophagus,fibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: fibroblast

    候选匹配:
候选组织 1: pancreas
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblast'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblasts'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblast'

候选组织 3: lung
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"fibroblast
```",原始数据中组织类型为'esophagus'，而候选匹配中没有直接与'esophagus'相关的组织选项。在缺乏明确匹配的情况下，我们优先选择与原始细胞类型'fibroblast'一致的标注，并确保术语标准化。所有候选细胞类型的'cell_ontology_class'均为'fibroblast'，因此细胞类型无需修正。对于组织类型，由于无法确认具体关联性，选择保留原始组织信息以避免错误替换。,found
esophagus,fibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: fibroblast

    候选匹配:
候选组织 1: pancreas
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblast'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblasts'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblast'

候选组织 3: lung
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"fibroblast
```",原始数据中组织类型为'esophagus'，而候选匹配中的组织类型（pancreas、fat、lung）均与原始组织不一致。因此，基于现有候选匹配无法直接修正组织类型。对于细胞类型，原始标注为'fibroblast'，所有候选细胞类型的cell_ontology_class和free_annotation均支持这一标注，因此细胞类型无需修正。,found
esophagus,fibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: fibroblast

    候选匹配:
候选组织 1: pancreas
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblast'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblasts'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblast'

候选组织 3: lung
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lung,"fibroblast
```",原始数据中组织类型为'esophagus'，但候选匹配中没有直接与'esophagus'相关的组织。因此，我们需要根据细胞类型的匹配度来选择最合适的组织。所有候选组织（pancreas、fat、lung）均包含符合原始细胞类型'fibroblast'的注释，且注释一致性较高（cell_ontology_class均为'fibroblast'）。在这种情况下，优先选择更可能与'esophagus'在生物学功能或解剖学上相关的组织。肺（lung）作为与食管邻近且具有类似间质纤维母细胞分布的器官，是最佳选择。,found
esophagus,fibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: fibroblast

    候选匹配:
候选组织 1: pancreas
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblast'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblasts'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblast'

候选组织 3: lung
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",fat,"fibroblast
```",原始数据中的组织类型为'esophagus'，而候选匹配中没有直接与'esophagus'相关的组织选项。在缺乏明确匹配的情况下，我们应优先选择与原始细胞类型'fibroblast'一致的标注，并确保术语标准化。所有候选细胞类型的'cell_ontology_class'均为'fibroblast'，因此细胞类型无需更改。对于组织类型，由于无法确认'esophagus'的具体上下文，选择一个通用且与纤维母细胞常见的组织（如'fat'）作为修正结果是合理的。,found
retinal pigment epithelium,effector t(teff) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: effector t(teff) cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='t cell', free_annotation='t cells'
```","原始组织 ""retinal pigment epithelium"" 是眼组织的一部分，因此候选组织 ""eye"" 是合适的修正。原始细胞类型 ""effector t(teff) cell"" 明确指向 T 细胞的一种功能亚型，而候选细胞中多个选项标注为 ""t cell""，符合这一描述。根据标准化需求，选择具有明确注释且格式规范的 ""cell_ontology_class='t cell', free_annotation='t cells'"" 作为修正细胞类型。",found
retinal pigment epithelium,b cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: b cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 2: cell_ontology_class='b cell', free_annotation='b cells'
  候选细胞 3: cell_ontology_class='b cell', free_annotation='b cell'
  候选细胞 4: cell_ontology_class='b cell', free_annotation='b_cells'
  候选细胞 5: cell_ontology_class='b cell', free_annotation='b lymphocytes'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal pigment epithelial cell
```",原始数据中提到的组织是“retinal pigment epithelium”，这明确指向眼部的视网膜色素上皮组织，因此修正组织应为“eye”。关于细胞类型，原始数据标注为“b cell”，但根据候选匹配中的信息，“retinal pigment epithelial cell”更符合视网膜色素上皮组织中的主要细胞类型。而“b cell”通常与免疫系统相关，与眼部组织无直接关联，因此应选择更贴合组织背景的细胞类型。,found
retinal pigment epithelium,effector t(teff) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: effector t(teff) cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal pigment epithelial cell
```","原始组织 ""retinal pigment epithelium"" 是眼（eye）的一部分，因此候选组织 ""eye"" 是正确的匹配。对于细胞类型，原始数据标注为 ""effector t(teff) cell""，但根据候选细胞的匹配结果，没有直接支持效应 T 细胞的具体注释。而候选细胞 1 的注释明确指向 ""retinal pigment epithelial cell""，与原始组织一致，因此应优先选择该细胞类型作为修正结果。",found
retinal pigment epithelium,macrophage,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: macrophage

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'
  候选细胞 3: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 4: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophage'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal pigment epithelial cell
```",原始数据中提到的组织类型是“retinal pigment epithelium”，这明确指向眼部相关的组织，因此候选组织应为“eye”。关于细胞类型，原始标注为“macrophage”，但根据候选匹配中的信息，“retinal pigment epithelial cell”更符合原始组织描述（retinal pigment epithelium），且与组织类型一致。尽管存在多个“macrophage”选项，它们与组织背景不符，因此优先选择与组织直接相关的细胞类型。,found
retinal pigment epithelium,macrophage,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: macrophage

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'
  候选细胞 3: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 4: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophage'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal pigment epithelial cell
```",原始数据中提到的组织是“retinal pigment epithelium”，这明确指向眼部相关的组织，因此候选组织应为“eye”。关于细胞类型，原始数据标注为“macrophage”，但根据候选匹配中的信息，“retinal pigment epithelial cell”更符合“retinal pigment epithelium”这一组织背景。此外，候选细胞 1 的 free_annotation 明确标注了“retina - retinal pigment epithelium”，进一步支持该选择。,found
retinal pigment epithelium,effector natural killer cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: effector natural killer cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='nk cell', free_annotation='natural killer cell'
  候选细胞 2: cell_ontology_class='nk cell', free_annotation='natural killer cells'
  候选细胞 3: cell_ontology_class='nkt cell', free_annotation='natural killer t-cell'
  候选细胞 4: cell_ontology_class='epithelial cell', free_annotation='epithelial cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"natural killer cell
```","原始组织为 ""retinal pigment epithelium""，与候选组织 1 的 ""eye"" 更加匹配，因为视网膜色素上皮是眼睛的一部分。原始细胞类型为 ""effector natural killer cell""，但根据候选匹配，没有直接提到效应自然杀伤细胞的具体注释。然而，候选细胞 1 和 2 在候选组织 2 中提到了 ""natural killer cell""，这与原始细胞类型的描述接近。综合来看，最合适的修正结果应基于生物学一致性和语义匹配。",found
retinal pigment epithelium,macrophage,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: macrophage

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'
  候选细胞 3: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 4: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophage'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal pigment epithelial cell
```",原始组织为 retinal pigment epithelium（视网膜色素上皮），与候选组织 1 (eye) 更加匹配，因为视网膜色素上皮是眼部特有的结构。原始细胞类型为 macrophage（巨噬细胞），但在视网膜色素上皮中，更合适的细胞类型应为 retinal pigment epithelial cell（视网膜色素上皮细胞）。候选细胞 1 在候选组织 1 中明确标注了与视网膜色素上皮相关的细胞类型，因此是最优选择。,found
retinal pigment epithelium,mast cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: mast cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 2: cell_ontology_class='mast cell', free_annotation='mast cells'
  候选细胞 3: cell_ontology_class='mast cell', free_annotation='mast cell'
  候选细胞 4: cell_ontology_class='mast cell', free_annotation='mast_cells'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='mast cell', free_annotation='mast cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal pigment epithelial cell
```",原始数据中提到的组织是“retinal pigment epithelium”，这明确指向眼部相关的组织，因此候选组织应为“eye”。关于细胞类型，原始标注为“mast cell”，但根据候选匹配中的信息，“retinal pigment epithelial cell”更符合“retinal pigment epithelium”这一组织类型。此外，“mast cell”通常与皮肤或免疫相关组织（如“skin”）关联，而非视网膜色素上皮组织。因此，修正后的细胞类型应为“retinal pigment epithelial cell”。,found
retinal pigment epithelium,mast cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: mast cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 2: cell_ontology_class='mast cell', free_annotation='mast cells'
  候选细胞 3: cell_ontology_class='mast cell', free_annotation='mast cell'
  候选细胞 4: cell_ontology_class='mast cell', free_annotation='mast_cells'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='mast cell', free_annotation='mast cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal pigment epithelial cell
```",原始数据中提到的组织是“retinal pigment epithelium”，这明确指向眼部的视网膜色素上皮组织，因此候选组织应为“eye”。关于细胞类型，原始标注为“mast cell”，但根据候选匹配中的信息，“retinal pigment epithelial cell”更符合视网膜色素上皮组织的细胞类型。此外，“mast cell”通常与皮肤或免疫相关组织（如候选组织2“skin”）相关，而与视网膜色素上皮无关。因此，修正后的细胞类型应为“retinal pigment epithelial cell”。,found
retinal pigment epithelium,effector t(teff) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: effector t(teff) cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='t cell', free_annotation='t cells'
```","原始组织 ""retinal pigment epithelium"" 明确指向视网膜色素上皮，属于眼部结构，因此修正组织应为 ""eye""。原始细胞类型 ""effector t(teff) cell"" 是一种 T 细胞，但在候选匹配中没有明确的效应 T 细胞选项。所有候选细胞中的 ""t cell"" 类型均符合广义上的 T 细胞定义，因此选择其中一个即可（这里选择候选细胞 2）。最终结果综合了组织和细胞类型的最佳匹配。",found
retinal pigment epithelium,macrophage,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: macrophage

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'
  候选细胞 3: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 4: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophage'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal pigment epithelial cell
```","原始数据中组织类型为 ""retinal pigment epithelium""，这明确指向眼部的视网膜色素上皮细胞所在的组织，因此候选组织应为 ""eye""。原始细胞类型标注为 ""macrophage""，但根据候选匹配中的信息，存在更符合原始组织描述的细胞类型 ""retinal pigment epithelial cell""，其注释与原始组织完全一致。因此，修正后的细胞类型应为 ""retinal pigment epithelial cell""。",found
retinal pigment epithelium,effector natural killer cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: effector natural killer cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='nk cell', free_annotation='natural killer cell'
  候选细胞 2: cell_ontology_class='nk cell', free_annotation='natural killer cells'
  候选细胞 3: cell_ontology_class='nkt cell', free_annotation='natural killer t-cell'
  候选细胞 4: cell_ontology_class='epithelial cell', free_annotation='epithelial cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal pigment epithelial cell
```","原始组织 ""retinal pigment epithelium"" 明确指向眼组织中的视网膜色素上皮细胞，这与候选组织 1 ""eye"" 和候选细胞 1 中的 'retinal pigment epithelial cell' 完全匹配。原始细胞类型 ""effector natural killer cell"" 并不符合视网膜色素上皮的生物学背景，因此应优先选择与组织和细胞注释一致的选项。",found
retinal pigment epithelium,effector natural killer cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retinal pigment epithelium
    - 原始细胞类型: effector natural killer cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='nk cell', free_annotation='natural killer cell'
  候选细胞 2: cell_ontology_class='nk cell', free_annotation='natural killer cells'
  候选细胞 3: cell_ontology_class='nkt cell', free_annotation='natural killer t-cell'
  候选细胞 4: cell_ontology_class='epithelial cell', free_annotation='epithelial cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"nk cell
```","原始组织 ""retinal pigment epithelium"" 明确指向视网膜色素上皮，这属于眼部组织，因此候选组织 ""eye"" 是正确的匹配。原始细胞类型 ""effector natural killer cell"" 描述的是自然杀伤细胞的一种功能状态，但在候选匹配中未找到完全一致的描述；最接近的匹配是候选细胞 1 和 2 中的 ""nk cell""（自然杀伤细胞）。综合来看，原始数据中的组织和细胞类型需要分别修正为与眼部相关的视网膜色素上皮细胞和自然杀伤细胞。",found
esophagus,cancer cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: cancer cell

    候选匹配:
候选组织 1: fat
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophage'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 3: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'

候选组织 2: liver
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophage'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophages'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"cancer cell
```",原始数据中明确标注组织为食管（esophagus），而候选匹配中的脂肪组织（fat）和肝组织（liver）均与原始组织不符。此外，原始细胞类型为癌细胞（cancer cell），但候选匹配中所有细胞类型均为巨噬细胞（macrophage），与原始细胞类型不一致。因此，候选匹配无法提供合适的修正选项，应保留原始标注。,found
esophagus,cancer cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: cancer cell

    候选匹配:
候选组织 1: fat
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophage'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 3: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'

候选组织 2: liver
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophage'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophages'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"cancer cell
```",原始数据中明确标注组织为食管（esophagus）且细胞类型为癌细胞（cancer cell），而候选匹配中的组织类型（fat和liver）与原始数据不符。因此，候选匹配的组织和细胞类型均不适用，应保留原始标注。,found
