ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
blood,naive cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: naive cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd8 t cell' (相似度: 0.62)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.38)
  候选细胞 3: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.35)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.28)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.28)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive, alpha-beta t cell
```","原始细胞类型为 ""naive cd8+ t cell""，与候选细胞 1 的 cell_ontology_class='cd8-positive, alpha-beta t cell' 最为匹配。尽管原始数据中包含 ""naive"" 这一修饰词，但候选细胞 1 的语义范围涵盖了 CD8+ T 细胞的核心特征，并且相似度最高 (0.62)。此外，free_annotation='cd8 t cell' 也进一步支持这一匹配。因此，选择候选细胞 1 的 cell_ontology_class 作为修正结果。组织类型保持不变，因为原始组织和候选组织一致。",found
blood,terminal effector cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: terminal effector cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd8 t cell' (相似度: 0.61)
  候选细胞 2: cell_ontology_class='cd8-positive, alpha-beta cytokine secreting effector t cell', free_annotation='cd8-positive, alpha-beta cytokine secreting effector t cell' (相似度: 0.37)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.37)
  候选细胞 4: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.34)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.28)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive, alpha-beta cytokine secreting effector t cell
```","原始细胞类型 ""terminal effector cd8+ t cell"" 最接近候选细胞 2 的描述 ""cd8-positive, alpha-beta cytokine secreting effector t cell""，因为两者都强调了效应功能和 CD8 阳性 T 细胞的特性。虽然相似度仅为 0.37，但这是候选匹配中语义最相关的一个。其他选项要么过于宽泛（如 ""t cell""），要么不完全符合原始数据的描述（如 ""cd8 t cell""）。因此，选择候选细胞 2 作为修正结果。",found
blood,central memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd8 t cell' (相似度: 0.62)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.38)
  候选细胞 3: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.35)
  候选细胞 4: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.34)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.28)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive, alpha-beta t cell
```","原始细胞类型 ""central memory cd8+ t cell"" 是一种特定的 CD8+ T 细胞亚型，与候选匹配中的 ""cd8-positive, alpha-beta t cell"" 最为接近。虽然候选匹配中没有明确标注 ""central memory""，但 ""cd8-positive, alpha-beta t cell"" 已经涵盖了 CD8+ T 细胞的主要特征，且相似度最高 (0.62)。因此，选择该候选细胞类型作为修正结果。组织类型 ""blood"" 与原始数据一致，无需修正。",found
blood,terminal effector cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: terminal effector cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd8 t cell' (相似度: 0.61)
  候选细胞 2: cell_ontology_class='cd8-positive, alpha-beta cytokine secreting effector t cell', free_annotation='cd8-positive, alpha-beta cytokine secreting effector t cell' (相似度: 0.37)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.37)
  候选细胞 4: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.34)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.28)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive, alpha-beta cytokine secreting effector t cell
```","原始细胞类型 ""terminal effector cd8+ t cell"" 最接近候选细胞 2 的 ""cd8-positive, alpha-beta cytokine secreting effector t cell""，因为两者都描述了效应型 CD8+ T 细胞的特性，并且候选细胞 2 提供了更具体的细胞本体分类。虽然相似度为 0.37 不算特别高，但这是最符合原始数据语义的选项。此外，组织类型 ""blood"" 在候选匹配中与原始数据一致，无需修正。",found
blood,naive cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: naive cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd8 t cell' (相似度: 0.62)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.38)
  候选细胞 3: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.35)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.28)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.28)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive, alpha-beta t cell
```","原始细胞类型为 ""naive cd8+ t cell""，与候选细胞 1 的 ""cd8-positive, alpha-beta t cell"" 最为匹配。虽然原始数据中包含 ""naive"" 这一状态描述，但候选细胞 1 的 cell_ontology_class 已明确指代 CD8 阳性的 T 细胞，符合原始数据的核心含义。此外，候选细胞 1 的相似度最高 (0.62)，进一步支持其作为最佳匹配。因此，选择候选细胞 1 的 cell_ontology_class 作为修正结果。",found
blood,regulatory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: regulatory cd4+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.72)
  候选细胞 2: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.62)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.47)
  候选细胞 4: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.36)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.35)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta t cell
```","原始细胞类型 ""regulatory cd4+ t cell"" 是一种特定功能的 CD4+ T 细胞，而候选匹配中 ""cd4-positive, alpha-beta t cell"" 是最接近的通用描述。尽管候选匹配未明确提到 ""regulatory""，但其相似度最高 (0.72)，且在生物学上，调节性 T 细胞属于 CD4+ T 细胞的一个亚群。因此，优先选择该匹配作为修正结果。",found
blood,terminal effector cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: terminal effector cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd8 t cell' (相似度: 0.61)
  候选细胞 2: cell_ontology_class='cd8-positive, alpha-beta cytokine secreting effector t cell', free_annotation='cd8-positive, alpha-beta cytokine secreting effector t cell' (相似度: 0.37)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.37)
  候选细胞 4: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.34)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.28)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive, alpha-beta cytokine secreting effector t cell
```","原始细胞类型 ""terminal effector cd8+ t cell"" 最接近候选细胞 2 的描述 ""cd8-positive, alpha-beta cytokine secreting effector t cell""，因为两者都提到了效应功能和 CD8 阳性 T 细胞的特性。虽然相似度仅为 0.37，但这是候选匹配中最符合的选项。此外，原始组织 ""blood"" 与候选组织一致，无需修正。",found
blood,regulatory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: regulatory cd4+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.72)
  候选细胞 2: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.62)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.47)
  候选细胞 4: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.36)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.35)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta t cell
```","原始细胞类型 ""regulatory cd4+ t cell"" 是一种特定功能的 CD4+ T 细胞，与候选匹配中的 ""cd4-positive, alpha-beta t cell"" 最为接近。虽然候选匹配中没有明确标注为 ""regulatory"" 的细胞类型，但 ""cd4-positive, alpha-beta t cell"" 是原始细胞类型的上位概念，符合包含关系。此外，候选组织 ""blood"" 与原始组织一致，因此无需修改组织类型。",found
blood,regulatory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: regulatory cd4+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.72)
  候选细胞 2: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.62)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.47)
  候选细胞 4: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.36)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.35)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta t cell
```","原始细胞类型 ""regulatory cd4+ t cell"" 是一种特定功能的 CD4+ T 细胞亚群，属于更广义的 ""cd4-positive, alpha-beta t cell"" 类别。候选匹配中，候选细胞 1 的 cell_ontology_class='cd4-positive, alpha-beta t cell' 是最接近的匹配，因为其涵盖了原始细胞类型的定义范围，并且相似度最高 (0.72)。此外，原始组织 ""blood"" 和候选组织一致，无需修正。",found
blood,central memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd8 t cell' (相似度: 0.62)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.38)
  候选细胞 3: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.35)
  候选细胞 4: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.34)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.28)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive, alpha-beta t cell
```","原始细胞类型 ""central memory cd8+ t cell"" 是一种特定的 CD8+ T 细胞亚型，属于更广义的 ""cd8-positive, alpha-beta t cell"" 类别。候选匹配中的 ""cell_ontology_class='cd8-positive, alpha-beta t cell'"" 与原始细胞类型的定义最为接近，且其 free_annotation=""cd8 t cell"" 也符合一般的注释习惯。因此，选择该候选匹配作为修正结果。组织类型 ""blood"" 在原始数据和候选匹配中一致，无需修改。",found
blood,yolk sac-derived myeloid-biased progenitor cell(ysmp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: yolk sac-derived myeloid-biased progenitor cell(ysmp)

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='myeloid progenitor', free_annotation='myeloid progenitor' (相似度: 0.59)
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='sorted myeloid' (相似度: 0.20)
  候选细胞 3: cell_ontology_class='cd141-positive myeloid dendritic cell', free_annotation='cd141-positive myeloid dendritic cell' (相似度: 0.18)
  候选细胞 4: cell_ontology_class='naive thymus-derived cd4-positive, alpha-beta t cell', free_annotation='naive cd4-positive helper t cells' (相似度: 0.13)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.08)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"myeloid progenitor
```","原始细胞类型为 ""yolk sac-derived myeloid-biased progenitor cell (ysmp)""，其描述表明这是一种偏向髓系发育的祖细胞。在候选匹配中，""myeloid progenitor""（髓系祖细胞）与其最为接近，因为两者都属于髓系发育路径，并且原始细胞类型可以被看作是髓系祖细胞的一种特定亚型。其他候选细胞类型（如巨噬细胞、树突状细胞或T细胞）与原始细胞类型的发育阶段或特性不符。因此，选择 ""myeloid progenitor"" 作为最合适的匹配。",found
blood,yolk sac-derived myeloid-biased progenitor cell(ysmp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: yolk sac-derived myeloid-biased progenitor cell(ysmp)

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='myeloid progenitor', free_annotation='myeloid progenitor' (相似度: 0.59)
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='sorted myeloid' (相似度: 0.20)
  候选细胞 3: cell_ontology_class='cd141-positive myeloid dendritic cell', free_annotation='cd141-positive myeloid dendritic cell' (相似度: 0.18)
  候选细胞 4: cell_ontology_class='naive thymus-derived cd4-positive, alpha-beta t cell', free_annotation='naive cd4-positive helper t cells' (相似度: 0.13)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.08)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"myeloid progenitor
```","原始细胞类型为 ""yolk sac-derived myeloid-biased progenitor cell(ysmp)""，其描述表明这是一种偏向髓系的祖细胞。在候选匹配中，""myeloid progenitor""（髓系祖细胞）与原始细胞类型的语义最为接近，且具有最高的相似度（0.59）。虽然原始细胞类型更具体地提到了卵黄囊来源和髓系偏向，但候选细胞类型 ""myeloid progenitor"" 是一个合理的概括性匹配。此外，原始组织 ""blood"" 与候选组织一致，无需修正。",found
blood,yolk sac-derived myeloid-biased progenitor cell(ysmp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: yolk sac-derived myeloid-biased progenitor cell(ysmp)

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='myeloid progenitor', free_annotation='myeloid progenitor' (相似度: 0.59)
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='sorted myeloid' (相似度: 0.20)
  候选细胞 3: cell_ontology_class='cd141-positive myeloid dendritic cell', free_annotation='cd141-positive myeloid dendritic cell' (相似度: 0.18)
  候选细胞 4: cell_ontology_class='naive thymus-derived cd4-positive, alpha-beta t cell', free_annotation='naive cd4-positive helper t cells' (相似度: 0.13)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.08)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"myeloid progenitor
```","原始细胞类型为 ""yolk sac-derived myeloid-biased progenitor cell(ysmp)""，其中明确提到了 ""myeloid-biased progenitor"" 的特性。在候选匹配中，""myeloid progenitor""（候选细胞 1）与原始细胞类型的描述最为接近，尽管未明确提到 ""yolk sac-derived""，但其作为髓系祖细胞的定义涵盖了原始数据的核心特征。此外，候选组织 ""blood"" 与原始组织一致，因此无需修正组织类型。",found
blood,yolk sac-derived myeloid-biased progenitor cell(ysmp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: yolk sac-derived myeloid-biased progenitor cell(ysmp)

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='myeloid progenitor', free_annotation='myeloid progenitor' (相似度: 0.59)
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='sorted myeloid' (相似度: 0.20)
  候选细胞 3: cell_ontology_class='cd141-positive myeloid dendritic cell', free_annotation='cd141-positive myeloid dendritic cell' (相似度: 0.18)
  候选细胞 4: cell_ontology_class='naive thymus-derived cd4-positive, alpha-beta t cell', free_annotation='naive cd4-positive helper t cells' (相似度: 0.13)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.08)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"myeloid progenitor
```","原始细胞类型为 ""yolk sac-derived myeloid-biased progenitor cell(ysmp)""，其描述了一种来源于卵黄囊且偏向髓系分化的祖细胞。在候选匹配中，""myeloid progenitor"" 是最接近的匹配，因为它是髓系祖细胞的通用术语，涵盖了原始细胞类型的髓系分化潜能。尽管候选细胞 1 的相似度为 0.59，但其语义最为贴合。其他候选细胞（如 macrophage 或 dendritic cell）属于更下游的分化状态，与原始细胞类型的发育阶段不符。因此，选择候选细胞 1 的 cell_ontology_class 作为修正结果。",found
blood,yolk sac-derived myeloid-biased progenitor cell(ysmp),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: yolk sac-derived myeloid-biased progenitor cell(ysmp)

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='myeloid progenitor', free_annotation='myeloid progenitor' (相似度: 0.59)
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='sorted myeloid' (相似度: 0.20)
  候选细胞 3: cell_ontology_class='cd141-positive myeloid dendritic cell', free_annotation='cd141-positive myeloid dendritic cell' (相似度: 0.18)
  候选细胞 4: cell_ontology_class='naive thymus-derived cd4-positive, alpha-beta t cell', free_annotation='naive cd4-positive helper t cells' (相似度: 0.13)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.08)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"myeloid progenitor
```","原始细胞类型为 ""yolk sac-derived myeloid-biased progenitor cell(ysmp)""，其描述表明这是一种偏向髓系的祖细胞。在候选匹配中，""myeloid progenitor""（髓系祖细胞）与其最为接近，因为两者都属于髓系发育路径，并且 ""myeloid progenitor"" 是更广义的分类，能够涵盖原始细胞类型的特性。其他候选细胞类型（如 macrophage、dendritic cell、T cell 等）与原始细胞类型的功能和发育阶段差异较大，因此不予考虑。此外，组织类型 ""blood"" 在原始数据和候选匹配中一致，无需修正。",found
