species,tissue_type,cell_name,marker,pmid
Human,eye,"rpe cell
```",INPP5K,33307245
Human,eye,"rpe cell
```",LRAT,33307245
Human,eye,"rpe cell
```",PLTP,33307245
Human,eye,"rpe cell
```",ABHD2/RLBP1,33307245
Human,eye,"rpe cell
```",RPE65,33307245
Human,eye,"rpe cell
```",RGR,33307245
Human,eye,"rpe cell
```",RBP1,33307245
Human,eye,"rpe cell
```",BEST1,33307245
Human,eye,"rpe cell
```",SERPINF1,33307245
Human,Retinal pigment epithelium,RPE cells,CST3,33307245
Human,Retinal pigment epithelium,RPE cells,EFEMP1,33307245
Human,Retinal pigment epithelium,RPE cells,ITGAV,33307245
Human,Retinal pigment epithelium,RPE cells,CRISPLD1,33307245
Human,Retinal pigment epithelium,RPE cells,ITGB8,33307245
Human,Retinal pigment epithelium,RPE cells,PMEL,33307245
Human,Retinal pigment epithelium,RPE cells,TTR,33307245
Human,Retinal pigment epithelium,RPE cells,TYRP1,33307245
Human,Retinal pigment epithelium,RPE cells,TYR,33307245
Human,Retinal pigment epithelium,RPE cells,DCT,33307245
Human,Retinal pigment epithelium,RPE cells,PTGDS,33307245
Human,Retinal pigment epithelium,RPE cells,INPP5K,33307245
Human,Retinal pigment epithelium,RPE cells,LRAT,33307245
Human,Retinal pigment epithelium,RPE cells,PLTP,33307245
Human,Retinal pigment epithelium,RPE cells,RLBP1,33307245
Human,Retinal pigment epithelium,RPE cells,RPE65,33307245
Human,Retinal pigment epithelium,RPE cells,RGR,33307245
Human,Retinal pigment epithelium,RPE cells,RBP1,33307245
Human,Retinal pigment epithelium,RPE cells,BEST1,33307245
Human,Retinal pigment epithelium,RPE cells,SERPINF1,33307245
Human,Retina,RPE cells,LRAT,33307245
Human,Retina,RPE cells,RPE65,33307245
Human,Retina,RPE cells,DCT,33307245
Human,Retina,RPE cells,PAX6,33307245
Human,Retina,RPE cells,SOX1,33307245
Human,Retina,RPE cells,MDK,33307245
Human,Retina,RPE cells,CST3,33307245
Human,Retina,RPE cells,EFEMP1,33307245
Human,Retina,RPE cells,ITGAV,33307245
Human,Retina,RPE cells,CRISPLD1,33307245
Human,Retina,RPE cells,NDUFA4L2,33307245
Human,Retina,RPE cells,CA9,33307245
Human,Retina,RPE cells,PMEL,33307245
Human,Retina,RPE cells,MITF,33307245
Human,Retina,RPE cells,TYR,33307245
Human,Retina,RPE cells,TYRP1,33307245
Human,Retina,RPE cells,SOX4,33307245
Human,Retina,RPE cells,BMP7,33307245
Human,Retina,RPE cells,VIM,33307245
Human,Retina,RPE cells,GJA1,33307245
Human,Retina,RPE cells,PTN,33307245
Human,Retina,RPE cells,RLBP1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,BEST1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,VEGFA,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,ENPP2,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,TIMP3,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,TYRP1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,SOX11,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,PMEL,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,EFEMP1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,BMP7,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,VIM,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,GJA1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,PTN,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,INPP5K,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,RLBP1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,TTR,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,DCT,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,SERPINF1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,CST3,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,CRISPLD1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,WFDC1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,SH3BGRL3,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,TMSB4X,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,HSD17B2,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,TPM1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,MYL9,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,NDUFA4L2,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,BNIP3,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,CALD1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,FTH1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,CRYAB,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,MT-CYB,33307245
Human,Retinal Pigment Epithelium,Aged 5,PCCA,33307245
Human,Retinal Pigment Epithelium,Aged 5,WFDC1,33307245
Human,Retinal Pigment Epithelium,Aged 5,SERPINE2,33307245
Human,Retinal Pigment Epithelium,Aged 5,TMSB4X,33307245
Human,Retinal Pigment Epithelium,Aged 5,TTR,33307245
Human,Retinal Pigment Epithelium,Aged 5,SPON2,33307245
Human,Retinal Pigment Epithelium,Aged 2,DCT,33307245
Human,Retinal Pigment Epithelium,Aged 2,CALD1,33307245
Human,Retinal Pigment Epithelium,Aged 3,TTR,33307245
Human,Retinal Pigment Epithelium,Aged 3,SOX9,33307245
Human,Retinal Pigment Epithelium,Aged 3,RBP1,33307245
Human,Retinal Pigment Epithelium,Aged 3,SERPINF1,33307245
Human,Retinal Pigment Epithelium,Aged 4,VEGFA,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",TMSB4X,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3",CRYAB,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",MT1E,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",MT1F,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",MT1G,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",MT2A,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",DCT,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,MKI67,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,TOP2A,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,TPX2,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,PTTG1,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,PCLAF,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,RRM2,33307245
Human,Retinal Pigment Epithelium (RPE),Subpopulation Aged 3,PAX6,33307245
Human,Retinal Pigment Epithelium (RPE),All subpopulations,TYR,33307245
Human,Retinal Pigment Epithelium (RPE),"Subpopulations Common 5 and 6, all aged subpopulations",PMEL,33307245
Human,Retina,RPE cell,TTR,33307245
Human,Retina,RPE cell,RPE65,33307245
Human,Retina,RPE cell,BEST1,33307245
Human,Retina,RPE cell,CHRNA3,33307245
Human,Retina,RPE cell,RBP1,33307245
Human,Retina,RPE cell,MYRIP,33307245
Human,Retina,RPE cell,TFPI2,33307245
Human,Retina,RPE cell,PTGDS,33307245
Human,Retina,RPE cell,SERPINF1,33307245
Human,Retina,RPE cell,DUSP4,33307245
Human,Retina,RPE cell,GEM,33307245
Human,Retina,RPE cell,CRX,33307245
Human,Retina,RPE cell,DCT,33307245
Human,Retina,RPE cell,SFRP5,33307245
Human,Retina,RPE cell,TYRP1,33307245
Human,Retina,RPE cell,SLC6A15,33307245
Human,Retina,RPE cell,PMEL,33307245
Human,Retina,RPE cell,CST3,33307245
Human,Retina,RPE cell,CRISPLD1,33307245
Human,Retina,RPE cells,MT1E,33307245
Human,Retina,RPE cells,MT1F,33307245
Human,Retina,RPE cells,MT1G,33307245
Human,Retina,RPE cells,MT2A,33307245
Human,Retina,RPE cells,MT1X,33307245
Human,Retina,RPE cells,DCT,33307245
Human,Retina,RPE cells,MITF,33307245
Human,Retina,RPE cells,OTX2,33307245
Human,Retina,RPE cells,CTNNB1,33307245
Human,Retina,RPE cells,SOX11,33307245
Human,Retina,RPE cells,CST3,33307245
Human,Retina,RPE cell,SERPINF1,33307245
Human,Retina,RPE cell,BEST1,33307245
Human,Retina,RPE cell,TYR,33307245
Human,Retina,RPE cell,TTR,33307245
Human,Retina,RPE cell,RPE65,33307245
Human,Retina,RPE cell,SFRP2,33307245
Human,Retina,RPE cell,MKI67,33307245
Human,Retina,RPE cell,DCT,33307245
Human,Retina,RPE cell,PLTP,33307245
Human,Retina,RPE cell,RGR,33307245
Human,Retina,RPE cell,RLBP1,33307245
Human,Retina,RPE cell,LRAT,33307245
Human,Retina,RPE cell,PMEL,33307245
Human,Retina,RPE cell,TYRP1,33307245
Human,Retina,RPE cell,PTGDS,33307245
Human,Retina,RPE cell,INPP5K,33307245
Human,Retina,RPE cell,CST3,33307245
Human,Retina,RPE cell,ITGB8,33307245
Human,Retina,RPE cell,EFEMP1,33307245
Human,Retina,RPE cell,ITGAV,33307245
Human,Retina,RPE cell,CRISPLD1,33307245
Human,Retina,RPE cell,GULP1,33307245
Human,Retina,RPE cell,VEGFA,33307245
Human,Retina,RPE cell,CHRNA3,33307245
Human,Retina,RPE cell,RBP1,33307245
Human,Retina,RPE cell,MYRIP,33307245
Human,Retina,RPE cell,DUSP4,33307245
Human,Retina,RPE cell,GEM,33307245
Human,Retina,RPE cell,CRX,33307245
Human,Retina,RPE cell,TFPI2,33307245
Human,Retina,RPE cell,SFRP5,33307245
Human,Retina,RPE cell,SLC6A15,33307245
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),PDCD1,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),ENTPD1,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),TOX,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),CXCL13,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),TIGIT,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),CTLA4,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),HAVCR2,33332284
Human,Tumor,CD8 TILs,HAVCR2,33332284
Human,Tumor,CD8 TILs,PDCD1,33332284
Human,Tumor,CD8 TILs,TIGIT,33332284
Human,Tumor,CD8 TILs,CTLA4,33332284
Human,Tumor,CD8 TILs,ENTPD1,33332284
Human,Tumor,CD4 Tconv TILs,HAVCR2,33332284
Human,Tumor,CD4 Tconv TILs,PDCD1,33332284
Human,Tumor,CD4 Tconv TILs,TIGIT,33332284
Human,Tumor,CD4 Tconv TILs,CTLA4,33332284
Human,Tumor,CD4 Tconv TILs,ENTPD1,33332284
Human,Head and neck tumor,CD4 Tconv TILs,PDCD1,33332284
Human,Head and neck tumor,CD4 Tconv TILs,ENTPD1,33332284
Human,Head and neck tumor,CD4 Tconv TILs,HAVCR2,33332284
Human,Head and neck tumor,CD4 Tconv TILs,TIGIT,33332284
Human,Head and neck tumor,CD4 Tconv TILs,CTLA4,33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),ENTPD1 (CD39),33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),CTLA4,33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),HAVCR2 (TIM-3),33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),LAG3,33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),PDCD1,33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),TOX,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),ENTPD1,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),CTLA4,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),HAVCR2,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),LAG3,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),IL2RA,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),MHC class II presentation pathway genes,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),Metabolic pathway genes,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1-),CCR7,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1-),TCF7 (TCF-1),33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),S1PR1 (downmodulated),33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),CXCR6,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),SOX4,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),CXCL13,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),TOX,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),CD69,33332284
Human,Ovarian cancer,CD4 Tconv TILs,PDCD1,33332284
Human,Ovarian cancer,CD4 Tconv TILs,ENTPD1,33332284
Human,Tumor,CD8 TILs,PDCD1,33332284
Human,Tumor,CD8 TILs,ENTPD1,33332284
Human,Tumor,CD8 TILs,HAVCR2,33332284
Human,Tumor,CD4 TILs,PDCD1,33332284
Human,Tumor,CD4 TILs,ENTPD1,33332284
Human,Tumor,CD4 TILs,HAVCR2,33332284
Human,Tumor,CD8 TILs,TOX,33332284
Human,Tumor,CD8 TILs,SOX10,33332284
Human,Tumor,CD8 TILs,CXCL13,33332284
Human,Tumor,CD4 TILs,TOX,33332284
Human,Tumor,CD4 TILs,SOX10,33332284
Human,Tumor,CD4 TILs,CXCL13,33332284
Human,Tumor,CD8 TILs,ITGAE,33332284
Human,Tumor,CD8 TILs,CD69,33332284
Human,Tumor,CD8 TILs,ITGA1,33332284
Human,Tumor,CD4 TILs,CD69,33332284
Human,Tumor,CD4 TILs,CXCR6,33332284
Human,Tumor,CD4 TILs,S1PR1,33332284
Human,Tumor,CD4+ T cell,CD4,33332284
Human,Tumor,CD8+ T cell,CD8A,33332284
Human,Tumor,T cell,CD3,33332284
Human,Tumor,T cell,CD45RA,33332284
Human,Tumor,T cell,PDCD1,33332284
Human,Tumor,T cell,TIGIT,33332284
Human,Tumor,T cell,HAVCR2,33332284
Human,Tumor,T cell,ITGAE,33332284
Human,Tumor,T cell,ITGA1,33332284
Human,Tumor,T cell,CD69,33332284
Human,Tumor,T cell,ENTPD1,33332284
Human,Tumor,T cell,CTLA4,33332284
Human,Tumor,T cell,FOXP3,33332284
Human,Tumor,T cell,TOX,33332284
Human,Tumor,CD4+ TILs,IL2RA,33332284
Human,Tumor,CD4+ TILs,IL7R,33332284
Human,Retina,Rod photoreceptor,Rhodopsin (RHO),33513359
Human,Retina,Cone photoreceptor,S Opsin,33513359
Human,Retina,Cone photoreceptor,L/M Opsin (OPN1MW),33513359
Human,Retina,Photoreceptor,Peripherin2,33513359
Human,Retina,Photoreceptor,RCVRN,33513359
Human,Retinal organoids,Rod photoreceptor,GNGT1,33513359
Human,Retinal organoids,Rod photoreceptor,GNAT1,33513359
Human,Retinal organoids,Cone photoreceptor,ARR3,33513359
Human,Retinal organoids,Cone photoreceptor,PDE6H,33513359
Human,Retinal organoids,Photoreceptor,CRX,33513359
Human,Retinal organoids,Photoreceptor,RCVRN,33513359
Human,Retinal organoids,Rod photoreceptor,RHO,33513359
Human,Retinal organoids,Cone photoreceptor,OPN1MW3,33513359
Human,Retinal organoids,Photoreceptor cells,RHO,33513359
Human,Retinal organoids,Cone photoreceptor cells,L/M Opsin,33513359
Human,Retinal organoids,Cone photoreceptor cells,S Opsin,33513359
Human,Retinal organoids,Photoreceptor cells,RCVRN,33513359
Human,Retinal organoids,Photoreceptor cells,CRX,33513359
Human,Retinal organoids,Photoreceptor cells,CRX,33513359
Human,Retinal organoids,Photoreceptor cells,RCVRN,33513359
Human,Retinal organoids,Rod photoreceptor cells,GNGT1,33513359
Human,Retinal organoids,Rod photoreceptor cells,GNAT1,33513359
Human,Retinal organoids,Cone photoreceptor cells,ARR3,33513359
Human,Retinal organoids,Cone photoreceptor cells,PDE6H,33513359
Human,Retinal organoids,Rod photoreceptor cells,RHO,33513359
Human,Retinal organoids,Cone photoreceptor cells,L/M Opsin,33513359
Human,Tumor,Mast cells,TNF,33545035
Human,Tumor,Mast cells,VEGFA,33545035
Human,Tumor,cDCs (conventional dendritic cells),LAMP3,33545035
Human,Hepatocellular carcinoma,cDCs,MP3,33545035
Human,Multiple tissues,Resident tissue macrophages (RTMs),LYVE1,33545035
Human,Colon cancer,TAMs,SPP1,33545035
Human,Hepatocellular carcinoma,TAMs,FOLR2,33545035
Human,Uterus,Mast cell,TNF,33545035
Human,Uterus,Mast cell,VEGFA,33545035
Human,Thyroid tumor,Mast cell,TNF,33545035
Human,Thyroid tumor,Mast cell,VEGFA,33545035
Human,Tumor tissue,Macrophage,IL1B,33545035
Human,Multiple cancer types,cDCs,LAMP3,33545035
Human,Tumor,Monocytes,S100A8,33545035
Human,Tumor,Monocytes,S100A9,33545035
Human,Tumor,Monocytes,CSF3R,33545035
Human,Tumor or adjacent normal tissue,Monocytes,HLA-DQA1,33545035
Human,Tumor or adjacent normal tissue,Monocytes,HLA-DQB1,33545035
Human,Tumor or adjacent normal tissue,Monocytes,CD163,33545035
Human,Tumor or adjacent normal tissue,Monocytes,CD68,33545035
Human,Tumor,Monocytes,IL1B,33545035
Human,Tumor,Monocytes,CCL4,33545035
Human,Tumor,Monocytes,CXCL2,33545035
Human,Tumor,Monocytes,CXCR4,33545035
Human,Tumor,Monocytes,AREG,33545035
Human,Tumor,Monocytes,EGR1,33545035
Human,Tumor,Monocytes,NR4A1,33545035
Human,Tumor,Monocytes,NR4A2,33545035
Human,Tumor,Monocytes,NLRP3,33545035
Human,Tumor,Monocytes,NFKB1,33545035
Human,Tumor,Monocytes,NFKBIA,33545035
Human,Multiple cancer types,Macrophages,SPP1,33545035
Human,Multiple cancer types,Macrophages,C1QC,33545035
Human,Multiple cancer types,LYVE1+ Macrophages,LYVE1,33545035
Human,Non-cancer tissues,NLRP3+ Macrophages,NLRP3,33545035
Human,Tumor,SPP1+ TAMs,SPP1,33545035
Human,Tumor,C1QC+ TAMs,C1QC,33545035
Human,Tumor,ISG15+ TAMs,ISG15,33545035
Human,Tumor,FN1+ TAMs,FN1,33545035
Human,Tumor,RTMs,LYVE1,33545035
Human,Tumor,TAMs,C1QC,33545035
Human,Tumor,TAMs,FOLR2,33545035
Human,Tumor,Macrophages,SPP1,33545035
Human,KIDNEY tumor,TAMs,FN1,33545035
Human,KIDNEY tumor,TAMs,CD52,33545035
Human,SKCM tumor,Macrophages,VCAN,33545035
Human,Tumor,cDCs,LAMP3,33545035
Human,lung,"macrophage
```",PPARG,33545035
Human,lung,"macrophage
```",MARCO,33545035
Human,lung,"macrophage
```",MRC1,33545035
Human,lung,"macrophage
```",MSR1,33545035
Human,Retina,Retinal ganglion cells,CD171(L1CAM),33712461
Human,Lacrimal gland,Epithelial cell,PAX6,33730555
Human,Lacrimal gland,Epithelial cell,FOXC1,33730555
Human,Lacrimal gland,Epithelial cell,AQP5,33730555
Human,Lacrimal gland,Myoepithelial cell,ACTA2,33730555
Human,Lacrimal gland,Myoepithelial cell,MYH11,33730555
Human,Lacrimal gland,Myoepithelial cell,MYLK,33730555
Human,Lacrimal gland,Myoepithelial cell,TPM2,33730555
Human,Lacrimal gland,Endothelial cell,CDH5,33730555
Human,Lacrimal gland,Endothelial cell,PECAM1,33730555
Human,Lacrimal gland,Lymphocyte,PTPRC,33730555
Human,Lacrimal gland,Lymphocyte,CD2,33730555
Human,Lacrimal gland,Basal cell,TP63,33730555
Human,Lacrimal gland,Acinar cell,LTF,33730555
Human,Lacrimal gland,Acinar cell,LCN1,33730555
Human,Lacrimal gland,Acinar cell,LYZ,33730555
Human,Lacrimal gland,Acinar cell,PRR27,33730555
Human,Lacrimal gland,Acinar cell,LACRT,33730555
Human,Lacrimal gland,Acinar cell,SCGB1D1,33730555
Human,Lacrimal gland,Acinar cell,SCGB2A1,33730555
Human,Lacrimal gland,Acinar cell,CST1,33730555
Human,Lacrimal gland,Acinar cell,CST4,33730555
Human,Lacrimal gland,Acinar cell,HTN1,33730555
Human,Lacrimal gland,Acinar cell,SMR3A,33730555
Human,Lacrimal gland,Acinar cell,SMR3B,33730555
Human,Lacrimal gland,Ductal cell,LCN2,33730555
Human,Lacrimal gland,Ductal cell,WFDC2,33730555
Human,Lacrimal gland,Ductal cell,C3,33730555
Human,Lacrimal gland tissue,Acinar cell,LTF,33730555
Human,Lacrimal gland tissue,Acinar cell,PRR27,33730555
Human,Lacrimal gland tissue,Acinar cell,SCGB2A1,33730555
Human,Lacrimal gland tissue,Acinar cell,HTN1,33730555
Human,Lacrimal gland tissue,Ductal cell,LCN2,33730555
Human,Lacrimal gland tissue,Ductal cell,WFDC2,33730555
Human,Lacrimal gland organoid,Basal cell,KRT5,33730555
Human,Lacrimal gland organoid,Basal cell,KRT14,33730555
Human,Lacrimal gland organoid,Basal cell,NGFR,33730555
Human,Lacrimal gland organoid,Basal cell,TP63,33730555
Human,Lacrimal gland organoid,Acinar cell,BPIFA1,33730555
Human,Lacrimal gland organoid,Differentiated cell,AQP5,33730555
Human,Lacrimal gland organoid,Differentiated cell,F3,33730555
Human,Lacrimal gland organoid,Differentiated cell,MUC16,33730555
Human,Lacrimal gland organoid,Differentiated cell,MUC5AC,33730555
Human,Lacrimal gland organoid,Differentiated cell,PIGR,33730555
Human,Lacrimal gland,Ductal cell,LCN2,33730555
Human,Lacrimal gland,Ductal cell,WFDC2,33730555
Human,Lacrimal gland,Acinar cell,CHRM1,33730555
Human,Lacrimal gland,Ductal and acinar cells,VIPR1,33730555
Human,Lacrimal gland,Acinar cell,LYZ,33730555
Human,Lacrimal gland,Acinar cell,LTF,33730555
Human,Lacrimal gland,Acinar cell,LCN1,33730555
Human,Lacrimal gland,Ductal cell,LCN2,33730555
Human,Lacrimal gland,Ductal cell,C3,33730555
Human,Lacrimal gland,Ductal cell,WFDC2,33730555
Human,Lacrimal gland,Ductal progenitor,KRT5,33730555
Human,Lacrimal gland,Acinar cell,BPIFA1,33730555
Human,Esophagus (Barrett's Esophagus),Metaplastic cells,KRT8,33882290
Human,Esophagus (Barrett's Esophagus),Metaplastic cells,AGR2,33882290
Human,Esophagus (Barrett's Esophagus),Metaplastic cells,VIL1,33882290
Human,Esophagus (Barrett's Esophagus),Metaplastic cells,KRT7,33882290
Human,Esophagus (Barrett's Esophagus),Metaplastic cells,KRT20,33882290
Human,Esophagus,Barrett's Esophagus cells,KRT8,33882290
Human,Esophagus,Barrett's Esophagus cells,AGR2,33882290
Human,Esophagus,Barrett's Esophagus cells,VIL1,33882290
Human,Esophagus,Barrett's Esophagus cells,KRT7,33882290
Human,Esophagus,Barrett's Esophagus cells,KRT20,33882290
Human,Barrett's esophagus,Epithelial cells,Foxa2,33882290
Human,Barrett's esophagus,Epithelial cells,Agr2,33882290
Human,Barrett's esophagus,Epithelial cells,Muc2,33882290
Human,Esophagus,Columnar metaplasia cells,EpCam,33882290
Human,Esophagus,Columnar metaplasia cells,Krt8,33882290
Human,Esophagus,Columnar metaplasia cells,Sox9,33882290
Human,LGE (Lateral Ganglionic Eminence),D1-MSNs (D1 medium spiny neurons),ISL1,33958447
Human,LGE (Lateral Ganglionic Eminence),D2-MSNs (D2 medium spiny neurons),SIX3,33958447
Human,LGE (Lateral Ganglionic Eminence),MGE interneurons,NKX2-1,33958447
Human,LGE (Lateral Ganglionic Eminence),MGE interneurons,LHX6,33958447
Human,LGE (Lateral Ganglionic Eminence),MGE interneurons,LHX8,33958447
Human,LGE (Lateral Ganglionic Eminence),dorsal LGE (dLGE) interneurons,SP8,33958447
Human,LGE (Lateral Ganglionic Eminence),dorsal LGE (dLGE) interneurons,COUP-TFII (NR2F2),33958447
Human,LGE (Lateral Ganglionic Eminence),dorsal LGE (dLGE) interneurons,PAX6,33958447
Human,Striatum,Pre-MSN,OCT6 (POU3F1),33958447
Human,Striatum,Pre-MSN,ISL1,33958447
Human,Striatum,Pre-MSN,SIX3,33958447
Human,Striatum,Pre-MSN,BCL11B,33958447
Human,Striatum,D1-MSNs (patch cells),PDYN,33958447
Human,Striatum,D1-MSNs (patch cells),TSHZ1,33958447
Human,Striatum,D2-MSNs (patch cells),PDYN,33958447
Human,Striatum,D2-MSNs (patch cells),TSHZ1,33958447
Human,LGE (Lateral Ganglionic Eminence),Apical Progenitors,SALL3,33958447
Human,LGE (Lateral Ganglionic Eminence),Apical Progenitors,LINC01896,33958447
Human,Striatum,D1-MSNs,ZNF467,33958447
Human,Striatum,D2-MSNs,ZNF467,33958447
Human,Striatum,D1-MSNs,OCT6,33958447
Human,Striatum,D2-MSNs,OCT6,33958447
Human,Striatum,D1-MSNs,IKZF1,33958447
Human,Striatum,D2-MSNs,MAFB,33958447
Human,Brain,Medium Spiny Neurons (MSNs),PDYN,33958447
Human,Brain,Medium Spiny Neurons (MSNs),TSHZ1,33958447
Human,Brain,D1 MSNs,ISL1,33958447
Human,Brain,D2 MSNs,SIX3,33958447
Human,Cornea,qLSCs (quiescent Limbal Stem Cells),GPHA2,33984282
Human,Cornea,qLSCs (quiescent Limbal Stem Cells),IFITM3,33984282
Human,Colonic tissue,"CD8+ T cells (terminally differentiated, dysfunctional)",IL26,34163487
Human,Gallbladder cancer,Macrophage,CXCL10,34171432
Human,Gallbladder cancer,Treg,CXCR3,34171432
Human,Gallbladder cancer,Macrophage,CXCL10,34171432
Human,Gallbladder cancer,Treg,CXCR3,34171432
Human,Gallbladder cancer,Epithelial cell (subtype 1),KRT19,34171432
Human,Gallbladder cancer,Epithelial cell (subtype 1),EPCAM,34171432
Human,Gallbladder cancer,Epithelial cell (subtype 1),CLDN7,34171432
Human,Gallbladder cancer,Epithelial cell (subtype 1),CDH1,34171432
Human,Gallbladder cancer,Endothelial cell,PECAM1,34171432
Human,Gallbladder cancer,Endothelial cell,VWF,34171432
Human,Gallbladder cancer,Endothelial cell,ENG,34171432
Human,Gallbladder cancer,Adipocyte,FABP4,34171432
Human,Gallbladder cancer,Adipocyte,RBP7,34171432
Human,Gallbladder cancer,Adipocyte,CD36,34171432
Human,Gallbladder cancer,Pericyte,RGS5,34171432
Human,Gallbladder cancer,Pericyte,MYL9,34171432
Human,Gallbladder cancer,Pericyte,MYLK,34171432
Human,Gallbladder cancer,Pericyte,MCAM,34171432
Human,Gallbladder cancer,Fibroblast,COL14A1,34171432
Human,Gallbladder cancer,Fibroblast,MFAP5,34171432
Human,Gallbladder cancer,Fibroblast,IL6,34171432
Human,Gallbladder cancer,Fibroblast,PLA2G2A,34171432
Human,Gallbladder cancer,Fibroblast,CFD,34171432
Human,Gallbladder cancer,Fibroblast,DCN,34171432
Human,Gallbladder cancer,Fibroblast,CXCL14,34171432
Human,Gallbladder cancer,Myofibroblast,ACTA2,34171432
Human,Gallbladder cancer,Myofibroblast,MMP11,34171432
Human,Gallbladder cancer,Myofibroblast,CTHRC1,34171432
Human,Gallbladder cancer,Myofibroblast,COL1A1,34171432
Human,Gallbladder cancer,Myofibroblast,COL3A1,34171432
