ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
retina,early photoreceptor/cone cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: early photoreceptor/cone cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 4: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"eye photoreceptor cell
```",原始数据中提到的组织是视网膜（retina），而候选匹配中的组织“eye”是一个更广义的解剖学结构，包含视网膜。因此，“retina”更为准确。关于细胞类型，原始描述为“early photoreceptor/cone cells”，明确指向光感受器细胞（photoreceptor cell）中的锥形细胞（cone cells）。在候选细胞中，候选细胞 1 的描述“eye photoreceptor cell”和注释“retina - photoreceptor cells”最符合原始数据。,found
retina,early photoreceptor/cone cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: early photoreceptor/cone cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 4: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"eye photoreceptor cell
```",原始数据中提到的组织是视网膜（retina），而候选匹配中的“eye”是一个更广泛的解剖学结构，包含视网膜。因此，“retina”更为准确。原始细胞类型为“early photoreceptor/cone cells”，这表明细胞处于早期阶段且属于光感受器细胞类别。在候选细胞中，“eye photoreceptor cell”最符合这一描述，尽管它没有明确标注“early”，但它是唯一与光感受器相关的选项。,found
retina,neuronal/ganglion cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: neuronal/ganglion cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 3: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 4: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 5: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal ganglion cell
```","原始数据中提到的组织是 ""retina""，而候选匹配中的 ""eye"" 是更广义的解剖结构，包含 retina。因此，修正组织应选择 ""eye"" 以符合标准化标注。原始细胞类型为 ""neuronal/ganglion cells""，这明确指向视网膜神经节细胞（retinal ganglion cells）。在候选细胞中，候选细胞 1 的 cell_ontology_class='retinal ganglion cell' 和 free_annotation='retina - ganglion cells' 完全匹配原始描述，因此选择该细胞类型。",found
retina,neuronal/ganglion cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: neuronal/ganglion cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 3: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 4: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 5: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal ganglion cell
```",原始数据中提到的组织是 retina，而 retina 是 eye 的一部分，因此修正组织应为 eye。原始细胞类型标注为 neuronal/ganglion cells，这与候选细胞 1 的描述（retinal ganglion cell）完全一致，且符合原始数据中的信息。,found
retina,neuronal/ganglion cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: neuronal/ganglion cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 3: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 4: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 5: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal ganglion cell
```","原始数据中明确提到组织为视网膜（retina），细胞类型为神经元/神经节细胞（neuronal/ganglion cells）。在候选匹配中，""cell_ontology_class='retinal ganglion cell'"" 和 ""free_annotation='retina - ganglion cells'"" 最符合原始描述。此外，候选组织 ""eye"" 是视网膜的上一级解剖结构，因此更适合作为标准化的组织类型。",found
retina,neuronal/ganglion cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: neuronal/ganglion cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 3: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 4: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 5: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"retinal ganglion cell
```",原始数据中提到的组织是视网膜（retina），而候选匹配中的“eye”是一个更广义的解剖结构，包含视网膜。因此，“retina”更为准确。对于细胞类型，原始数据标注为“neuronal/ganglion cells”，这明确指向视网膜神经节细胞（retinal ganglion cell）。候选细胞 1 的描述与原始数据完全一致，包括其细胞本体分类和自由注释。,found
retina,neuronal/ganglion cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: neuronal/ganglion cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 3: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 4: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 5: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"retinal ganglion cell
```","原始数据中提到的组织是 ""retina""，而候选匹配中的 ""eye"" 是更广泛的解剖学结构，包含 retina。因此，修正组织应选择更具体的 ""retina""。原始细胞类型标注为 ""neuronal/ganglion cells""，这与候选细胞 1 的描述 ""retinal ganglion cell"" 高度一致，且其自由注释 ""retina - ganglion cells"" 也完全匹配原始数据。",found
retina,late cone cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: late cone cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 4: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```","原始数据中提到的 ""retina"" 是眼（eye）的一部分，因此更合适的组织类型是 ""eye""。原始细胞类型 ""late cone cells"" 指的是视锥细胞的一种发育阶段，而视锥细胞属于光感受器细胞（photoreceptor cell）。在候选匹配中，""eye photoreceptor cell"" 最符合这一描述。",found
retina,late cone cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: late cone cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 4: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```","原始数据中的组织类型为 ""retina""，这与候选组织 ""eye"" 是一致的，因为视网膜是眼睛的一部分。原始细胞类型为 ""late cone cells""，指的是视锥细胞的一种发育阶段或状态。在候选匹配中，最接近的描述是 ""eye photoreceptor cell""，因为视锥细胞属于光感受器细胞的一种。其他候选细胞类型（如视网膜神经节细胞、视网膜色素上皮细胞等）并不符合原始数据中的细胞描述。",found
retina,proliferating cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: proliferating cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 3: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 4: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"proliferating retinal cells
```",原始数据中提到的组织是“retina”，这在解剖学上是“eye”的一部分，因此候选组织“eye”是合适的修正。关于细胞类型，“proliferating cells”是一个泛指的描述，未具体限定某种特定细胞类型，但根据候选匹配中的选项，视网膜中多种细胞类型均可能具有增殖能力（如视网膜前体细胞或某些胶质细胞）。然而，原始信息并未明确指向某一具体细胞类型，因此选择保留更广义的描述。,found
retina,hypoxic cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: hypoxic cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 3: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 4: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 5: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"hypoxic cells
```",原始数据中提到的组织是“retina”，它属于“eye”的一部分，因此“eye”作为修正后的组织类型更为准确。关于细胞类型，“hypoxic cells”描述的是缺氧状态下的细胞，但并未具体指明细胞类型。在候选匹配中，没有直接提到缺氧状态的特定细胞类型，因此无法明确归类到某一具体细胞类型（如光感受器细胞、水平细胞等）。基于此，原始细胞类型的描述需要保留为更广义的“hypoxic cells”。,found
retina,monocyte/microglia cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: monocyte/microglia cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 2: cell_ontology_class='monocyte', free_annotation='monocytes'
  候选细胞 3: cell_ontology_class='monocyte', free_annotation='monocyte'
  候选细胞 4: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 5: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"microglial cell
```",原始数据中提到的组织是视网膜（retina），它属于眼睛（eye）的一部分，因此修正组织应为“eye”。原始细胞类型标注为“monocyte/microglia cells”，结合候选匹配，最合适的细胞类型是“microglial cell”，因为小胶质细胞（microglia）是视网膜中的常驻免疫细胞，与单核细胞（monocyte）不同。此外，候选细胞 1 的 free_annotation 明确标注了“retina - microglia”，进一步支持这一选择。,found
retina,monocyte/microglia cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: monocyte/microglia cells

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 2: cell_ontology_class='monocyte', free_annotation='monocytes'
  候选细胞 3: cell_ontology_class='monocyte', free_annotation='monocyte'
  候选细胞 4: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 5: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"microglial cell
```",原始数据中提到的组织是视网膜（retina），它属于眼睛（eye）的一部分，因此修正组织应为“eye”。原始细胞类型标注为“monocyte/microglia cells”，这表明可能是单核细胞或小胶质细胞。根据候选匹配，候选细胞 1 的描述明确指出“microglial cell”且标注为“retina - microglia”，与原始数据最为一致。小胶质细胞是视网膜中常驻的免疫细胞，而单核细胞通常是外周血来源的细胞，因此更倾向于选择小胶质细胞作为最合适的细胞类型。,found
retina,t-lymphocytes,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: t-lymphocytes

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t cell'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='t cell', free_annotation='t lymphocytes'
```",原始数据中的组织类型为 retina（视网膜），它属于 eye（眼睛）的一部分，因此候选组织 1（eye）是更合适的匹配。原始细胞类型为 t-lymphocytes，与候选细胞 1 至 4 的描述一致，均指向 T 细胞（t cell）。为了标准化标注，选择 free_annotation 最接近原始标注的候选细胞 1（free_annotation='t lymphocytes'）。,found
retina,t-lymphocytes,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: t-lymphocytes

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t cell'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"t cell
```","原始数据中组织类型为 retina（视网膜），它属于 eye（眼睛）的一部分，因此候选组织 1 ""eye"" 更符合解剖学定义。原始细胞类型为 t-lymphocytes，与候选细胞中的 ""t cell"" 是同一种细胞类型的不同表述方式。根据标准化标注原则，应选择更通用的术语 ""t cell"" 作为修正后的细胞类型。",found
retina,ganglion cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: ganglion cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 3: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal ganglion cell
```",原始数据中明确标注了组织为“retina”和细胞类型为“ganglion cell”。在候选匹配中，候选组织“eye”是更广泛的解剖学结构，包含了“retina”，因此可以接受。候选细胞 1 的“cell_ontology_class='retinal ganglion cell'”与原始细胞类型“ganglion cell”完全一致，并且其自由注释“retina - ganglion cells”也与原始数据吻合，因此是最合适的匹配。,found
retina,cone cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: cone cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"eye photoreceptor cell
```",原始数据中提到的组织是视网膜（retina），而候选组织“eye”是一个更广义的解剖结构，包含视网膜。根据具体性原则，应选择与原始标注一致的“retina”。对于细胞类型，原始标注为“cone cell”，这是一种光感受器细胞（photoreceptor cell）。在候选匹配中，“eye photoreceptor cell”最符合这一描述，并且其自由注释“retina - photoreceptor cells”也明确指向视网膜中的光感受器细胞。,found
retina,cone cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: cone cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```","原始数据中提到的组织是视网膜（retina），细胞类型是视锥细胞（cone cell）。在候选匹配中，""eye photoreceptor cell"" 是最接近的细胞类型，因为视锥细胞属于光感受器细胞的一种。此外，候选组织 ""eye"" 是视网膜所属的更大结构，因此更符合标准化标注的要求。",found
retina,cone cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: cone cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```","原始数据中提到的组织是视网膜（retina），细胞类型是视锥细胞（cone cell）。在候选匹配中，""eye photoreceptor cell"" 是最接近的细胞类型，因为视锥细胞属于光感受器细胞的一种。此外，视网膜是眼睛（eye）的一部分，因此将组织修正为 ""eye"" 更加准确和标准化。",found
retina,cone cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: cone cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
```","原始数据中明确标注了组织为视网膜（retina），细胞类型为视锥细胞（cone cell）。在候选匹配中，""eye photoreceptor cell"" 是最接近的细胞类型，因为视锥细胞属于光感受器细胞的一种。此外，候选组织 ""eye"" 是视网膜所属的更大结构，符合解剖学层级关系。",found
retina,cone cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: cone cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='eye photoreceptor cell'
```","原始数据中明确标注了组织为视网膜（retina），细胞类型为视锥细胞（cone cell）。在候选匹配中，""eye photoreceptor cell"" 是最符合的细胞类型，因为视锥细胞属于光感受器细胞的一种。此外，候选组织 ""eye"" 更加广泛且涵盖了视网膜（retina），因此更适合标准化标注。",found
retina,cone cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: cone cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"eye photoreceptor cell
```","原始数据中提到的组织是视网膜（retina），而候选组织 ""eye"" 是更广义的解剖结构，包含视网膜。因此，原始组织 ""retina"" 更为准确。原始细胞类型为 ""cone cell""（视锥细胞），这是一种光感受器细胞，属于视网膜中的光感受器细胞类别。在候选匹配中，""eye photoreceptor cell"" 最符合视锥细胞的定义，并且其自由注释 ""retina - photoreceptor cells"" 也与原始数据一致。",found
