ori_tissue,ori_cell_type,search_result
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=pancreas, cell_ontology_class=t cell, free_annotation=t cells"
esophagus,mast cell,"organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=pancreas, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=pancreas, cell_ontology_class=mast cell, free_annotation=mast cell"
esophagus,esophageal epithelial cell,"organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell"
esophagus,plasma cell,"organ_tissue=fat, cell_ontology_class=plasma cell, free_annotation=plasma cells; organ_tissue=fat, cell_ontology_class=plasma cell, free_annotation=plasma; organ_tissue=fat, cell_ontology_class=plasma cell, free_annotation=plasma cell; organ_tissue=pancreas, cell_ontology_class=plasma cell, free_annotation=plasma; organ_tissue=pancreas, cell_ontology_class=plasma cell, free_annotation=plasma cells"
esophagus,endothelial cell,"organ_tissue=pancreas, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=pancreas, cell_ontology_class=endothelial cell, free_annotation=endothelial cells"
esophagus,epithelial cell,"organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell"
esophagus,goblet cell,"organ_tissue=trachea, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=large_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=small intestine goblet cell, free_annotation=goblet cell; organ_tissue=lung, cell_ontology_class=respiratory goblet cell, free_annotation=respiratory goblet cell"
esophagus,goblet cell,"organ_tissue=trachea, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=large_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=small intestine goblet cell, free_annotation=goblet cell; organ_tissue=lung, cell_ontology_class=respiratory goblet cell, free_annotation=respiratory goblet cell"
esophagus,glandular barrett's esophagus cell,"organ_tissue=bladder, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=bladder, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=bladder, cell_ontology_class=macrophage, free_annotation=tissue resident macrophage; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophages"
esophagus,goblet cell,"organ_tissue=trachea, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=large_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=small intestine goblet cell, free_annotation=goblet cell; organ_tissue=lung, cell_ontology_class=respiratory goblet cell, free_annotation=respiratory goblet cell"
esophagus,epithelial cell,"organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell"
esophagus,goblet cell,"organ_tissue=trachea, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=large_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=small intestine goblet cell, free_annotation=goblet cell; organ_tissue=lung, cell_ontology_class=respiratory goblet cell, free_annotation=respiratory goblet cell"
esophagus,epithelial cell,"organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell"
esophagus,stratified esophageal cell,"organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophages"
esophagus,goblet cell,"organ_tissue=trachea, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=large_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=small intestine goblet cell, free_annotation=goblet cell; organ_tissue=lung, cell_ontology_class=respiratory goblet cell, free_annotation=respiratory goblet cell"
blood,b cell,"organ_tissue=blood, cell_ontology_class=memory b cell, free_annotation=memory b cell; organ_tissue=blood, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=lung, cell_ontology_class=b cell, free_annotation=b cells"
esophagus,b cell,"organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b_cells"
esophagus,b cell,"organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b_cells"
esophagus,b cell,"organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b_cells"
esophagus,b cell,"organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b_cells"
esophagus,b cell,"organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=fat, cell_ontology_class=b cell, free_annotation=b_cells"
esophagus,endothelial cell,"organ_tissue=pancreas, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=pancreas, cell_ontology_class=endothelial cell, free_annotation=endothelial cells"
esophagus,epithelial cell,"organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,epithelial cell,"organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell"
esophagus,myeloid cell,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=sorted myeloid"
esophagus,endothelial cell,"organ_tissue=pancreas, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=pancreas, cell_ontology_class=endothelial cell, free_annotation=endothelial cells"
esophagus,endothelial cell,"organ_tissue=pancreas, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=pancreas, cell_ontology_class=endothelial cell, free_annotation=endothelial cells"
esophagus,epithelial cell,"organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,myeloid cell,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=sorted myeloid"
esophagus,myeloid cell,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=sorted myeloid"
esophagus,t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=pancreas, cell_ontology_class=t cell, free_annotation=t cells"
esophagus,pericyte,"organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericytes; organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericyte; organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericyte cell; organ_tissue=tongue, cell_ontology_class=pericyte cell, free_annotation=pericytes; organ_tissue=tongue, cell_ontology_class=pericyte cell, free_annotation=pericyte"
esophagus,myeloid cell,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=sorted myeloid"
esophagus,pericyte,"organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericytes; organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericyte; organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericyte cell; organ_tissue=tongue, cell_ontology_class=pericyte cell, free_annotation=pericytes; organ_tissue=tongue, cell_ontology_class=pericyte cell, free_annotation=pericyte"
esophagus,endothelial cell,"organ_tissue=pancreas, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cells; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial cell; organ_tissue=pancreas, cell_ontology_class=endothelial cell, free_annotation=endothelial cells"
esophagus,fibroblastic reticular cell,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,myeloid cell,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=sorted myeloid"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,epithelial cell,"organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=tongue, cell_ontology_class=epithelial cell, free_annotation=other epithelial cell"
esophagus,t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=pancreas, cell_ontology_class=t cell, free_annotation=t cells"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=pancreas, cell_ontology_class=t cell, free_annotation=t cells"
esophagus,fibroblastic reticular cell,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,myeloid cell,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=sorted myeloid"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,pericyte,"organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericytes; organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericyte; organ_tissue=lung, cell_ontology_class=pericyte cell, free_annotation=pericyte cell; organ_tissue=tongue, cell_ontology_class=pericyte cell, free_annotation=pericytes; organ_tissue=tongue, cell_ontology_class=pericyte cell, free_annotation=pericyte"
esophagus,t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=pancreas, cell_ontology_class=t cell, free_annotation=t cells"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,myeloid cell,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=sorted myeloid; organ_tissue=heart, cell_ontology_class=macrophage, free_annotation=sorted myeloid"
retina,t cell,"organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=skin, cell_ontology_class=t cell, free_annotation=t cells"
retina,t cell,"organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=skin, cell_ontology_class=t cell, free_annotation=t cells"
eye,iris puttative stem cell,"organ_tissue=eye, cell_ontology_class=limbal stem cell, free_annotation=limbal stem cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells"
eye,smooth muscle cell,"organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cells; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cell; organ_tissue=skin, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cells; organ_tissue=skin, cell_ontology_class=smooth muscle cell, free_annotation=smooth muscle cell; organ_tissue=muscle, cell_ontology_class=smooth muscle cell, free_annotation=smooth_muscle_cells"
eye,iris puttative stem cell,"organ_tissue=eye, cell_ontology_class=limbal stem cell, free_annotation=limbal stem cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells"
eye,iris puttative stem cell,"organ_tissue=eye, cell_ontology_class=limbal stem cell, free_annotation=limbal stem cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells"
eye,retina ganglion cell,"organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells"
eye,rod cell,"organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells"
eye,activated t cell,"organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t lymphocytes"
eye,schwann cell,"organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells"
eye,bipolar cell,"organ_tissue=eye, cell_ontology_class=retinal bipolar neuron, free_annotation=retina - bipolar cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b_cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b lymphocytes"
eye,schwann cell,"organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells"
eye,mueller glia cell,"organ_tissue=eye, cell_ontology_class=muller cell, free_annotation=retina - muller glia; organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell"
eye,rod cell,"organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells"
eye,retina ganglion cell,"organ_tissue=eye, cell_ontology_class=retinal ganglion cell, free_annotation=retina - ganglion cells; organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=eye, cell_ontology_class=microglial cell, free_annotation=retina - microglia; organ_tissue=eye, cell_ontology_class=retina horizontal cell, free_annotation=retina - horizontal cells"
eye,rod cell,"organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells"
eye,ciliary body cell,"organ_tissue=eye, cell_ontology_class=ciliary body, free_annotation=ciliary body cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=eye, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=eye, cell_ontology_class=b cell, free_annotation=b cell; organ_tissue=eye, cell_ontology_class=mast cell, free_annotation=mast cells"
