ori_tissue,ori_cell_type,search_result
esophageal tissue,macrophage,"organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophage"
esophageal tissue,dendritic cell (dc),"organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=liver, cell_ontology_class=liver dendritic cell, free_annotation=dendritic cell; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=eye, cell_ontology_class=dendritic cell, free_annotation=dendritic cell"
esophageal tissue,macrophage,"organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophage"
esophageal tissue,nkt/cd8+ t cells,"organ_tissue=trachea, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=kidney, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=small_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
esophageal tissue,nkt/cd8+ t cells,"organ_tissue=trachea, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=kidney, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=small_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
esophageal tissue,nkt/cd8+ t cells,"organ_tissue=trachea, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=kidney, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=small_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
esophageal tissue,regulated/cd4+ t cells,"organ_tissue=trachea, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=trachea, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive alpha-beta t cell, free_annotation=cd4-positive alpha-beta thymocyte"
esophageal tissue,regulated/cd4+ t cells,"organ_tissue=trachea, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=trachea, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive alpha-beta t cell, free_annotation=cd4-positive alpha-beta thymocyte"
esophageal tissue,regulated/cd4+ t cells,"organ_tissue=trachea, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=trachea, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive alpha-beta t cell, free_annotation=cd4-positive alpha-beta thymocyte"
esophageal tissue,t follicular helper cells,"organ_tissue=thymus, cell_ontology_class=t follicular helper cell, free_annotation=t follicular helper cell-like; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell"
esophageal tissue,t follicular helper cells,"organ_tissue=thymus, cell_ontology_class=t follicular helper cell, free_annotation=t follicular helper cell-like; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell"
esophageal tissue,t follicular helper cells,"organ_tissue=thymus, cell_ontology_class=t follicular helper cell, free_annotation=t follicular helper cell-like; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell"
esophageal tissue,macrophages (phase 3),"organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophage"
esophageal tissue,macrophages (phase 3),"organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophage"
esophageal tissue,macrophages (phase 3),"organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=trachea, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=lung, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophage"
esophageal tissue,nkt/cd8+ t cells,"organ_tissue=trachea, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=kidney, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=small_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
esophageal tissue,nkt/cd8+ t cells,"organ_tissue=trachea, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=kidney, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=small_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
esophageal tissue,nkt/cd8+ t cells,"organ_tissue=trachea, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=kidney, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=small_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
blood,circulating tumor cell,"organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=blood, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=blood, cell_ontology_class=plasma cell, free_annotation=plasma cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells"
blood,circulating tumor cell,"organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=blood, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=blood, cell_ontology_class=plasma cell, free_annotation=plasma cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells"
blood,circulating tumor cell,"organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=blood, cell_ontology_class=hematopoietic stem cell, free_annotation=hematopoietic stem cell; organ_tissue=blood, cell_ontology_class=plasma cell, free_annotation=plasma cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells"
blood,cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells; organ_tissue=thymus, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
blood,cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell; organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
blood,mait cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes"
blood,mait cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes"
blood,"cytotoxic cd4+ t cells (cd4 ctl, c13 cluster)","organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells"
blood,"cytotoxic cd4+ t cells (cd4 ctl, c13 cluster)","organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells"
blood,"cytotoxic cd4+ t cells (cd4 ctl, c13 cluster)","organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells"
blood,"cytotoxic cd4+ t cells (cd4 ctl, c13 cluster)","organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells"
brain vessels,cd8+ t cells,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
brain vessels,cd8+ t cells,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
brain vessels,cd8+ t cells,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
brain vessels,cd8+ t cells,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
brain vessels,cd8+ t cells,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
brain vessels,cd8+ t cells,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
brain vessels,cd8+ t cells,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
brain vessels,cd8+ t cells,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=eye, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
brain vessels,cd4 ctls,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=eye, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,cd4 ctls,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=eye, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,cd4 ctls,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=eye, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,cd4 ctls,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=eye, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,cd4 ctls,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=eye, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,cd4 ctls,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=eye, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,cd4 ctls,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=eye, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,cd4 ctls,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=eye, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,central memory cd8+ t cells,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,central memory cd8+ t cells,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,central memory cd8+ t cells,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,central memory cd8+ t cells,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
brain vessels,central memory cd8+ t cells,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=lymph_node, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
peripheral blood,naïve cd4+ t cell,"organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
peripheral blood,naïve cd4+ t cell,"organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
peripheral blood,naïve cd4+ t cell,"organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
