original,corrected,candidates,reason
LFA-1,ITGAL,"[{'symbol': 'ITGAL', 'alias_symbol': 'LFA-1 LFA1A', 'prev_symbol': 'CD11A', 'name': 'integrin subunit alpha L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ITGB2', 'alias_symbol': 'LFA-1 MAC-1', 'prev_symbol': 'CD18 MFI7', 'name': 'integrin subunit beta 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MIR1-1', 'alias_symbol': 'hsa-mir-1-1', 'prev_symbol': 'MIRN1-1', 'name': 'microRNA 1-1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGHVII-1-1', 'alias_symbol': 'IGHV(II)-1-1', 'prev_symbol': '', 'name': 'immunoglobulin heavy variable (II)-1-1 (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP10-1', 'alias_symbol': 'KAP10.1 KAP18.1', 'prev_symbol': 'KRTAP18-1', 'name': 'keratin associated protein 10-1', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，""ITGAL""的别名(alias_symbol)包含""LFA-1""，这与原始标记完全匹配。因此，选择""ITGAL""作为标准化结果。"
CD18,ITGB2,"[{'symbol': 'ITGB2', 'alias_symbol': 'LFA-1 MAC-1', 'prev_symbol': 'CD18 MFI7', 'name': 'integrin subunit beta 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'prev_symbol'字段包含""CD18""，这与原始标记完全匹配。因此，选择该候选信息的'symbol'字段值""ITGB2""作为标准化结果。"
CD235a,GYPA,"[{'symbol': 'GYPA', 'alias_symbol': 'GPA MN CD235a PAS-2', 'prev_symbol': 'MNS', 'name': 'glycophorin A (MNS blood group)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OLR', 'alias_symbol': 'OriL', 'prev_symbol': 'MTOLR', 'name': 'mitochondrially encoded light strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目 {'symbol': 'GYPA', 'alias_symbol': 'GPA MN CD235a PAS-2'} 的 alias_symbol 包含原始标记 ""CD235a""，因此可以确定该条目与原始标记最匹配。根据规则，选择其 'symbol' 作为标准化结果。"
PRNT3,PRNT3,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，未找到与原始标记""PRNT3""相关的任何匹配信息，包括symbol、alias_symbol、prev_symbol等字段。因此无法将""PRNT3""标准化为候选信息中的任何symbol。"
CD326,EPCAM,"[{'symbol': 'EPCAM', 'alias_symbol': 'Ly74 TROP1 GA733-2 EGP34 EGP40 EGP-2 KSA CD326 Ep-CAM HEA125 KS1/4 MK-1 MH99 MOC31 MOC-31 323/A3 17-1A TACST-1 CO-17A ESA BerEp4 Ber-Ep4', 'prev_symbol': 'M4S1 MIC18 TACSTD1', 'name': 'epithelial cell adhesion molecule', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个条目 {'symbol': 'EPCAM', ...} 的 'alias_symbol' 包含了原始标记 ""CD326""，这表明 ""CD326"" 是该基因的一个别名。因此，选择其 'symbol' 作为标准化结果。"
CD11a-d,ITGAL,"[{'symbol': 'ITGAL', 'alias_symbol': 'LFA-1 LFA1A', 'prev_symbol': 'CD11A', 'name': 'integrin subunit alpha L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'APOD', 'alias_symbol': 'Apo-D', 'prev_symbol': '', 'name': 'apolipoprotein D', 'alias_name': '', 'prev_name': ''}, {'symbol': 'SNAR-D', 'alias_symbol': '', 'prev_symbol': '', 'name': 'small NF90 (ILF3) associated RNA D', 'alias_name': '', 'prev_name': ''}, {'symbol': 'SFTPD', 'alias_symbol': 'SP-D COLEC7', 'prev_symbol': 'SFTP4', 'name': 'surfactant protein D', 'alias_name': '', 'prev_name': ''}, {'symbol': 'VEGFD', 'alias_symbol': 'VEGF-D', 'prev_symbol': 'FIGF', 'name': 'vascular endothelial growth factor D', 'alias_name': '', 'prev_name': ''}]",在候选信息中，第一个候选信息的'prev_symbol'为'CD11A'，与原始标记'CD11a-d'部分匹配。虽然原始标记包含额外的'-d'后缀，但这是最接近的匹配项，因此选择其'symbol'作为标准化结果。
CD144,CDH5,"[{'symbol': 'CDH5', 'alias_symbol': '7B4 CD144', 'prev_symbol': '', 'name': 'cadherin 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-LIPCAR', 'alias_symbol': 'uc022bqs.1 LIPCAR', 'prev_symbol': '', 'name': 'mitochondrially encoded long non-coding cardiac associated RNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'symbol'为'CDH5'，其'alias_symbol'包含'CD144'，这表明'CD144'是'CDH5'的一个别名。因此，原始标记'CD144'可以标准化为'CDH5'。
CTGF,CCN2,"[{'symbol': 'CCN2', 'alias_symbol': 'IGFBP8', 'prev_symbol': 'CTGF', 'name': 'cellular communication network factor 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CCN5', 'alias_symbol': 'CT58 CTGF-L WISP-2', 'prev_symbol': 'WISP2', 'name': 'cellular communication network factor 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'CCN2', 'alias_symbol': 'IGFBP8', 'prev_symbol': 'CTGF', ...} 明确包含'prev_symbol': 'CTGF'，这表明该条目的标准化符号'symbol'为'CCN2'是原始标记""CTGF""的正确标准化结果。其他条目与""CTGF""无关。"
CPODXL,CPODXL,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""CPODXL""在候选信息列表中未找到与其匹配的'symbol'、'alias_symbol'或'prev_symbol'。因此，无法将其标准化为候选信息中的任何结果。"
CSTV,CSTV,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""CSTV""在候选信息列表中没有任何匹配的'symbol'、'alias_symbol'、'prev_symbol'、'name'、'alias_name'或'prev_name'。因此无法找到与之匹配的标准化结果。"
Brn3a,POU4F1,"[{'symbol': 'POU4F1', 'alias_symbol': 'RDC-1', 'prev_symbol': 'BRN3A', 'name': 'POU class 4 homeobox 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HPR', 'alias_symbol': 'HPR', 'prev_symbol': 'MTHPR', 'name': 'mitochondrially encoded replication primer', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND3', 'alias_symbol': 'ND3 NAD3', 'prev_symbol': 'MTND3', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND2', 'alias_symbol': 'ND2 NAD2', 'prev_symbol': 'MTND2', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'prev_symbol'字段为'BRN3A'，与原始标记""Brn3a""完全匹配（不区分大小写）。因此，选择该候选信息的'symbol'字段作为标准化结果。"
Brn3b,POU4F2,"[{'symbol': 'POU4F2', 'alias_symbol': 'Brn-3b', 'prev_symbol': 'BRN3B', 'name': 'POU class 4 homeobox 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HPR', 'alias_symbol': 'HPR', 'prev_symbol': 'MTHPR', 'name': 'mitochondrially encoded replication primer', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND3', 'alias_symbol': 'ND3 NAD3', 'prev_symbol': 'MTND3', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'symbol'为'POU4F2'，其'alias_symbol'包含'Brn-3b'，这与原始标记'Brn3b'高度匹配（仅存在格式上的差异，例如连字符）。因此，选择该候选信息的'symbol'作为标准化结果。
Trp63,Trp63,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一个条目的'symbol'、'alias_symbol'、'prev_symbol'或'name'字段与原始标记""Trp63""匹配。因此，无法找到合适的标准化结果。"
H3K4me3,H3K4me3,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""H3K4me3""是组蛋白H3第4位赖氨酸三甲基化的简称，与候选信息列表中提供的线粒体基因和脂肪酸脱氢酶基因完全无关。因此，无法在候选信息中找到匹配项。"
6-Oct,POU5F1,"[{'symbol': 'PLXNA2', 'alias_symbol': 'OCT FLJ11751 FLJ30634 KIAA0463', 'prev_symbol': 'PLXN2', 'name': 'plexin A2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'POU5F1', 'alias_symbol': 'OCT3 Oct4 MGC22487 OCT-4 Oct3/4', 'prev_symbol': 'OTF3', 'name': 'POU class 5 homeobox 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP10-6', 'alias_symbol': 'KRTAP18.6 KAP18.6 KAP10.6', 'prev_symbol': 'KRTAP18-6', 'name': 'keratin associated protein 10-6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP19-6', 'alias_symbol': 'KAP19.6', 'prev_symbol': '', 'name': 'keratin associated protein 19-6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MIR1302-6', 'alias_symbol': 'hsa-mir-1302-6', 'prev_symbol': 'MIRN1302-6', 'name': 'microRNA 1302-6', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，""POU5F1""的别名中包含""OCT3""和""Oct4""，这些是与""6-Oct""最接近的匹配。尽管没有完全一致的别名，但""OCT""作为基因标记的常见前缀，表明""POU5F1""是最相关的标准化结果。"
hfb_G_000352,hfb_G_000352,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""hfb_G_000352""与候选信息中的任何符号、别名或名称均无明显匹配关系。经过逐一比对，候选信息列表中没有与该原始标记相关的基因符号或名称，因此无法找到匹配项。"
Dsg1a,Dsg1a,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在提供的候选信息列表中，没有任何一个条目的symbol、alias_symbol、prev_symbol或name与原始标记""Dsg1a""匹配。因此无法找到合适的标准化结果。"
Cld4,Cld4,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""Cld4""与候选信息中的任何'symbol'、'alias_symbol'、'prev_symbol'均无匹配，因此无法找到合适的标准化结果。"
TCR¦Â,TCR¦Â,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""TCR¦Â""与候选信息列表中的所有条目均无明显匹配。候选信息中没有任何符号、别名或名称与""TCR¦Â""相关，因此无法找到合适的标准化结果。"
TCR¦Á,TCR¦Á,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""TCR¦Á""与候选信息列表中的所有条目（包括symbol、alias_symbol、prev_symbol等字段）均无明显匹配关系。经过逐一比对，未发现任何候选信息与原始标记相关联，因此无法找到合适的标准化结果。"
CD206,MRC1,"[{'symbol': 'MRC1', 'alias_symbol': 'CLEC13D CD206 bA541I19.1 CLEC13DL', 'prev_symbol': 'MRC1L1', 'name': 'mannose receptor C-type 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'MRC1', 'alias_symbol': 'CLEC13D CD206 bA541I19.1 CLEC13DL'}的'alias_symbol'字段包含原始标记""CD206""，因此可以确定该条目与原始标记最匹配。根据规则，应选择其'symbol'字段""MRC1""作为标准化结果。"
CD25,IL2RA,"[{'symbol': 'IL2RA', 'alias_symbol': 'CD25', 'prev_symbol': 'IL2R IDDM10', 'name': 'interleukin 2 receptor subunit alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ISG20', 'alias_symbol': 'HEM45 CD25', 'prev_symbol': '', 'name': 'interferon stimulated exonuclease gene 20', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'alias_symbol'字段明确包含'CD25'，且其'symbol'为'IL2RA'，这表明'IL2RA'是'CD25'的标准化基因符号。其他候选信息中虽然也有提到'CD25'（如第二个候选信息的'alias_symbol'字段），但它们的'symbol'与'CD25'并不匹配，因此最合适的标准化结果是'IL2RA'。
