marker,in_mygene
GZMK,True
IFNG,True
NKG7,True
SA100A9,False
MIF,True
ALCAM,True
COPA,True
CD74,True
LGALS9,True
NECTIN2,True
HAVCR2,True
CD45RA+CCR7+,False
CD45RA-CCR7+,False
CD45RA-CCR7-,False
CD45RA+CCR7-,False
CD27-IgD+,False
CD27+IgD+,False
CD27+IgD-,False
CD24lowCD38high,False
CD14+,False
MCSP,False
MCAM,True
LNGFR,False
BRAFV600E,False
MCSP,False
MCAM,True
LNGFR,False
BRAF,True
MCSP,False
MCAM,True
LNGFR,False
MCSP,False
MCAM,True
LNGFR,False
DLL4,True
VEGFR2,False
UNC5B,True
ESM1,True
Hmgn2,True
Ptgisi,False
Mki67,True
Birc5,True
Mfsd2a,True
Slc22a8,True
Unc5b,True
Bmx,True
Kcne3,True
Angpt2,True
Esm1,True
Apod,True
Angpt2,True
Plvap,True
Cldn5,True
Mfsd2a,True
Cldn5,True
Cldn5,True
Cldn5,True
Spock2,True
Spock2,True
Spock2,True
Lef1,True
Lef1,True
Lef1,True
Adgra2,True
Adgra2,True
Adgra2,True
Mcam,True
Chst1,True
Nid2,True
Rhoc,True
Pmepa1,True
Cdh2,True
Fn1,True
Cdkn1a,True
Cdh11,True
Tgfβ1,False
Tgfβ2,False
Tgfβ3,False
Tgfβr2,False
Alk5,False
Pecam1,True
Cdh5,True
Apod,True
Pmepa1,True
Esm1,True
Plvap,True
CLDN5,True
Acta2,True
Vim,True
Tagln,True
Rock2,True
Cdh5,True
α-SMA (Acta2),False
pMLC2,False
Pecam1,True
Cdh5,True
Clec1a,True
Chst1,True
Esm1,True
Mfsd2a,True
Cdh5,True
CLDN5,True
MFSD2A,True
Cldn5,True
Pecam1,True
SELL,True
CCR7,True
TCF7,True
LEF1,True
GZMA,True
GZMB,True
PRF1,True
NKG7,True
FOXP3,True
CTLA4,True
TIGIT,True
IL2RA,True
SELL,True
CCR7,True
TCF7,True
LEF1,True
GZMA,True
GZMB,True
PRF1,True
NKG7,True
GZMK,True
CD27,True
SELL,True
CCR7,True
TRDV2,True
TRGV9,True
CD8,False
CD4,True
TRAV1-2,True
TRAJ33,True
GZMH,True
PRF1,True
FGFBP2,True
CX3CR1,True
ADGRG1,True
ITGAM,True
ITGB1,True
ZNF683,True
CD226,True
S100A4,True
CD52,True
S100A6,True
KLRC3,True
KLRF1,True
KLRB1,True
KIR3DL1,True
KIR3DL2,True
KIR2DL3,True
GZMA,True
GZMB,True
GZMH,True
NKG7,True
VLA-4,False
LFA-1,False
Mac-1,False
CCL4,True
CCL5,True
CX3CR1,True
CD99,True
SELPLG,True
VLA-4,False
LFA-1,False
Mac-1,False
CCL4,True
CCL5,True
CX3CR1,True
CD99,True
SELPLG,True
ITGAM,True
ITGB1,True
PRSS23,True
SPON2,True
ZNF683,True
SELL,True
CCR7,True
TCF7,True
LEF1,True
CD3,False
CD8,False
CD4,True
ETV2,True
HBE (ε-globin),False
HBG1 (γ-globin),False
HBG2 (γ-globin),False
HBB (β-globin),False
CD34,True
CD45,False
CD34,True
CD45,False
CD71,False
CD235a,False
CDH5,True
ESAM,True
MECOM,True
ETS1,True
ELK3,True
ERG,True
SOX18,True
GATA1,True
TAL1,True
RUNX1,True
CEBPD,True
MYB,True
ELF1,True
CEBPD,True
MYB,True
GATA1,True
TAL1,True
RUNX1,True
GATA2,True
SOX7,True
SOX17,True
CDH5,True
LMO2,True
FLI1,True
KDR,True
SOX17,True
MYB,True
CD34,True
PTPRC/CD45,False
CD44,True
GATA1,True
BCL11A,True
CD74,True
CD81,True
C1QBP,True
EPOR,True
HBD,True
HBE1,True
FOXO3,True
TFRC,True
CD74,True
CD34,True
CD45,False
CD71,False
CD235a,False
PRF1,True
GZMH,True
GNLY,True
GZMA,True
SELL,True
TCF7,True
IL7R,True
CD40LG,True
GZMB,True
NKG7,True
SELL,True
LEF1,True
S100A4,True
CCL5,True
GZMK,True
FOXP3,True
CD23A,False
FCRL3,True
CD1C,True
CD83,True
CD27,True
TACI,False
PRF1,True
GZMH,True
GNLY,True
NKG7,True
CCL5,True
NFKBIA,True
S100A4,True
S100A6,True
IFITM2,True
HLA-A,True
HLA-B,True
HLA-C,True
B2M,True
IL7R,True
LTB,True
LDHB,True
NOSIP,True
EEF1B2,True
NPM1,True
TPT1,True
PABPC1,True
CCL5,True
GZMA,True
IL32,True
CD99,True
NFKBIA,True
SELL,True
LDHB,True
NOSIP,True
PABPC1,True
Granzyme A,False
Granzyme K,False
NFKBIA,True
DUSP1,True
VIM,True
HSBP90,False
CALR,True
PPIB,True
High SHM levels,False
Low SHM levels,False
High-SHM outliers,False
Downregulation of MHC class II genes (CD74,False
HLA-DR,False
-DQA1,False
-DRB1),False
GZMB,True
NKG7,True
PRF1,True
GZMH,True
GNLY,True
GZMA,True
CD8A,True
CD4,True
CD3E,True
SDC1,True
CD4+CD25+CD127lo/–,False
CD4+CD25loCD127hi CD45RO+,False
CD45RO+CD62Llo,False
CD45RO+CD62Lhi,False
FOXP3,True
CD27,True
CTLA-4,False
HLA-DR,False
FOXP3,True
CD27,True
CTLA-4,False
HLA-DR,False
GZMB,True
PRF1,True
FOXP3,True
CD27,True
CTLA-4,False
HLA-DR,False
GZMB,True
PRF1,True
FOXP3,True
TNFRSF18,True
LRRC32,True
IKZF1,True
HLA-DRA,True
IL2RA,True
CISH,True
SOCS2,True
BCL2,True
PRDM1,True
HLA-DR,False
CD27,True
CD44,True
CCR7,True
CD25,False
BCL2,True
CTLA4,True
ICOS,True
CD27,True
SELL,True
MKI67,True
ICOS,True
CTLA4,True
MKI67,True
PRF1,True
CD69,True
GZMA,True
CXCR4,True
Killer cell lectin like receptor B1,False
GZMB,True
PRF1,True
GZMB,True
CD69,True
HLA-DRA,True
TCRα,False
TCRβ,False
PRF1,True
GZMB,True
CD8,False
GZMB,True
FOXP3,True
CD25,False
GITR,False
CD27,True
HLA-DRA,True
GARP,False
FOXP3,True
CD25,False
CD19,True
CD45RA,False
HLA-DR,False
CD8,False
CD127,False
CD27,True
CD4,True
CRO,False
CD40,True
CD56,False
CD38,True
CD3,False
CD14,True
CD45,False
LYZ,True
CD14,True
FCGR3A-,False
LYZ,True
FCGR3A,True
CD14,True
FCGR3A,True
GNLY,True
NKG7,True
CD1C,True
CLEC4C,True
CD3E,True
CD4,True
CD8A,True
CCR7,True
CD8A,True
GZMA,True
SELL,True
GZMB,True
PRF1,True
TRAV1-2,True
TRGV9,True
TRDV2,True
MKI67,True
NKG7,True
CD79A,True
MS4A1,True
CCR7,True
SELL,True
MS4A1,True
MZB1,True
CD3D,True
PTPRC,True
LCK,True
CSK,True
KLRC2/NKG2C,False
FGFBP2/Ksp37,False
LAG3,True
GZMB,True
CD38,True
CXCR4,True
CXCR4,True
IFNGR1,True
STAT1,True
TNFRSF1B,True
TNFAIP3,True
TNFSF8,True
CD83,True
FCGR1A,True
HLA-DRA,True
HLA-DPB1,True
HLA-DMA,True
FCGR3A,True
CD38,True
CXCR4,True
CXCR4,True
CXCR4,True
CDH1,True
KRT5,True
KRT8,True
KRT7,True
P63,False
KRT5,True
KRT7,True
MUC5B,True
KRT23,True
AGR2,True
MKI67,True
P63,False
KRT5,True
KRT7,True
KRT7,True
MUC4,True
MUC5B,True
P63,False
KRT5,True
KRT7,True
MUC5AC,True
KRT20,True
MUC2,True
TFF3,True
NEUROG3,True
CHGA,True
OLFM4,True
c-MYC,False
HNF4A,True
MYC,True
HNF4A,True
KRT7,True
MUC5B,True
P63,False
GPR15,True
CRTH2,False
SIGLEC8,True
CCR3,True
PTGDR2,True
IL5RA,True
CLC,True
RNASE2,True
CXCR2,True
FCGR3A,True
FCGR3B,True
IL26,True
IL17A,True
IL17F,True
IFNG,True
GZMB,True
GNLY,True
ITGA4,True
ITGB7,True
CCR9,True
GPR15,True
CRTH2,False
CD161,False
CRTH2,False
IL4,True
IL5,True
IL9,True
IL13,True
HPGDS,True
IL17RB,True
IL1RL1,True
GPR15,True
CRTH2,False
CD161,False
CD154,False
FFAR3,True
GPR15,True
CD161,False
IL-25R,False
IL-33R,False
CCR8,True
FFAR3,True
HPGDS,True
PPAR-γ,False
CD3,False
CD4,True
CD45RA,False
CRTH2,False
CD161,False
GPR15,True
FFAR3,True
Scx,True
Mkx,True
SCX,True
MKX,True
TNMD,True
COL1A1,True
COL1A2,True
FMOD,True
NANOG,True
OCT3/4,False
TBX6,True
HES7,True
PAX3,True
MEOX1,True
PAX1,True
UNCX,True
SCX,True
COL1A2,True
DLL3,True
CRABP1,True
COL9A3,True
COL3A1,True
COL12A1,True
POSTN,True
SCX,True
COL1A2,True
COL3A1,True
DCN,True
PAX1,True
SCX,True
MKX,True
TNMD,True
COL1A1,True
COL1A2,True
FMOD,True
NANOG,True
OCT3/4,False
TBX6,True
HES7,True
PAX3,True
MEOX1,True
PAX1,True
UNCX,True
SCX,True
COL1A2,True
SCX,True
AVP,True
VIP,True
CCK,True
Vip,True
Avp,True
Nms,True
Cck,True
Prok2,True
Syt10,True
Lhx1,True
Rorb,True
Vipr2,True
Avpr1a,True
Drd1,True
Rgs16,True
C1q13,False
Calb1,True
Calb2,True
Dlk2,True
Pea15a,False
Penk,True
Scg2,True
Sst,True
Gad1,True
Gad2,True
Slc32a1,True
Slc17a6,True
Vgf,True
Avp,True
Vip,True
Cck,True
Prok2,True
AVP,True
VIP,True
Grp,True
Nms,True
Cck,True
C1ql3,True
Bdnf,True
Grin2b,True
Vipr2,True
Gabra2,True
Gabra4,True
TP63,True
EPCAM,True
MUC2,True
MUC5AC,True
TFF1,True
TFF2,True
TFF3,True
CD247,True
CD3D,True
CD3E,True
MUC2,True
MUC5AC,True
TFF1,True
TFF2,True
CDH1,True
VIM,True
TP63,True
EPCAM,True
TFF3,True
TFF1,True
TFF2,True
KRT4,True
KRT15,True
TP63,True
EPCAM,True
MUC2,True
VIL,False
CLDN18,True
TFF2,True
VIP,True
AVP,True
GRP,True
CCK,True
C1ql3,True
Nms,True
Avp,True
Sst,True
Gal,True
Aqp4,True
Gfap,True
Mog,True
Plp1,True
Ccnb1,True
Ube2c,True
Ly86,True
C1qa,True
Tmem212,True
Tctex1d4,False
Lum,True
Dcn,True
Gem,True
Ppp1r17,True
Anxa5,True
Vip,True
C1ql3,True
Calb2,True
Grp,True
Synpr,True
Cd24a,False
Prok2,True
Avp,True
Nms,True
Cck,True
ProkR2,True
Nsmf,True
Mef2c,True
Peg10,True
Pcdh11x,True
Gadd45a,True
Hspa1a,True
Cck,True
Vipr2,True
Lbh,True
Gas7,True
Igfbp5,True
Ptp4a1,True
Hmgb3,True
Aip,True
Pkib,True
Dlk1,True
Chodl,True
Peg10,True
Avp,True
Sncb,True
Nrxn3,True
Syt1,True
Alcam,True
Synpr,True
Npy,True
Prok2,True
ProkR2,True
Vip,True
Vipr2,True
Avp,True
Avpr1a,True
Grp,True
Grpr,True
Avp,True
Grp,True
Vip,True
Cck,True
C1ql3,True
Prok2,True
Rasl11b,True
Nr1d1,True
Rgs16,True
Rasd1,True
Prok2,True
ProkR2,True
VIP,True
Vipr2,True
GRP,True
GRPR,True
AVP,True
AVPR1A,True
Tubb1,True
Cd79a,True
Lyz,True
EPCAM,True
SFN,True
Cytokeratins,False
CD45,False
CD45-,False
CD45-,False
CD45-,False
CD45-,False
CD45+,False
CD45+,False
CD45+,False
S100P,True
CXCL17,True
AGR2,True
MUC20,True
EGR1,True
JUN,True
FOS,True
CD74,True
HLA-DPA1,True
HLA-DRA/B1/B5,False
CENPW,True
CKS1B,True
BIRC5,True
KRT6,False
KRT16,True
KRT17,True
SPRR1A,True
SPRR1B,True
S100A8,True
S100A9,True
VIM,True
SPARC,True
CXCR5,True
CD39 (ENTPD1),False
CD103 (ITGAE),False
KLRG1,True
MKI67,True
TOP2A,True
TGFB1,True
COX2,True
VEGFA,True
MMP9,True
MMP12,True
HLA-DRA,True
CD80,True
CD86,True
TNF,True
IL1B,True
HLA-DRA,True
CD80,True
CD86,True
CCR7,True
ICOSLG,True
IDO1,True
PD-L1,False
PD-L2,False
SLPI,True
PI16,True
IGF1,True
C7,True
APOD,True
CXCL1,True
CXCL6,True
CCL2/11,False
CXCL14,True
CXCL5/8,False
CSF3,True
TAGLN,True
ACTA2,True
ACTG2,True
COL1A1/2,False
COL3A1,True
COL5A1/2,False
COL6A1/2/3,False
CPE,True
ACKR1,True
SEMA3G,True
GJA5,True
ANGPT2,True
VEGFR1/2/3,False
PDGFB,True
CXCL17,True
AGR2,True
MUC20,True
EPCAM,True
SFN,True
KRT5,True
KRT14,True
FN1,True
DCN,True
COL1A1,True
COL1A2,True
COL3A1,True
COL6A1,True
VWF,True
PECAM1,True
ENG,True
CDH5,True
RGS5,True
MCAM,True
ACTA2,True
CCL21,True
PDPN,True
CD2,True
CD3D,True
CD3E,True
CD3G,True
CD19,True
CD79A,True
MS4A1,True
JCHAIN,True
MZB1,True
CD68,True
LYZ,True
CD14,True
IL3RA,True
LAMP3,True
CLEC4C,True
TPSAB1,True
CD45,False
CCR7,True
CD274,True
CD8,False
CD45,False
CCR7,True
CD274,True
CD8,False
GUCA1C,True
GNAT2,True
ARR3,True
GUCA1A,True
GUCA1B,True
GNGT2,True
PDE6C,True
PDE6H,True
OPN1SW,True
EBF3,True
DCX,True
ROBO1,True
SOX11,True
GAP43,True
PCDHB10,True
STMN2,True
NEFM,True
POU4F2,True
EBF1,True
CD24,True
EBF3,True
EBF1,True
GAP43,True
POU4F2,True
NEFM,True
ALCAM,True
NRN1,True
CNTN2,True
OTX2,True
CRX,True
THRB,True
RXRG,True
PDE6H,True
GNAT2,True
ARR3,True
GUCA1C,True
EBF3,True
GAP43,True
CRX,True
ARR3,True
EBF3,True
OTX2,True
CRX,True
THRB,True
RXRG,True
GAP43,True
SOX11,True
UCHL1,True
DCX,True
EBF3,True
ARR3,True
GUCA1C,True
MKI67,True
BNIP3,True
CD14,True
AIF1,True
CD3D,True
TRAC,True
CRX,True
EBF3,True
GAP43,True
CRX,True
ARR3,True
GUCA1C,True
TFF1,True
EBF3,True
OTX2,True
CRX,True
THRB,True
RXRG,True
PDE6H,True
GNAT2,True
ARR3,True
GUCA1C,True
POU4F2,True
EBF1,True
GAP43,True
CRX,True
OTX2,True
ARR3,True
GUCA1C,True
EBF3,True
GAP43,True
DCX,True
MKI67,True
BNIP3,True
CD14,True
CD3D,True
CRX,True
RCVRN,True
NRL,True
NR2E3,True
ARR3,True
RHO,True
OPSINs,False
TFF1,True
EBF3,True
Ki-67,False
TRDN,True
VIM,True
NIF3L1,True
PKCA,False
RAB41,True
OPN1SW,True
Pattern 17,False
TGFBI,True
ELF3,True
ANXA1,True
MEG3,True
MGP,True
WIF1,True
Ribosomal genes,False
MYH11,True
MYL9,True
MLANA,True
PMEL,True
PAX6,True
SIX3,True
OTX2,True
CPAMD8,True
MDK,True
ROR1,True
ROR2,True
FZD1,True
FGFR1,True
GSN,True
ACE2,True
TMPRSS2,True
BSG,True
CTSB,True
CTSL,True
PAX3,True
MITF,True
SOX10,True
SREBP2,False
KLF7,True
PBX1,True
COL9A1,True
COL9A1,True
COL9A1,True
KLF7,True
POU4F1,True
EBF3,True
ONECUT1,True
ONECUT2,True
KLF7,True
POU4F1,True
IRX2,True
EBF3,True
EBF1,True
SREBF2,True
OTX2,True
CPAMD8,True
PAX6,True
SIX3,True
PAX6,True
SIX3,True
PAX6,True
SIX3,True
OTX2,True
CPAMD8,True
PAX6,True
SIX3,True
PAX6,True
SIX3,True
PAX6,True
SIX3,True
ITGAX,True
CLEC7A,True
CLEC10A,True
MRC1,True
IL3RA/CD123,False
CLEC4C/CD303,False
TMEM176B,True
IDO1,True
FSCN1,True
LAMP3,True
CD83,True
S100A12,True
S100A8,True
CCL2,True
S100A12,True
S100A8,True
CCL2,True
CLEC9A,True
XCR1,True
BATF3,True
CD1C,True
FCER1A,True
CLEC10A,True
CLEC9A,True
C1ORF54,True
HLA-DPA1,True
CADM1,True
CAMK2D,True
CD1C,True
FCER1A,True
CLEC10A,True
ADAM8,True
CD4,True
IL7R,True
CD3G,True
CD8,False
CD8A,True
CD3G,True
NKG7,True
TRDC,True
IL2RA,True
FOXP3,True
GNLY,True
NKG7,True
MS4A1,True
CD19,True
IGHD,True
IGHG1,True
CD38,True
SDC1/CD138,False
B4GALT1,True
PFDN5,True
CDC42,True
CDC42SE1,True
CLEC16A,True
IFNLR1,True
IFNGR2,True
AHR,True
EYS,True
HLA-DRB5,True
ERAP1,True
IL18R1,True
CD14,True
BDCA-1/CD1c,False
FSCN1,True
CD83,True
LAMP3,True
AXL,True
SIGLEC6,True
S100A8/S100A9,False
CD14,True
BDCA-1/CD1c,False
FSCN1,True
CD83,True
LAMP3,True
AXL,True
SIGLEC6,True
S100A8/S100A9,False
Adra1a,True
Chrm3,True
Sox10,True
Tfap2b,True
Zic1,True
Ttn,True
Nptx2,True
Rbfox3,True
Ctnna3,True
Ckm,True
Ttn,True
Nos1,True
Nos1,True
Ttn,True
Myh11,True
Syt1,True
Adra1a,True
Chrm3,True
CTNNA3,True
NeuN,False
NPTX2,True
SYT1,True
Opn4,True
Cry1,True
Cry2,True
Plcb4,True
Itpr1,True
Itpr2,True
Itpr3,True
Ryr1,True
Ryr2,True
Ryr3,True
ADRA1A,True
CHRM3,True
CHRM2,True
CHRM2,True
ADRA1B,True
ZIC1,True
OTX1,True
OTX2,True
Sox10,True
Tbx1,True
Pax3,True
Tfap2a,True
Pitx2,True
Glis1,True
Tfap2b,True
PDGFRA,True
SMA,False
CD45,False
CD206,False
MHC class II antigens (I-A/I-E),False
PU.1,False
CLDN5,True
Egr1,True
Slc26a4,True
Tmem158,True
Pde10a,True
Btg2,True
Tmem158,True
ERG,True
NeuN,False
SOX10,True
TFAP2B,True
ZIC1,True
OTX,False
Cd79a,True
Icos,True
Cd68,True
Irak1,True
Cd74,True
Tap1,True
Tap2,True
PKC-α,False
RBPMS,True
Recoverin,False
BEST1,True
RPE65,True
LHX2,True
TYRP1,True
ZO-1,False
OTX2,True
CRX,True
BEST1,True
RPE65,True
BEST1::EGFP,False
RPE65,True
S100A4,True
ZO-1,False
BEST1,True
RPE65,True
TYRP1,True
CRX,True
TYR,True
MERTK,True
LHX2,True
BEST1::EGFP,False
RPE genes,False
SERPINF1 (PEDF),False
VEGFA (VEGF),False
fibroblastic genes,False
mitochondrial genes (percent.mt),False
important RPE genes,False
CDH1,True
FRZB,True
CRX,True
TYR,True
RLBP1,True
RPE65,True
BEST1,True
RAX,True
BSG,True
RPE65,True
STEM121,False
Nkx2.1,False
Hhex,True
Pax8,True
Nkx2.1,False
Irx1,True
Irx2,True
Fgf8,True
Edn1,True
Eya1,True
Nkx2.1,False
Hhex,True
Calca,True
Ripply3,True
Irf6,True
Trp63,False
Sox9,True
Vim,True
Acta2,True
Tagln,True
Myl9,True
Pax1,True
Fgf8,True
Hoxa3,True
Cldn3,True
Cldn4,True
Psmb11,True
Grhl3,True
Gas6,True
Sparcl1,True
Ibsp,True
Flrt2,True
Meox1,True
Grhl3,True
Gas6,True
Foxn1,True
Ibsp,True
Sparcl1,True
Gcm2,True
Ascl1,True
Meox1,True
Calca,True
Pax8,True
Foxn1,True
Pax1,True
Six1,True
Gcm2,True
Gata3,True
Maf,True
Rspo3,True
Gas6,True
Rspo3,True
Gas6,True
Psmb11,True
Prss16,True
Cxcl12,True
Ccl25,True
Grhl3,True
Cldn3,True
Cldn4,True
EpCAM,True
Pax9,True
Foxn1,True
Gas6,True
Grhl3,True
Gcm2,True
Sparcl1,True
Ibsp,True
Ngfr,True
Flrt2,True
Calca,True
Ascl1,True
Meox1,True
Neurod1,True
Pax9,True
Pax3,True
Epcam,True
Esam,True
Pdgfra,True
Dlx5,True
Rxrg,True
Dlx5,True
Sox10,True
Hbb-bt,False
CD73,False
CD104,False
CD73,False
CD104,False
CD73,False
CD104,False
SOX2,True
Ki-67,False
CD73,False
CD104,False
SOX2,True
Ki-67,False
CD73,False
CD104,False
CD73,False
CD104,False
CD73,False
CD104,False
TP63,True
TP63,True
MKI67,True
IVL,True
KRT13,True
IVL,True
FLG,True
MKI67,True
CD73,False
CD73,False
CD104,False
CD104,False
CD73,False
CD104,False
CD73,False
CD104,False
CD73,False
CD104,False
CD73,False
Cytokeratin 15,False
CD73,False
CD104,False
a6 integrin,False
CD71,False
CD73,False
CD104,False
Ki-67,False
CD73,False
CD73,False
CD104,False
CD73,False
CD104,False
CD73,False
Itg-b4,False
Ki-67,False
SOX2,True
STAT6 (phospho Y641),False
CD104,False
CD73,False
CD104,False
CD45,False
CD73,False
CD104,False
ATP1A1,True
TJP1,True
CDH2,True
COL8A1,True
SLC4A11,True
AQP1,True
CD166,False
MGP,True
SLC12A2,True
SLC2A1,True
NQO1,True
MCM7,True
PCNA,True
MCM3,True
IL11,True
CXCL3,True
CXCL8,True
PCNA,True
MCM3,True
MCM7,True
Interleukin-11 (IL-11),False
ITGA6,True
PCNA,True
IL-11,False
ITGA6,True
ZO-1,False
Thy1/CD90,False
L1cam,True
Rbpms,True
Slc17a6,True
Tfap2a,True
Tfap2b,True
Otx2,True
Crx,True
P2ry12,True
C1qa,True
Mgp,True
Bgn,True
Mki67,True
Ccnd5,False
Birc5,True
Sfrp2,True
Vsx2,True
Fgf15,False
Hes6,True
Ascl1,True
Neurog2,True
L1cam,True
Thy1,True
Foxp2,True
Tbr1,True
Eomes,True
Tbx20,True
Dmrbt1,False
Neurod2,True
Satb2,True
Irx3,True
Mafb,True
Tfap2d,True
Bnc2,True
Zic2,True
Isl2,True
Igfbp5,True
Igf1,True
Igfbpl1,True
Pou3f1,True
Cntn2,True
Lmo2,True
Pcsk1n,True
Syt4,True
Zic2,True
Isl2,True
Igfbp5,True
Tbr1,True
Mafb,True
Foxp2,True
Neurod2,True
Eomes,True
Irx3,True
Tfap2d,True
Eomes,True
Isl2,True
Zic2,True
Rbpms,True
Thy1 (CD90),False
L1CAM,True
Rbpms,True
Slc17a6,True
Sncg,True
Nefl,True
P2ry12,True
C1qa-c,False
Tmem119,True
Otx2,True
Gngt2,True
Gnb3,True
Tfap2a,True
Tfap2b,True
Onecut2,True
Mgp,True
Col3a1,True
Igfbp7,True
Ccnd1,True
Fgf15,False
Hes5,True
Rbpms,True
Slc17a6,True
Sncg,True
Nefl,True
P2ry12,True
Tfap2b,True
Tfap2b,True
Fgf15,False
Gngt2,True
IDH2,True
S100A6,True
ITPA,True
ITPA,True
PARP8,True
APRC1B,False
KDELR3,True
PTPRC,True
CD3,False
CD8,False
CD4,True
IFN-g,False
Granzyme B,False
Granzyme A,False
CD96,True
CCR7,True
IDO1,True
HLA-A,True
HLA-B,True
and HLA-C,False
HLA-DR,False
HLA-DQ,False
IL-10,False
CXCL16,True
TGF-b1,False
Perforin 1,False
IL-32,False
CXCL2,True
CXCR6,True
CD164,True
CD68,True
HLA subtypes,False
CD74,True
CD3E,True
CD3D,True
LCK,True
CD28,True
CD27,True
IL7R,True
BATF,True
CD69,True
Lag3,True
GZMA,True
GZMB,True
PRF1,True
IFNG,True
IL32,True
CD96,True
IFN-g,False
Granzyme A,False
Granzyme B,False
Perforin 1,False
IL-32,False
Lamp1/2,False
CD164,True
CD14,True
CD68,True
FCGR2A/B,False
CXCL16,True
CD8,False
CD4,True
CD164,True
LAMP3,True
BIRC3,True
CCR7,True
CD74,True
ID2,True
GPR183,True
CCL22,True
IL4l1,False
CD40,True
TXN,True
IL1B,True
IL-15,False
IL-23A,False
IDO1,True
CD4,True
BATF,True
CD96,True
Lag3,True
CD69,True
HLA-DQA,False
HLA-DPA,False
HLA-DPB,False
BIRC3,True
LAMP3,True
IL15,True
CD40,True
CCR7,True
IDO1,True
MKI67,True
IL10,True
SPP1,True
CTLA4,True
LAYN,True
C1QC,True
NLRP3,True
IL23R,True
RORC,True
ITGAE,True
CXCL13,True
PDCD1,True
IL10,True
IL23R,True
IL1R1,True
LAYN,True
CCR8,True
TIGIT,True
CTLA4,True
FOXP3,True
IL10,True
SPP1,True
CTLA4,True
FOXP3,True
IL10,True
SPP1,True
SPP1,True
CD68,True
MARCO,True
C1QC,True
CXCL9,True
CXCL10,True
MKI67,True
SPP1,True
C1QA,True
CD68,True
CD163,True
CD14,True
CCR7,True
EREG,True
CREM,True
VEGFA,True
CD1C,True
CD163,True
CD14,True
C1QC,True
SPP1,True
C1QC,True
CD56bright/CD16neg,False
CD1C,True
CD14,True
CD163,True
CD68,True
Osteopontin,False
MARCO,True
CD68,True
MARCO,True
CD1C,True
CD14,True
CD163,True
CD45,False
CD3,False
CD19,True
CD56,False
CD68,True
OPN,False
CD45,False
CD3,False
CD19,True
CD56,False
CD1C,True
CD14,True
CD163,True
CD3D,True
CD3E,True
NKG7,True
CD79A,True
CD19,True
CST3,True
CD68,True
LYZ,True
CAP3,False
CD3D,True
CD3G,True
CD3D,True
CD3G,True
CLEC10A,True
CD1C,True
BATF3,True
FCER1A,True
CD68,True
MAFB,True
CSF1R,True
CD14,True
SPP1,True
MARCO,True
GPNMB,True
RGCC,True
MMP19,True
OLR1,True
APOE,True
C1QA,True
C1QB,True
C1QC,True
CCL4,True
CD11b,False
F4/80,False
CD68,True
IBA1,False
CD206,False
Ym1,False
Arg1,True
IL-1b,False
IL-6,False
TNF-a,False
iNOS,False
C1q complement proteins,False
CX3CR1,True
arginase-1,False
CD206,False
IGF-1,False
CD68,True
CD68,True
MHC-II,False
CD86,True
Ym1,False
Brn3a,False
TNF-a,False
IL-1b,False
CD32,False
CD86,True
IL-10,False
TGF-b,False
CD11b,False
CD45,False
F4/80,False
IBA-1,False
TMEM119,True
P2RY12,True
Serpinb2,True
Apoe,True
Cd209a,False
Cst3,True
IL4i1,True
IL-13,False
CCR7,True
FASCIN1,False
Class 2 antigens,False
Retnla,False
Apoe,True
Chil3,False
Mrc1,True
Lcn2,True
Il17,False
Cst3,True
Itgae (CD103),False
CD8,False
CD4,True
Foxp3,True
Mrc1 (CD206),False
Ccr7,True
Ccl17,True
Ccl22,True
Il4I1,True
Il4ra1,False
Fscn1,True
Aldh1a2,True
Marcksl1,True
Cd74,True
H2-Ab1,False
Jund,True
CCR7,True
FASCIN,False
CST3,True
CSF1R,True
APOE,True
CD209a,False
MHCII,False
SERPIN B2,False
ADGRE1-F4/80,False
IL-5,False
IL-13,False
WGA lectin,False
RETNLA,False
MRC1,True
CCR7,True
MHC-II,False
CST3,True
LYVE-1,False
Alox15,True
Adgre (F4/80),False
Serpinb2,True
Apoe,True
Fascn1,False
Serpinb2,True
Cst3,True
Apoe,True
Cd209a,False
IL4i1,True
IL4ra,False
RXRα,False
IL-13,False
Il-17,False
MHCII,False
CCR7,True
CST3,True
CD209a,False
MHCII,False
Ccr7,True
Fscn1,True
MHCII,False
CST3,True
APOE,True
CSF1R,True
CD209a,False
MHCII,False
SERPINB2,True
ADGRE1 (F4/80),False
IL-13,False
IL-5,False
Krt14,True
Krt5,True
Fabp5,True
Krt13,True
Krt4,True
Krtdap,True
Krt15,True
Sox2,True
Trp63,False
Mki67,True
Flg,True
Ivl,True
COL17A1,True
ATP1B3,True
CNFN,True
Krt4,True
Krt13,True
Krtdap,True
Lor,False
Krt14,True
Krt5,True
Fabp5,True
Krt13,True
Krt4,True
Krtdap,True
Integrin β4,False
CD73,False
CD34,True
KRT15,True
Integrin a6,False
CD71,False
COL17A1,True
