species,tissue_type,cell_name,marker,pmid
Human,ESCC tumor,T follicular helper 1 (TFH1) cell,CXCR5,34489433
Human,ESCC tumor,Exhausted T (TEX) cell,CD39 (ENTPD1),34489433
Human,ESCC tumor,Exhausted T (TEX) cell,CD103 (ITGAE),34489433
Human,ESCC tumor,Exhausted T (TEX) cell,KLRG1,34489433
Human,ESCC tumor and adjacent normal tissues,Germinal center B2 (GC B2) cells,MKI67,34489433
Human,ESCC tumor and adjacent normal tissues,Germinal center B2 (GC B2) cells,TOP2A,34489433
Human,ESCC tumor and adjacent normal tissues,Monocytes and Tumor-associated macrophages (TAMs),TGFB1,34489433
Human,ESCC tumor and adjacent normal tissues,Monocytes and Tumor-associated macrophages (TAMs),COX2,34489433
Human,ESCC tumor and adjacent normal tissues,Monocytes,VEGFA,34489433
Human,ESCC tumor and adjacent normal tissues,Tumor-associated macrophages (TAMs),MMP9,34489433
Human,ESCC tumor and adjacent normal tissues,Tumor-associated macrophages (TAMs),MMP12,34489433
Human,ESCC tumor and adjacent normal tissues,Conventional DC (cDC),HLA-DRA,34489433
Human,ESCC tumor and adjacent normal tissues,Conventional DC (cDC),CD80,34489433
Human,ESCC tumor and adjacent normal tissues,Conventional DC (cDC),CD86,34489433
Human,ESCC tumor and adjacent normal tissues,Conventional DC (cDC),TNF,34489433
Human,ESCC tumor and adjacent normal tissues,Conventional DC (cDC),IL1B,34489433
Human,ESCC tumor and adjacent normal tissues,Tolerogenic DC (tDC),HLA-DRA,34489433
Human,ESCC tumor and adjacent normal tissues,Tolerogenic DC (tDC),CD80,34489433
Human,ESCC tumor and adjacent normal tissues,Tolerogenic DC (tDC),CD86,34489433
Human,ESCC tumor and adjacent normal tissues,Tolerogenic DC (tDC),CCR7,34489433
Human,ESCC tumor and adjacent normal tissues,Plasmacytoid DC (pDC),ICOSLG,34489433
Human,ESCC (Esophageal Squamous Cell Carcinoma) Tissue,tDC (Tumor-Associated Dendritic Cells),IDO1,34489433
Human,ESCC (Esophageal Squamous Cell Carcinoma) Tissue,tDC (Tumor-Associated Dendritic Cells),PD-L1,34489433
Human,ESCC (Esophageal Squamous Cell Carcinoma) Tissue,tDC (Tumor-Associated Dendritic Cells),PD-L2,34489433
Human,,Normal fibroblasts (NMF),SLPI,34489433
Human,,Normal fibroblasts (NMF),PI16,34489433
Human,,Normal activated fibroblasts (NAF1/2),IGF1,34489433
Human,,Normal activated fibroblasts (NAF1/2),C7,34489433
Human,,Normal activated fibroblasts (NAF1/2),APOD,34489433
Human,,Cancer-associated fibroblasts (CAF1),CXCL1,34489433
Human,,Cancer-associated fibroblasts (CAF1),CXCL6,34489433
Human,,Cancer-associated fibroblasts (CAF1),CCL2/11,34489433
Human,,Cancer-associated fibroblasts (CAF1),CXCL14,34489433
Human,,Cancer-associated fibroblasts (CAF2),CXCL5/8,34489433
Human,,Cancer-associated fibroblasts (CAF2),CSF3,34489433
Human,,Cancer-associated fibroblasts (CAF3),TAGLN,34489433
Human,,Cancer-associated fibroblasts (CAF3),ACTA2,34489433
Human,,Cancer-associated fibroblasts (CAF3),ACTG2,34489433
Human,,Cancer-associated fibroblasts (CAF4),COL1A1/2,34489433
Human,,Cancer-associated fibroblasts (CAF4),COL3A1,34489433
Human,,Cancer-associated fibroblasts (CAF4),COL5A1/2,34489433
Human,,Cancer-associated fibroblasts (CAF4),COL6A1/2/3,34489433
,,NEC1/2 (Vein endothelial cells),CPE,34489433
,,NEC1/2 (Vein endothelial cells),ACKR1,34489433
,,NEC3 (Artery endothelial cells),SEMA3G,34489433
,,NEC3 (Artery endothelial cells),GJA5,34489433
,,TECs,ANGPT2,34489433
,,TECs,VEGFR1/2/3,34489433
,,TECs,PDGFB,34489433
,,GC B cells,CXCL17,34489433
,,GC B cells,AGR2,34489433
,,GC B cells,MUC20,34489433
,,Epithelial cell,EPCAM,34489433
,,Epithelial cell,SFN,34489433
,,Epithelial cell,KRT5,34489433
,,Epithelial cell,KRT14,34489433
,,Fibroblast,FN1,34489433
,,Fibroblast,DCN,34489433
,,Fibroblast,COL1A1,34489433
,,Fibroblast,COL1A2,34489433
,,Fibroblast,COL3A1,34489433
,,Fibroblast,COL6A1,34489433
,,Endothelial cell,VWF,34489433
,,Endothelial cell,PECAM1,34489433
,,Endothelial cell,ENG,34489433
,,Endothelial cell,CDH5,34489433
,,Pericyte,RGS5,34489433
,,Pericyte,MCAM,34489433
,,Pericyte,ACTA2,34489433
,,Fibroblastic reticular cell,CCL21,34489433
,,Fibroblastic reticular cell,PDPN,34489433
,,T cell,CD2,34489433
,,T cell,CD3D,34489433
,,T cell,CD3E,34489433
,,T cell,CD3G,34489433
,,B cell,CD19,34489433
,,B cell,CD79A,34489433
,,B cell,MS4A1,34489433
,,B cell,JCHAIN,34489433
,,B cell,MZB1,34489433
,,Myeloid cell,CD68,34489433
,,Myeloid cell,LYZ,34489433
,,Myeloid cell,CD14,34489433
,,Myeloid cell,IL3RA,34489433
,,Myeloid cell,LAMP3,34489433
,,Myeloid cell,CLEC4C,34489433
,,Myeloid cell,TPSAB1,34489433
Human,ESCC tumor,tumor-infiltrating tDCs,CD45,34489433
Human,ESCC tumor,tumor-infiltrating tDCs,CCR7,34489433
Human,ESCC tumor,tumor-infiltrating tDCs,CD274,34489433
Human,Peripheral blood,CD8+ T cells,CD8,34489433
Human,ESCC tumor,tumor-infiltrating tDCs,CD45,34489433
Human,ESCC tumor,tumor-infiltrating tDCs,CCR7,34489433
Human,ESCC tumor,tumor-infiltrating tDCs,CD274,34489433
Human,Peripheral blood,CD8+ T cells,CD8,34489433
Human,Retinoblastoma,Cone cells,GUCA1C,34552068
Human,Retinoblastoma,Cone cells,GNAT2,34552068
Human,Retinoblastoma,Cone cells,ARR3,34552068
Human,Retinoblastoma,Cone cells,GUCA1A,34552068
Human,Retinoblastoma,Cone cells,GUCA1B,34552068
Human,Retinoblastoma,Cone cells,GNGT2,34552068
Human,Retinoblastoma,Cone cells,PDE6C,34552068
Human,Retinoblastoma,Cone cells,PDE6H,34552068
Human,Retinoblastoma,Cone cells,OPN1SW,34552068
Human,Retinoblastoma,Neuronal/ganglion cells,EBF3,34552068
Human,Retinoblastoma,Neuronal/ganglion cells,DCX,34552068
Human,Retinoblastoma,Neuronal/ganglion cells,ROBO1,34552068
Human,Retinoblastoma,Neuronal/ganglion cells,SOX11,34552068
Human,Retinoblastoma,Neuronal/ganglion cells,GAP43,34552068
Human,Retinoblastoma,Neuronal/ganglion cells,PCDHB10,34552068
Human,Retinoblastoma,Neuronal/ganglion cells,STMN2,34552068
Human,Retinoblastoma,Neuronal/ganglion cells,NEFM,34552068
Human,Retinoblastoma,Neuronal/ganglion cells,POU4F2,34552068
Human,Retinoblastoma,Neuronal/ganglion cells,EBF1,34552068
Human,Retinoblastoma,Neuronal stem cell,CD24,34552068
Human,Retinoblastoma,Ganglion cell,EBF3,34552068
Human,Retinoblastoma,Ganglion cell,EBF1,34552068
Human,Retinoblastoma,Ganglion cell,GAP43,34552068
Human,Retinoblastoma,Ganglion cell,POU4F2,34552068
Human,Retinoblastoma,Ganglion cell,NEFM,34552068
Human,Retinoblastoma,Ganglion cell,ALCAM,34552068
Human,Retinoblastoma,Ganglion cell,NRN1,34552068
Human,Retinoblastoma,Ganglion cell,CNTN2,34552068
Human,Retina,Photoreceptor/Cone cells (early stage),OTX2,34552068
Human,Retina,Photoreceptor/Cone cells (early stage),CRX,34552068
Human,Retina,Photoreceptor/Cone cells (early stage),THRB,34552068
Human,Retina,Photoreceptor/Cone cells (early stage),RXRG,34552068
Human,Retina,Cone cells (late stage),PDE6H,34552068
Human,Retina,Cone cells (late stage),GNAT2,34552068
Human,Retina,Cone cells (late stage),ARR3,34552068
Human,Retina,Cone cells (late stage),GUCA1C,34552068
Human,Retina,Ganglion cell,EBF3,34552068
Human,Retina,Ganglion cell,GAP43,34552068
Human,Retina,Photoreceptor cell,CRX,34552068
Human,Retina,Cone photoreceptor cell,ARR3,34552068
Human,Retina,Amacrine cell,EBF3,34552068
Human,Retina,Early photoreceptor/cone cells,OTX2,34552068
Human,Retina,Early photoreceptor/cone cells,CRX,34552068
Human,Retina,Early photoreceptor/cone cells,THRB,34552068
Human,Retina,Early photoreceptor/cone cells,RXRG,34552068
Human,Retina,Neuronal/ganglion cells,GAP43,34552068
Human,Retina,Neuronal/ganglion cells,SOX11,34552068
Human,Retina,Neuronal/ganglion cells,UCHL1,34552068
Human,Retina,Neuronal/ganglion cells,DCX,34552068
Human,Retina,Neuronal/ganglion cells,EBF3,34552068
Human,Retina,Late cone cells,ARR3,34552068
Human,Retina,Late cone cells,GUCA1C,34552068
Human,Retina,Proliferating cells,MKI67,34552068
Human,Retina,Hypoxic cells,BNIP3,34552068
Human,Retina,Monocyte/microglia cells,CD14,34552068
Human,Retina,Monocyte/microglia cells,AIF1,34552068
Human,Retina,T-lymphocytes,CD3D,34552068
Human,Retina,T-lymphocytes,TRAC,34552068
,Retina,Tumor cells (CRX+/EBF3+/GAP43+),CRX,34552068
,Retina,Tumor cells (CRX+/EBF3+/GAP43+),EBF3,34552068
,Retina,Tumor cells (CRX+/EBF3+/GAP43+),GAP43,34552068
,Retina,Tumor cells (CRX+/ARR3+/GUCA1C+),CRX,34552068
,Retina,Tumor cells (CRX+/ARR3+/GUCA1C+),ARR3,34552068
,Retina,Tumor cells (CRX+/ARR3+/GUCA1C+),GUCA1C,34552068
,Retina,Subtype 2 tumors,TFF1,34552068
Human,Retina,Ganglion cell,EBF3,34552068
Human,Retina,Cone cell,OTX2,34552068
Human,Retina,Cone cell,CRX,34552068
Human,Retina,Cone cell,THRB,34552068
Human,Retina,Cone cell,RXRG,34552068
Human,Retina,Cone cell,PDE6H,34552068
Human,Retina,Cone cell,GNAT2,34552068
Human,Retina,Cone cell,ARR3,34552068
Human,Retina,Cone cell,GUCA1C,34552068
Human,Retina,Ganglion cell,POU4F2,34552068
Human,Retina,Ganglion cell,EBF1,34552068
Human,Retina,Ganglion cell,GAP43,34552068
Human,Retina,Early photoreceptor,CRX,34552068
Human,Retina,Early photoreceptor,OTX2,34552068
Human,Retina,Late cone,ARR3,34552068
Human,Retina,Late cone,GUCA1C,34552068
Human,Retina,Neuronal/ganglion,EBF3,34552068
Human,Retina,Neuronal/ganglion,GAP43,34552068
Human,Retina,Neuronal/ganglion,DCX,34552068
Human,Retina,Proliferation,MKI67,34552068
Human,Retina,Pro-apoptotic,BNIP3,34552068
Human,Retina,Macrophage,CD14,34552068
Human,Retina,T-cell,CD3D,34552068
Human,Retina,Photoreceptor cells,CRX,34552068
Human,Retina,Photoreceptor cells,RCVRN,34552068
Human,Retina,Photoreceptor cells,NRL,34552068
Human,Retina,Photoreceptor cells,NR2E3,34552068
Human,Retina,Photoreceptor cells,ARR3,34552068
Human,Retina,Photoreceptor cells,RHO,34552068
Human,Retina,Photoreceptor cells,OPSINs,34552068
Human,Retinoblastoma,Tumor cells,TFF1,34552068
Human,Retinoblastoma,Tumor cells,EBF3,34552068
Human,Retinoblastoma,Tumor cells,Ki-67,34552068
Human,Retina,Muller glial cell,TRDN,34584087
Human,Retina,Muller glial cell,VIM,34584087
Human,Retina,Bipolar cell,NIF3L1,34584087
Human,Retina,Bipolar cell,PKCA,34584087
Human,Retina,Cone photoreceptor cell,RAB41,34584087
Human,Retina,Cone photoreceptor cell,OPN1SW,34584087
Zebrafish,Eye,Muller glial cells,Pattern 17,34584087
,Cornea,Epithelial cells,TGFBI,34584087
,Cornea,Differentiating corneal epithelial cells,ELF3,34584087
,Cornea,Inflamed epithelial cells,ANXA1,34584087
,Iris/ciliary body,MEG3-high fibroblasts,MEG3,34584087
,Iris/ciliary body,MGP-high fibroblasts,MGP,34584087
,Iris/ciliary body,WIF1-high fibroblasts,WIF1,34584087
,Iris/ciliary body,Ribosomal genes high fibroblasts,Ribosomal genes,34584087
,Eye,Smooth muscle cells (SMCs),MYH11,34584087
,Eye,Smooth muscle cells (SMCs),MYL9,34584087
,Eye,Pigmented epithelial cells,MLANA,34584087
,Eye,Pigmented epithelial cells,PMEL,34584087
,Eye,Ciliary body cells (CBCs),PAX6,34584087
,Eye,Ciliary body cells (CBCs),SIX3,34584087
,Eye,Putative stem cells,OTX2,34584087
,Eye,COL9A1-high CBCs,CPAMD8,34584087
,Eye,Putative stem cells,MDK,34584087
,,Putative stem cells,ROR1,34584087
,,Pigmented CBCs,ROR2,34584087
,,COL9A1-high CBCs,FZD1,34584087
,,"Putative stem cells, Pigmented CBCs, COL9A1-high CBCs",FGFR1,34584087
,Eye,"CBCs, SMCs, Fibroblasts",GSN,34584087
Human,Cornea,Conjunctival cells,ACE2,34584087
Human,Cornea,Conjunctival cells,TMPRSS2,34584087
Human,Cornea,Conjunctival cells,BSG,34584087
Human,Cornea,Conjunctival cells,CTSB,34584087
Human,Cornea,Conjunctival cells,CTSL,34584087
,Iris,Melanocytes,PAX3,34584087
,Iris,Melanocytes,MITF,34584087
,Iris,Melanocytes,SOX10,34584087
,Retinal ganglion cells (RGCs),RGCs,SREBP2,34584087
,Retinal ganglion cells (RGCs),RGCs,KLF7,34584087
,Amacrine cells (ACs) and Retinal ganglion cells (RGCs),ACs and RGCs,PBX1,34584087
Human,Eye (Iris),Putative stem cells,COL9A1,34584087
Human,Eye (Iris),Ciliary body cells,COL9A1,34584087
Human,Eye (Iris),Pigmented ciliary body cells,COL9A1,34584087
,,RGCs,KLF7,34584087
,,RGCs,POU4F1,34584087
,,RGCs,EBF3,34584087
,,RGCs,ONECUT1,34584087
,,RGCs,ONECUT2,34584087
,,RGC cells,KLF7,34584087
,,RGC precursor cells,POU4F1,34584087
,,RGC precursor cells,IRX2,34584087
,,RGC precursor cells,EBF3,34584087
,,RGC precursor cells,EBF1,34584087
,,RGC precursor cells,SREBF2,34584087
Human,Eye,Putative stem cell,OTX2,34584087
Human,Eye,COL9A1 high CBCs,CPAMD8,34584087
Human,Eye,Putative stem cell,PAX6,34584087
Human,Eye,Putative stem cell,SIX3,34584087
Human,Eye,COL9A1 high CBCs,PAX6,34584087
Human,Eye,COL9A1 high CBCs,SIX3,34584087
Human,Eye,CBCs,PAX6,34584087
Human,Eye,CBCs,SIX3,34584087
Human,Eye,Putative stem cell,OTX2,34584087
Human,Eye,COL9A1 high CBCs,CPAMD8,34584087
Human,Eye,Putative stem cell,PAX6,34584087
Human,Eye,Putative stem cell,SIX3,34584087
Human,Eye,COL9A1 high CBCs,PAX6,34584087
Human,Eye,COL9A1 high CBCs,SIX3,34584087
Human,Eye,CBCs,PAX6,34584087
Human,Eye,CBCs,SIX3,34584087
Human,Aqueous humor,cDCa,ITGAX,34783307
Human,Aqueous humor,cDCa,CLEC7A,34783307
Human,Aqueous humor,cDCb,CLEC10A,34783307
Human,Aqueous humor,cDCb,MRC1,34783307
Human,Aqueous humor,pDC,IL3RA/CD123,34783307
Human,Aqueous humor,pDC,CLEC4C/CD303,34783307
Human,Aqueous humor,matDC,TMEM176B,34783307
Human,Aqueous humor,matDC,IDO1,34783307
Human,Aqueous humor,matDC,FSCN1,34783307
Human,Aqueous humor,matDC,LAMP3,34783307
Human,Aqueous humor,matDC,CD83,34783307
Human,Aqueous humor,granulo,S100A12,34783307
Human,Aqueous humor,granulo,S100A8,34783307
Human,Aqueous humor,granulo,CCL2,34783307
Human,Aqueous humor,myeloid,S100A12,34783307
Human,Aqueous humor,myeloid,S100A8,34783307
Human,Aqueous humor,myeloid,CCL2,34783307
Human,Cerebrospinal fluid,cDC type 1,CLEC9A,34783307
Human,Cerebrospinal fluid,cDC type 1,XCR1,34783307
Human,Cerebrospinal fluid,cDC type 1,BATF3,34783307
Human,Cerebrospinal fluid,cDC type 2,CD1C,34783307
Human,Cerebrospinal fluid,cDC type 2,FCER1A,34783307
Human,Cerebrospinal fluid,cDC type 2,CLEC10A,34783307
Human,Peripheral blood,cDC type 1,CLEC9A,34783307
Human,Peripheral blood,cDC type 1,C1ORF54,34783307
Human,Peripheral blood,cDC type 1,HLA-DPA1,34783307
Human,Peripheral blood,cDC type 1,CADM1,34783307
Human,Peripheral blood,cDC type 1,CAMK2D,34783307
Human,Peripheral blood,cDC type 2,CD1C,34783307
Human,Peripheral blood,cDC type 2,FCER1A,34783307
Human,Peripheral blood,cDC type 2,CLEC10A,34783307
Human,Peripheral blood,cDC type 2,ADAM8,34783307
,,CD4+ T cells,CD4,34783307
,,CD4+ T cells,IL7R,34783307
,,CD4+ T cells,CD3G,34783307
,,CD8+ T cells,CD8,34783307
,,CD8+ T cells,CD8A,34783307
,,CD8+ T cells,CD3G,34783307
,,gdTC,NKG7,34783307
,,gdTC,TRDC,34783307
,,Treg cells,IL2RA,34783307
,,Treg cells,FOXP3,34783307
,,NK cells,GNLY,34783307
,,NK cells,NKG7,34783307
,,naive Bc,MS4A1,34783307
,,naive Bc,CD19,34783307
,,naive Bc,IGHD,34783307
,,plasma cells,IGHG1,34783307
,,plasma cells,CD38,34783307
,,plasma cells,SDC1/CD138,34783307
,,mergeDC (cDCa and cDCb),B4GALT1,34783307
,,"myeloid, toxic, and help clusters",PFDN5,34783307
,,"mergeDC, myeloid, and help clusters",CDC42,34783307
,,"mergeDC, myeloid, help, and toxic clusters",CDC42SE1,34783307
,,BcLin cluster,CLEC16A,34783307
,,BcLin cluster,IFNLR1,34783307
,,mergeDC cluster,IFNGR2,34783307
,,mergeDC cluster,AHR,34783307
,,mergeDC cluster,EYS,34783307
,,mergeDC cluster,HLA-DRB5,34783307
,,mergeDC cluster,ERAP1,34783307
,,mergeDC cluster,IL18R1,34783307
Human,Aqueous humor (AqH),CD14+ monocytes/macrophages,CD14,34783307
Human,Aqueous humor (AqH),BDCA-1+ (CD1c) myeloid DC,BDCA-1/CD1c,34783307
Human,Intraocular tissue,matDC cluster,FSCN1,34783307
Human,Intraocular tissue,matDC cluster,CD83,34783307
Human,Intraocular tissue,matDC cluster,LAMP3,34783307
Human,Intraocular tissue,DC5 cells,AXL,34783307
Human,Intraocular tissue,DC5 cells,SIGLEC6,34783307
Human,Intraocular tissue,Granulocytes and other phagocytes,S100A8/S100A9,34783307
Human,Aqueous humor (AqH),CD14+ monocytes/macrophages,CD14,34783307
Human,Aqueous humor (AqH),BDCA-1+ (CD1c) myeloid DC,BDCA-1/CD1c,34783307
Human,Intraocular tissue,matDC cluster,FSCN1,34783307
Human,Intraocular tissue,matDC cluster,CD83,34783307
Human,Intraocular tissue,matDC cluster,LAMP3,34783307
Human,Intraocular tissue,DC5 cells,AXL,34783307
Human,Intraocular tissue,DC5 cells,SIGLEC6,34783307
Human,Intraocular tissue,Granulocytes and other phagocytes,S100A8/S100A9,34783307
Mouse,Iris,Dilator muscle cells,Adra1a,34783308
Mouse,Iris,Sphincter muscle cells,Chrm3,34783308
Mouse,Iris,Stroma 1 cells,Sox10,34783308
Mouse,Iris,Stroma 2 cells,Tfap2b,34783308
Mouse,Iris,Epithelial cells,Zic1,34783308
Mouse,Iris,Sphincter 1 cells,Ttn,34783308
Mouse,Iris,Sphincter cell,Nptx2,34783308
Mouse,Iris,Sphincter cell,Rbfox3,34783308
Mouse,Iris,Sphincter cell,Ctnna3,34783308
Mouse,Iris,Sphincter cell,Ckm,34783308
Mouse,Iris,Sphincter cell,Ttn,34783308
Mouse,Iris,Dilator muscle,Nos1,34783308
,Iris,Dilator muscle,Nos1,34783308
,Iris,Sphincter muscle,Ttn,34783308
,Iris,Dilator and Sphincter muscles,Myh11,34783308
,Iris,Sphincter 1 and Sphincter 2 cells,Syt1,34783308
,Iris,Dilator muscle,Adra1a,34783308
,Iris,Sphincter muscle,Chrm3,34783308
,Iris,Sphincter 1 cells,CTNNA3,34783308
,Iris,Sphincter cells,NeuN,34783308
,Iris,Sphincter cells,NPTX2,34783308
,Iris,Sphincter cells,SYT1,34783308
Mouse,Iris,"Dilator and constrictor muscles, PE cells",Opn4,34783308
Mouse,Iris,"Dilator and constrictor muscles, PE cells",Cry1,34783308
Mouse,Iris,"Dilator and constrictor muscles, PE cells",Cry2,34783308
Mouse,Iris,Smooth muscle,Plcb4,34783308
Mouse,Iris,"Dilator and constrictor muscles, PE cells",Itpr1,34783308
Mouse,Iris,"Dilator and constrictor muscles, PE cells",Itpr2,34783308
Mouse,Iris,"Dilator and constrictor muscles, PE cells",Itpr3,34783308
Mouse,Iris,"Dilator and constrictor muscles, PE cells",Ryr1,34783308
Mouse,Iris,"Dilator and constrictor muscles, PE cells",Ryr2,34783308
Mouse,Iris,"Dilator and constrictor muscles, PE cells",Ryr3,34783308
Mouse,Iris,Dilator muscles,ADRA1A,34783308
Mouse,Iris,Sphincter muscles,CHRM3,34783308
Mouse,Iris,Sphincter muscles,CHRM2,34783308
Mouse,Iris,Dilator muscles,CHRM2,34783308
Mouse,Iris,Stroma 2 cells,ADRA1B,34783308
Mouse,Iris,PE and CBE,ZIC1,34783308
Mouse,Iris,"Sphincter and dilator muscles, PE",OTX1,34783308
Mouse,Iris,"Sphincter and dilator muscles, PE",OTX2,34783308
Mouse,Iris,Stroma 1 cell,Sox10,34783308
Mouse,Iris,Stroma 1 cell,Tbx1,34783308
Mouse,Iris,Stroma 1 cell,Pax3,34783308
Mouse,Iris,Stroma 1 cell,Tfap2a,34783308
Mouse,Iris,Stroma 2 cell,Pitx2,34783308
Mouse,Iris,Stroma 2 cell,Glis1,34783308
Mouse,Iris,Stroma 2 cell,Tfap2b,34783308
Mouse,Iris,Stroma 2 cell,PDGFRA,34783308
Mouse,Iris,Dilator muscle,SMA,34783308
Mouse,Iris,Immune cells (leukocytes),CD45,34783308
Mouse,Iris,M2 macrophages,CD206,34783308
Mouse,Iris,Dendritic cells,MHC class II antigens (I-A/I-E),34783308
Mouse,Iris,"Macrophages, neutrophils, and myeloid dendritic cells",PU.1,34783308
Mouse,Iris,Blood vessels,CLDN5,34783308
,,Dilator muscle,Egr1,34783308
,,Dilator muscle,Slc26a4,34783308
,,Dilator muscle,Tmem158,34783308
,,Dilator muscle,Pde10a,34783308
,,Dilator muscle,Btg2,34783308
,,Sphincter muscle,Tmem158,34783308
,,Endothelial,ERG,34783308
,,Sphincter 1,NeuN,34783308
,,Stroma 1,SOX10,34783308
,,Stroma 2,TFAP2B,34783308
,,Iris PE,ZIC1,34783308
,,Dilator muscle,OTX,34783308
Mouse,Salivary gland,B cell,Cd79a,34912329
Mouse,Salivary gland,T cell,Icos,34912329
Mouse,Salivary gland,Myeloid cell,Cd68,34912329
Mouse,Salivary gland,Epithelial cell,Irak1,34912329
Mouse,Salivary gland,Epithelial cell,Cd74,34912329
Mouse,Salivary gland,Epithelial cell,Tap1,34912329
Mouse,Salivary gland,Epithelial cell,Tap2,34912329
Mouse,Retina,Bipolar cell,PKC-α,34928015
Mouse,Retina,Ganglion cell,RBPMS,34928015
Mouse,Retina,Photoreceptor cell,Recoverin,34928015
Human,,RPE-like cells,BEST1,35030321
Human,,RPE-like cells,RPE65,35030321
Human,,RPE-like cells,LHX2,35030321
Human,,RPE-like cells,TYRP1,35030321
Human,,RPE-like cells,ZO-1,35030321
,,iRPE,OTX2,35030321
,,iRPE,CRX,35030321
,,iRPE,BEST1,35030321
,,iRPE,RPE65,35030321
Human,Retinal pigment epithelium (RPE),iRPE,BEST1::EGFP,35030321
Human,Retinal pigment epithelium (RPE),iRPE,RPE65,35030321
Human,Fibroblast,Fibroblast,S100A4,35030321
Human,Retinal pigment epithelium (RPE),iPSC.RPE,ZO-1,35030321
Human,Retina,iRPE/iRPENC,BEST1,35030321
Human,Retina,iRPE/iRPENC,RPE65,35030321
Human,Retina,iRPE/iRPENC,TYRP1,35030321
Human,Retina,iRPE/iRPENC,CRX,35030321
Human,Retina,iRPE/iRPENC,TYR,35030321
Human,Retina,iRPE/iRPENC,MERTK,35030321
Human,Retina,iRPE/iRPENC,LHX2,35030321
Human,,iRPENC (HQ1 and HQ2),BEST1::EGFP,35030321
Human,,iRPENC (HQ1 and HQ2),RPE genes,35030321
Human,,iRPENC (HQ1 and HQ2),SERPINF1 (PEDF),35030321
Human,,iRPENC (HQ1 and HQ2),VEGFA (VEGF),35030321
Human,,iRPENC.other,fibroblastic genes,35030321
Human,,iRPENC.HQ,mitochondrial genes (percent.mt),35030321
Human,,iRPENC.HQ,important RPE genes,35030321
Human,,iRPENC,CDH1,35030321
Human,,iRPENC,FRZB,35030321
,,RPE,CRX,35030321
,,RPE,TYR,35030321
,,RPE,RLBP1,35030321
,,RPE,RPE65,35030321
,,RPE,BEST1,35030321
,,RPE,RAX,35030321
Human,Retina,RPE cell,BSG,35030321
Human,Retina,RPE cell,RPE65,35030321
Human,Retina,iRPENC cell,STEM121,35030321
Mouse,Pharyngeal endoderm,Thyroid progenitor cells,Nkx2.1,35075189
Mouse,Pharyngeal endoderm,Thyroid progenitor cells,Hhex,35075189
Mouse,Pharyngeal endoderm,Thyroid progenitor cells,Pax8,35075189
Mouse,Pharyngeal endoderm,Early respiratory lineage cells,Nkx2.1,35075189
Mouse,Pharyngeal endoderm,Early respiratory lineage cells,Irx1,35075189
Mouse,Pharyngeal endoderm,Early respiratory lineage cells,Irx2,35075189
Mouse,Pharyngeal endoderm,First pouch derivative (Eustachian tube) cells,Fgf8,35075189
Mouse,Pharyngeal endoderm,First pouch derivative (Eustachian tube) cells,Edn1,35075189
Mouse,Pharyngeal endoderm,First pouch derivative (Eustachian tube) cells,Eya1,35075189
Mouse,Pharyngeal endoderm,UBB cells,Nkx2.1,35075189
Mouse,Pharyngeal endoderm,UBB cells,Hhex,35075189
Mouse,Pharyngeal endoderm,UBB cells,Calca,35075189
Mouse,Pharyngeal endoderm,Fourth pouch progenitors,Ripply3,35075189
Mouse,Pharyngeal endoderm,Second pouch (salivary glandular epithelium) cells,Irf6,35075189
Mouse,Pharyngeal endoderm,Second pouch (salivary glandular epithelium) cells,Trp63,35075189
Mouse,Pharyngeal endoderm,Second pouch (salivary glandular epithelium) cells,Sox9,35075189
Mouse,Pharyngeal endoderm,Second pouch (salivary glandular epithelium) cells,Vim,35075189
Mouse,Pharyngeal endoderm,Myoepithelial cells (within second pouch cluster),Acta2,35075189
Mouse,Pharyngeal endoderm,Myoepithelial cells (within second pouch cluster),Tagln,35075189
Mouse,Pharyngeal endoderm,Myoepithelial cells (within second pouch cluster),Myl9,35075189
Mouse,Pharyngeal endoderm,Second pouch cells,Pax1,35075189
Mouse,Pharyngeal endoderm,Second pouch cells,Fgf8,35075189
Mouse,Pharyngeal endoderm,Caudal third and fourth pouches cells,Hoxa3,35075189
Mouse,Thymus,Medullary TECs,Cldn3,35075189
Mouse,Thymus,Medullary TECs,Cldn4,35075189
Mouse,Thymus,Cortical TECs or Progenitor TECs,Psmb11,35075189
Mouse,Thymus,mTECs,Grhl3,35075189
Mouse,Thymus,Thymus,Gas6,35075189
Mouse,Parathyroid,Parathyroid,Sparcl1,35075189
Mouse,Parathyroid,Parathyroid,Ibsp,35075189
Mouse,Parathyroid,Parathyroid,Flrt2,35075189
Mouse,UBB,UBB,Meox1,35075189
Mouse,Pharyngeal endoderm,Thymus (medullary thymic epithelial cells),Grhl3,35075189
Mouse,Pharyngeal endoderm,Thymus (medullary thymic epithelial cells),Gas6,35075189
Mouse,Pharyngeal endoderm,Thymus (cortical thymic epithelial cells),Foxn1,35075189
Mouse,Pharyngeal endoderm,Parathyroid,Ibsp,35075189
Mouse,Pharyngeal endoderm,Parathyroid,Sparcl1,35075189
Mouse,Pharyngeal endoderm,Parathyroid,Gcm2,35075189
Mouse,Pharyngeal endoderm,Ultimobranchial body,Ascl1,35075189
Mouse,Pharyngeal endoderm,Ultimobranchial body,Meox1,35075189
Mouse,Pharyngeal endoderm,Ultimobranchial body,Calca,35075189
Mouse,Pharyngeal endoderm,Thyroid cells,Pax8,35075189
